taxon_name,family,native_status,source_details,name_resolution_and_type,references,reference_category,plant_growth_form_to_use,woodiness_to_use
Stylidium oviflorum,Stylidiaceae,native,APC_accepted,binomial,"species - Bean 2000, Austrobaileya 5(4): 589-649",taxon revision; taxonomic species description,herb,herbaceous
Stylidium pachyrrhizum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium paludicola,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium paniculatum,Stylidiaceae,native,APC_accepted,binomial,species - PlantNet,scraped from online flora,herb,herbaceous
Stylidium paulineae,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium pedunculatum,Stylidiaceae,native,APC_accepted,binomial,"species - Bean 2000, Austrobaileya 5(4): 589-649",taxon revision; taxonomic species description,herb,herbaceous
Stylidium pendulum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium periscelianthum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium perizoster,Stylidiaceae,native,APC_accepted,binomial,"species - Bean 2000, Austrobaileya 5(4): 589-649",taxon revision; taxonomic species description,herb,herbaceous
Stylidium perizostera,Stylidiaceae,,APNI_unplaced,binomial,species,scraped from online flora,herb,herbaceous
Stylidium perplexum,Stylidiaceae,native,APC_accepted,binomial,"species - Wege 2008, Nuytsia 18 : 285–289",taxon revision; taxonomic species description,subshrub,semi_woody
Stylidium perpusillum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium perula,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium petiolare,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium piliferum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium pilosum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium pingrupense,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium planirosula,Stylidiaceae,native,APC_accepted,binomial,species - Wege 2006. Nuytsia 16:237-239,taxon revision; taxonomic species description,herb,herbaceous
Stylidium planirosulum,Stylidiaceae,,APNI_unplaced,binomial,species,scraped from online flora,herb,herbaceous
Stylidium plantagineum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium ponticulus,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium preissii,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium pritzelianum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium productum,Stylidiaceae,native,APC_accepted,binomial,species - PlantNet,scraped from online flora,herb,herbaceous
Stylidium prophyllum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium pseudocaespitosum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium pseudohirsutum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium pseudosacculatum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium pubigerum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium pulchellum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium pulviniforme,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium purpureum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium pycnostachyum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium pygmaeum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium ramosissimum,Stylidiaceae,native,APC_accepted,binomial,"species - Bean 1999, Austrobaileya 5(3): 439-440",taxon revision; taxonomic species description,herb,herbaceous
Stylidium recurvum,Stylidiaceae,native,APC_accepted,binomial,"species - Lowrie 1999, Nuytsia 13(1): 89-157",taxon revision; taxonomic species description,herb,herbaceous
Stylidium repens,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium rhipidium,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium rhynchocarpum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium ricae,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium rigidulum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium rivulosum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium roseoalatum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium roseonanum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium rosulatum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium rotundifolium,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium rubricalyx,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium rubriscapum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium rupestre,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium sacculatum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium salmoneum,Stylidiaceae,native,APC_accepted,binomial,"species - Lowrie 2017, Nuytsia 28: 339-382.",taxon revision; taxonomic species description,herb,herbaceous
Stylidium scabridum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium scandens,Stylidiaceae,native,APC_accepted,binomial,"species - WA, Wikipedia",scraped from online flora,climber_herbaceous herb,herbaceous
Stylidium scariosum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium schizanthum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium schoenoides,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium scintillans,Stylidiaceae,native,APC_accepted,binomial,"species - Wege 2012, Australian Systematic Botany 25: 138–169",taxon revision; taxonomic species description,geophyte,herbaceous
Stylidium sejunctum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium semaphorum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium semipartitum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium septentrionale,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium simulans,Stylidiaceae,native,APC_accepted,binomial,"species - Bean 2000, Austrobaileya 5(4): 589-649",taxon revision; taxonomic species description,herb,herbaceous
Stylidium soboliferum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium sp. Aurukun (C.Dalliston CC429),Stylidiaceae,native,APC_accepted,phrase_name,(no information),"no information - usually phrase names, occasionally taxa without a recent revision",,
Stylidium sp. Banovich Road (F. & J.Hort 1884),Stylidiaceae,native,APC_accepted,phrase_name,(no information),"no information - usually phrase names, occasionally taxa without a recent revision",,
Stylidium sp. Boulder Rock (A.H.Burbidge 2536),Stylidiaceae,native,APC_accepted,phrase_name,species,scraped from online flora,herb,herbaceous
"Stylidium sp. cormaceous ephemeral (F.Hort, J.Hort & J.Shanks 2382)",Stylidiaceae,native,APC_accepted,phrase_name,(no information),"no information - usually phrase names, occasionally taxa without a recent revision",,
Stylidium sp. King Cascade (K.F.Kenneally 11173),Stylidiaceae,native,APC_accepted,phrase_name,(no information),"no information - usually phrase names, occasionally taxa without a recent revision",,
Stylidium sp. Kordabup (A.R.Annels 1660),Stylidiaceae,native,APC_accepted,phrase_name,(no information),"no information - usually phrase names, occasionally taxa without a recent revision",,
Stylidium sp. Moora (J.A.Wege 713),Stylidiaceae,native,APC_accepted,phrase_name,(no information),"no information - usually phrase names, occasionally taxa without a recent revision",,
Stylidium sp. Scott River Plain (N.G.Marchant 74/23),Stylidiaceae,native,APC_accepted,phrase_name,(no information),"no information - usually phrase names, occasionally taxa without a recent revision",,
Stylidium sp. Three Springs (J.A.Wege & C.Wilkins JAW 600),Stylidiaceae,native,APC_accepted,phrase_name,(no information),"no information - usually phrase names, occasionally taxa without a recent revision",,
Stylidium spathulatum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium spiciforme,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium spinulosum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium spinulosum subsp. montanum,Stylidiaceae,native,APC_accepted,subspecies,species,scraped from online flora,herb,herbaceous
Stylidium spinulosum subsp. spinulosum,Stylidiaceae,native,APC_accepted,subspecies,species,scraped from online flora,herb,herbaceous
Stylidium squamellosum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium squamosotuberosum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium stenophyllum,Stylidiaceae,native,APC_accepted,binomial,"species - Bean 2000, Austrobaileya 5(4): 589-649",taxon revision; taxonomic species description,herb,herbaceous
Stylidium stenosepalum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium striatum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium symonii,Stylidiaceae,native,APC_accepted,binomial,"species - Bean 1999, Austrobaileya 5(3): 439-440",taxon revision; taxonomic species description,herb,herbaceous
Stylidium tenerrimum,Stylidiaceae,native,APC_accepted,binomial,"species - Bean 2000, Austrobaileya 5(4): 589-649",taxon revision; taxonomic species description,herb,herbaceous
Stylidium tenerum,Stylidiaceae,native,APC_accepted,binomial,species - PlantNet,scraped from online flora,herb,herbaceous
Stylidium tenue,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium tenue subsp. majusculum,Stylidiaceae,native,APC_accepted,subspecies,species,scraped from online flora - applied species value to infraspecific taxon,herb,herbaceous
Stylidium tenue subsp. tenue,Stylidiaceae,native,APC_accepted,subspecies,species,scraped from online flora - applied species value to infraspecific taxon,herb,herbaceous
Stylidium tenuicarpum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium tepperianum,Stylidiaceae,native,APC_accepted,binomial,genus - for SA,scraped from online flora - applied genus value to individual species,herb,herbaceous
Stylidium thesioides,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium thryonides,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium thylax,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium tinkeri,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium torticarpum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium trichopodum,Stylidiaceae,native,APC_accepted,binomial,"species - Bean 2000, Austrobaileya 5(4): 589-649",taxon revision; taxonomic species description,herb,herbaceous
Stylidium trudgenii,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium turbinatum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium turleyae,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium tylosum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium udusicola,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium uniflorum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium uniflorum subsp. extensum,Stylidiaceae,native,APC_accepted,subspecies,species - WA,scraped from online flora - applied species value to infraspecific taxon,herb,herbaceous
Stylidium uniflorum subsp. uniflorum,Stylidiaceae,native,APC_accepted,subspecies,species - WA,scraped from online flora - applied species value to infraspecific taxon,herb,herbaceous
Stylidium utricularioides,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium validum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium velleioides,Stylidiaceae,native,APC_accepted,binomial,"species - Bean 1999, Austrobaileya 5(3): 439-440",taxon revision; taxonomic species description,herb,herbaceous
Stylidium verticillatum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium vinosum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium violaceum,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium warriedarense,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Stylidium weeliwolli,Stylidiaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
