text,category,taxon
"P.G. Kodela (updates, 22 October 2020)",Contributor,Moraea bellendenii
"D.A. Cooke, P.G. Kodela",Author,Moraea flaccida
P.G. Kodela,Editor,Moraea flaccida
D.A. Cooke,Author,Moraea fugacissima
"P.G. Kodela (updates, 21 October 2020)",Contributor,Moraea fugacissima
D.A. Cooke,Author,Moraea lewisiae
"P.G. Kodela (updates, 21 October 2020)",Contributor,Moraea lewisiae
D.A. Cooke,Author,Moraea miniata
"P.G. Kodela (updates, 21 October 2020)",Contributor,Moraea miniata
D.A. Cooke,Author,Moraea ochroleuca
"P.G. Kodela (updates, 21 October 2020)",Contributor,Moraea ochroleuca
"D.A. Cooke, P.G. Kodela",Author,Moraea setifolia
P.G. Kodela,Editor,Moraea setifolia
D.A. Cooke,Author,Moraea vegeta
"P.G. Kodela (updates, 22 October 2020)",Contributor,Moraea vegeta
"Russell L. Barrett, Jeremy J. Bruhl, Karen L. Wilson",Author,Morelotia australiensis
P.G. Kodela,Editor,Morelotia australiensis
"Russell L. Barrett, Jeremy J. Bruhl, Karen L. Wilson",Author,Morelotia microcarpa
P.G. Kodela,Editor,Morelotia microcarpa
"Russell L. Barrett, Jeremy J. Bruhl, Karen L. Wilson",Author,Morelotia octandra
P.G. Kodela,Editor,Morelotia octandra
T.D.Stanley,Author,Moringa pterygosperma
"P.G. Kodela, P.S. Green",Author,Morus alba
P.G. Kodela,Editor,Morus alba
"P.S. Green, P.G. Kodela",Author,Muehlenbeckia australis
P.G. Kodela,Editor,Muehlenbeckia australis
I.R.H.Telford,Author,Muellerargia timorensis
B.A.Barlow,Author,Muellerina bidwillii
B.A.Barlow,Author,Muellerina celastroides
B.A.Barlow,Author,Muellerina eucalyptoides
B.A.Barlow,Author,Muellerina myrtifolia
J.A. Armstrong,Author,Muiriantha hassellii
I.R.H.Telford,Author,Mukia maderaspatana
C.M.Weiller,Author,Mullerochloa moreheadiana
N.H. Brittan,Author,Murchisonia fragrans
N.H.Brittan,Author,Murchisonia volubilis
D.J. Mabberley,Author,Murraya paniculata
P.G. Kodela,Editor,Murraya paniculata
"P.G. Kodela (ed. January 2018, September 2022)",Contributor,Murraya paniculata
"E.M. Ross, P.G. Kodela",Author,Musa banksii
P.G. Kodela,Editor,Musa banksii
NA,Contributor,Musa banksii
NA,Acknowledgements,Musa banksii
E.M. Ross,Author,Musa fitzalanii
P.G. Kodela,Editor,Musa fitzalanii
E.M. Ross,Author,Musa jackeyi
P.G. Kodela,Editor,Musa jackeyi
A.S. George & P.G. Kodela,Author,Muscari armeniacum
P.G. Kodela,Editor,Muscari armeniacum
A.S. George & P.G. Kodela,Author,Muscari comosum
P.G. Kodela,Editor,Muscari comosum
P.G. Kodela & A. Messina,Author,Muscari neglectum
B.P.M.Hyland,Author,Musgravea heterophylla
B.P.M.Hyland,Author,Musgravea stenostachya
H.J.Hewson,Author,Myagrum perfoliatum
"P.S. Green, P.G. Kodela",Author,Myoporum obscurum
P.G. Kodela,Editor,Myoporum obscurum
"John R. Busby (editorial assistance, April 2021)",Contributor,Myoporum obscurum
Hj. Eichler & J.A. Jeanes,Author,Myosurus australis
"John R. Busby (ed. October, December 2021)",Contributor,Myosurus australis
A.E. Orchard,Author,Myriophyllum alpinum
John R. Busby (ed. April 2020),Contributor,Myriophyllum alpinum
A.E. Orchard,Author,Myriophyllum amphibium
John R. Busby (ed. April 2020),Contributor,Myriophyllum amphibium
A.E. Orchard,Author,Myriophyllum aquaticum
John R. Busby (ed. April 2020),Contributor,Myriophyllum aquaticum
A.E. Orchard,Author,Myriophyllum austropygmaeum
John R. Busby (ed. April 2020),Contributor,Myriophyllum austropygmaeum
A.E. Orchard,Author,Myriophyllum balladoniense
John R. Busby (ed. April 2020),Contributor,Myriophyllum balladoniense
A.E. Orchard,Author,Myriophyllum callitrichoides subsp. callitrichoides
John R. Busby (ed. April 2020),Contributor,Myriophyllum callitrichoides subsp. callitrichoides
A.E. Orchard,Author,Myriophyllum callitrichoides subsp. striatum
John R. Busby (ed. April 2020),Contributor,Myriophyllum callitrichoides subsp. striatum
A.E. Orchard,Author,Myriophyllum callitrichoides
John R. Busby (ed. April 2020),Contributor,Myriophyllum callitrichoides
A.E. Orchard,Author,Myriophyllum caput-medusae
John R. Busby (ed. April 2020),Contributor,Myriophyllum caput-medusae
A.E. Orchard,Author,Myriophyllum coronatum
John R. Busby (ed. April 2020),Contributor,Myriophyllum coronatum
A.E. Orchard,Author,Myriophyllum costatum
John R. Busby (ed. April 2020),Contributor,Myriophyllum costatum
A.E. Orchard,Author,Myriophyllum crispatum
John R. Busby (ed. April 2020),Contributor,Myriophyllum crispatum
A.E. Orchard,Author,Myriophyllum decussatum
John R. Busby (ed. April 2020),Contributor,Myriophyllum decussatum
A.E. Orchard,Author,Myriophyllum dicoccum
John R. Busby (ed. April 2020),Contributor,Myriophyllum dicoccum
A.E. Orchard,Author,Myriophyllum drummondii
John R. Busby (ed. April 2020),Contributor,Myriophyllum drummondii
A.E. Orchard,Author,Myriophyllum echinatum
John R. Busby (ed. April 2020),Contributor,Myriophyllum echinatum
A.E. Orchard,Author,Myriophyllum filiforme
John R. Busby (ed. April 2020),Contributor,Myriophyllum filiforme
A.E. Orchard,Author,Myriophyllum glomeratum
John R. Busby (ed. April 2020),Contributor,Myriophyllum glomeratum
A.E. Orchard,Author,Myriophyllum gracile var. gracile
John R. Busby (ed. April 2020),Contributor,Myriophyllum gracile var. gracile
A.E. Orchard,Author,Myriophyllum gracile var. laeve
John R. Busby (ed. April 2020),Contributor,Myriophyllum gracile var. laeve
A.E. Orchard,Author,Myriophyllum gracile var. lineare
John R. Busby (ed. April 2020),Contributor,Myriophyllum gracile var. lineare
A.E. Orchard,Author,Myriophyllum gracile
John R. Busby (ed. April 2020),Contributor,Myriophyllum gracile
A.E. Orchard,Author,Myriophyllum implicatum
"John R. Busby (ed. April 2020); P.G. Kodela (ed. & updates, September 2021)",Contributor,Myriophyllum implicatum
A.E. Orchard,Author,Myriophyllum integrifolium
John R. Busby (ed. April 2020),Contributor,Myriophyllum integrifolium
A.E.Orchard,Author,Myriophyllum latifolium
John R. Busby (ed. April 2020),Contributor,Myriophyllum latifolium
A.E. Orchard,Author,Myriophyllum limnophilum
John R. Busby (ed. April 2020),Contributor,Myriophyllum limnophilum
A.E. Orchard,Author,Myriophyllum lophatum
John R. Busby (ed. April 2020),Contributor,Myriophyllum lophatum
A.E. Orchard,Author,Myriophyllum muelleri
John R. Busby (ed. April 2020),Contributor,Myriophyllum muelleri
A.E. Orchard,Author,Myriophyllum muricatum
John R. Busby (ed. April 2020),Contributor,Myriophyllum muricatum
A.E. Orchard,Author,Myriophyllum papillosum
John R. Busby (ed. April 2020),Contributor,Myriophyllum papillosum
A.E. Orchard,Author,Myriophyllum pedunculatum subsp. longibracteolatum
John R. Busby (ed. April 2020),Contributor,Myriophyllum pedunculatum subsp. longibracteolatum
A.E. Orchard,Author,Myriophyllum pedunculatum subsp. pedunculatum
John R. Busby (ed. April 2020),Contributor,Myriophyllum pedunculatum subsp. pedunculatum
A.E. Orchard,Author,Myriophyllum pedunculatum
John R. Busby (ed. April 2020),Contributor,Myriophyllum pedunculatum
A.E. Orchard,Author,Myriophyllum petraeum
John R. Busby (ed. April 2020),Contributor,Myriophyllum petraeum
A.E. Orchard,Author,Myriophyllum porcatum
John R. Busby (ed. April 2020),Contributor,Myriophyllum porcatum
A.E. Orchard,Author,Myriophyllum salsugineum
John R. Busby (ed. April 2020),Contributor,Myriophyllum salsugineum
A.E. Orchard,Author,Myriophyllum simulans
John R. Busby (ed. April 2020),Contributor,Myriophyllum simulans
A.E. Orchard,Author,Myriophyllum striatum
John R. Busby (ed. April 2020),Contributor,Myriophyllum striatum
A.E. Orchard,Author,Myriophyllum tillaeoides
John R. Busby (ed. April 2020),Contributor,Myriophyllum tillaeoides
A.E. Orchard,Author,Myriophyllum trachycarpum
John R. Busby (ed. April 2020),Contributor,Myriophyllum trachycarpum
"A.E. Orchard, P.G. Kodela",Author,Myriophyllum trifidum
P.G. Kodela,Editor,Myriophyllum trifidum
"John R. Busby (editorial assistance, April 2020)",Contributor,Myriophyllum trifidum
A.E. Orchard,Author,Myriophyllum triphyllum
John R. Busby (ed. April 2020),Contributor,Myriophyllum triphyllum
A.E. Orchard,Author,Myriophyllum variifolium
John R. Busby (ed. April 2020),Contributor,Myriophyllum variifolium
A.E. Orchard,Author,Myriophyllum verrucosum
John R. Busby (ed. April 2020),Contributor,Myriophyllum verrucosum
L.W. Jessup,Author,Myristica globosa subsp. muelleri
John R. Busby (ed. August 2021),Contributor,Myristica globosa subsp. muelleri
L.W. Jessup,Author,Myristica insipida var. cimicifera
John R. Busby (ed. August 2021),Contributor,Myristica insipida var. cimicifera
L.W. Jessup,Author,Myristica insipida var. insipida
John R. Busby (ed. August 2021),Contributor,Myristica insipida var. insipida
L.W. Jessup,Author,Myristica insipida
John R. Busby (ed. August 2021),Contributor,Myristica insipida
L.W. Jessup,Author,Myristica lancifolia subsp. australiana
John R. Busby (ed. August 2021),Contributor,Myristica lancifolia subsp. australiana
Betsy R. Jackes,Author,Myrsine achradifolia
P.G. Kodela,Editor,Myrsine achradifolia
Betsy R. Jackes,Author,Myrsine angusta
P.G. Kodela,Editor,Myrsine angusta
Betsy R. Jackes,Author,Myrsine arenaria
P.G. Kodela,Editor,Myrsine arenaria
Betsy R. Jackes,Author,Myrsine benthamiana
P.G. Kodela,Editor,Myrsine benthamiana
Betsy R. Jackes,Author,Myrsine crassifolia
P.G. Kodela,Editor,Myrsine crassifolia
Betsy R. Jackes,Author,Myrsine elata
P.G. Kodela,Editor,Myrsine elata
Betsy R. Jackes,Author,Myrsine howittiana
P.G. Kodela,Editor,Myrsine howittiana
Betsy R. Jackes,Author,Myrsine ireneae subsp. curvata
P.G. Kodela,Editor,Myrsine ireneae subsp. curvata
Betsy R. Jackes,Author,Myrsine ireneae subsp. ireneae
P.G. Kodela,Editor,Myrsine ireneae subsp. ireneae
Betsy R. Jackes,Author,Myrsine ireneae
P.G. Kodela,Editor,Myrsine ireneae
Betsy R. Jackes,Author,Myrsine kimberleyensis
P.G. Kodela,Editor,Myrsine kimberleyensis
Betsy R. Jackes,Author,Myrsine maculata
P.G. Kodela,Editor,Myrsine maculata
"P.S. Green, P.G. Kodela",Author,Myrsine myrtillina
P.G. Kodela,Editor,Myrsine myrtillina
"John R. Busby (editorial assistance, March 2021)",Contributor,Myrsine myrtillina
Betsy R. Jackes,Author,Myrsine oreophila
P.G. Kodela,Editor,Myrsine oreophila
Betsy R. Jackes,Author,Myrsine pedicellata
P.G. Kodela,Editor,Myrsine pedicellata
"P.S. Green, P.G. Kodela",Author,Myrsine platystigma
P.G. Kodela,Editor,Myrsine platystigma
"John R. Busby (editorial assistance, March 2021)",Contributor,Myrsine platystigma
Betsy R. Jackes,Author,Myrsine porosa
P.G. Kodela,Editor,Myrsine porosa
P.S. Green,Author,Myrsine ralstoniae
P.G. Kodela,Editor,Myrsine ralstoniae
"John R. Busby (editorial assistance, March 2021)",Contributor,Myrsine ralstoniae
Betsy R. Jackes,Author,Myrsine richmondensis
P.G. Kodela,Editor,Myrsine richmondensis
Betsy R. Jackes,Author,Myrsine rubiginosa
P.G. Kodela,Editor,Myrsine rubiginosa
Betsy R. Jackes,Author,Myrsine serpenticola
P.G. Kodela,Editor,Myrsine serpenticola
Betsy R. Jackes,Author,Myrsine smithii
P.G. Kodela,Editor,Myrsine smithii
Betsy R. Jackes,Author,Myrsine subsessilis subsp. cryptostemon
P.G. Kodela,Editor,Myrsine subsessilis subsp. cryptostemon
Betsy R. Jackes,Author,Myrsine subsessilis subsp. subsessilis
P.G. Kodela,Editor,Myrsine subsessilis subsp. subsessilis
Betsy R. Jackes,Author,Myrsine subsessilis
P.G. Kodela,Editor,Myrsine subsessilis
Betsy R. Jackes,Author,Myrsine urceolata
P.G. Kodela,Editor,Myrsine urceolata
Betsy R. Jackes,Author,Myrsine variabilis
P.G. Kodela,Editor,Myrsine variabilis
NA,Author,Najas browniana
NA,Author,Najas foveolata
NA,Author,Najas graminea var. graminea
NA,Author,Najas halophila
NA,Author,Najas malesiana
NA,Author,Najas marina subsp. armata
NA,Author,Najas marina subsp. latior
NA,Author,Najas marina
NA,Author,Najas pseudograminea
NA,Author,Najas tenuifolia
A.J.G. Wilson & P.G. Kodela,Author,Nandina domestica
P.G. Kodela,Editor,Nandina domestica
NA,Contributor,Nandina domestica
NA,Acknowledgements,Nandina domestica
H.J.Hewson,Author,Narcissus pseudonarcissus
H.J.Hewson,Author,Narcissus tazetta
H.P.Linder,Author,Nardus stricta
"J.Everett, S.W.L.Jacobs, L.Nairn",Author,Nassella charruana
"J.Everett, S.W.L.Jacobs, L.Nairn",Author,Nassella hyalina
"J.Everett, S.W.L.Jacobs, L.Nairn",Author,Nassella leucotricha
"J.Everett, S.W.L.Jacobs, L.Nairn",Author,Nassella megapotamia
"J.Everett, S.W.L.Jacobs, L.Nairn",Author,Nassella neesiana
"J.Everett, S.W.L.Jacobs, L.Nairn",Author,Nassella tenuissima
"J.Everett, S.W.L.Jacobs, L.Nairn",Author,Nassella trichotoma
"P.S. Green, P.G. Kodela",Author,Negria rhabdothamnoides
P.G. Kodela,Editor,Negria rhabdothamnoides
"John R. Busby (editorial assistance, January 2021)",Contributor,Negria rhabdothamnoides
"P.I. Forster, P.G. Kodela",Author,Neisosperma kilneri
P.G. Kodela,Editor,Neisosperma kilneri
"P.I. Forster, P.G. Kodela",Author,Neisosperma poweri
P.G. Kodela,Editor,Neisosperma poweri
T.D. Stanley,Author,Nelumbo nucifera
John R. Busby (ed. October 2021); (P.G. Kodela (ed. 2021),Contributor,Nelumbo nucifera
Paul G. Wilson,Author,Nematolepis elliptica
P.E. Bolton (June 2018) - edited for web.,Contributor,Nematolepis elliptica
Paul G. Wilson,Author,Nematolepis frondosa
P.E. Bolton (June 2018) - edited for web,Contributor,Nematolepis frondosa
Paul G. Wilson,Author,Nematolepis ovatifolia
P.E. Bolton (June 2018) - edited for web,Contributor,Nematolepis ovatifolia
Paul G. Wilson,Author,Nematolepis phebalioides
P.E. Bolton (June 2018) - edited for web,Contributor,Nematolepis phebalioides
Paul G. Wilson,Author,Nematolepis rhytidophylla
P.E. Bolton (June 2018) - edited for web,Contributor,Nematolepis rhytidophylla
Paul G. Wilson,Author,Nematolepis squamea subsp. retusa
P.E. Bolton (June 2018) - edited for web,Contributor,Nematolepis squamea subsp. retusa
Paul G.Wilson,Author,Nematolepis squamea subsp. squamea
P.E. Bolton (June 2018) - edited for web,Contributor,Nematolepis squamea subsp. squamea
Paul G. Wilson,Author,Nematolepis squamea
P.E. Bolton (June 2018) - edited for web,Contributor,Nematolepis squamea
Paul G. Wilson,Author,Nematolepis wilsonii
P.E. Bolton (June 2018) - edited for web,Contributor,Nematolepis wilsonii
I.R.H.Telford,Author,Neoalsomitra capricornica
I.R.H.Telford,Author,Neoalsomitra sp. A ( B.Hyland 10923)
I.R.H.Telford,Author,Neoalsomitra stephensiana
I.R.H.Telford,Author,Neoalsomitra trifoliolata
J.B.Williams,Author,Neoastelia spectabilis
Paul G.Wilson,Author,Neobassia astrocarpa
Paul G.Wilson,Author,Neobassia proceriflora
"J.A. Armstrong, Paul G. Wilson",Author,Neobyrnesia suberosa
J. Le Cussan & B.P.M. Hyland,Author,Neolitsea australiensis
John R. Busby (ed. October 2021),Contributor,Neolitsea australiensis
J. Le Cussan & B.P.M. Hyland,Author,Neolitsea brassii
John R. Busby (ed. October 2021),Contributor,Neolitsea brassii
J. Le Cussan & B.P.M. Hyland,Author,Neolitsea dealbata
John R. Busby (ed. October 2021),Contributor,Neolitsea dealbata
C.M. Weiller,Author,Neololeba atra
Helen J.Hewson,Author,Neorites kevediana
H.J.Hewson,Author,Neostrearia fleckeri
A.S. Robinson,Author,Nepenthes mirabilis
P.G. Kodela,Editor,Nepenthes mirabilis
A.S. Robinson,Author,Nepenthes parvula
P.G. Kodela,Editor,Nepenthes parvula
A.S. Robinson.,Author,Nepenthes rowaniae
P.G. Kodela,Editor,Nepenthes rowaniae
A.S. Robinson,Author,Nepenthes tenax
P.G. Kodela,Editor,Nepenthes tenax
G.H. Bell,Author,Nephrolepis acutifolia
A.M. Wheeler (editorial assistance May 2023),Contributor,Nephrolepis acutifolia
G.H. Bell,Author,Nephrolepis arida
A.M. Wheeler (editorial assistance May 2023),Contributor,Nephrolepis arida
G.H. Bell,Author,Nephrolepis biserrata
A.M. Wheeler (editorial assistance May 2023),Contributor,Nephrolepis biserrata
G.H. Bell,Author,Nephrolepis cordifolia
A.M. Wheeler (editorial assistance May 2023),Contributor,Nephrolepis cordifolia
G.H. Bell,Author,Nephrolepis hirsutula
A.M. Wheeler (editorial assistance May 2023),Contributor,Nephrolepis hirsutula
G.H. Bell,Author,Nephrolepis obliterata
A.M. Wheeler (editorial assistance May 2023),Contributor,Nephrolepis obliterata
R.S. Cowan,Author,Neptunia amplexicaulis f. amplexicaulis
A.M. Wheeler (editorial assistance November 2023),Contributor,Neptunia amplexicaulis f. amplexicaulis
R.S. Cowan,Author,Neptunia amplexicaulis f. richmondii
A.M. Wheeler (editorial assistance November 2023),Contributor,Neptunia amplexicaulis f. richmondii
R.S. Cowan,Author,Neptunia amplexicaulis
A.M. Wheeler (editorial assistance November 2023),Contributor,Neptunia amplexicaulis
R.S. Cowan,Author,Neptunia dimorphantha
A.M. Wheeler (editorial assistance November 2023),Contributor,Neptunia dimorphantha
R.S. Cowan,Author,Neptunia gracilis f. glandulosa
A.M. Wheeler (editorial assistance November 2023),Contributor,Neptunia gracilis f. glandulosa
R.S. Cowan,Author,Neptunia gracilis f. gracilis
A.M. Wheeler (editorial assistance November 2023),Contributor,Neptunia gracilis f. gracilis
R.S. Cowan,Author,Neptunia gracilis
R.S. Cowan,Author,Neptunia major
A.M. Wheeler (editorial assistance November 2023),Contributor,Neptunia major
R.S. Cowan,Author,Neptunia monosperma
A.M. Wheeler (editorial assistance November 2023),Contributor,Neptunia monosperma
P.I.Forster,Author,Nerium oleander
D.L. Jones,Author,Nervilia aragoana
Z.P. Groeneveld,Editor,Nervilia aragoana
NA,Contributor,Nervilia aragoana
NA,Acknowledgements,Nervilia aragoana
D.L. Jones,Author,Nervilia crociformis
Z.P. Groeneveld,Editor,Nervilia crociformis
D.L. Jones,Author,Nervilia dallachyana
Z.P. Groeneveld,Editor,Nervilia dallachyana
D.L. Jones,Author,Nervilia holochila
Z.P. Groeneveld,Editor,Nervilia holochila
D.L. Jones,Author,Nervilia peltata
Z.P. Groeneveld,Editor,Nervilia peltata
D.L. Jones,Author,Nervilia uniflora
Z.P. Groeneveld,Editor,Nervilia uniflora
NA,Contributor,Nervilia uniflora
NA,Acknowledgements,Nervilia uniflora
H.J.Hewson,Author,Neslia paniculata
"P.S. Green, P.G. Kodela",Author,Nestegis apetala
P.G. Kodela,Editor,Nestegis apetala
"Russell L. Barrett, Jeremy J. Bruhl, Karen L. Wilson",Author,Netrostylis capillaris
P.G. Kodela,Editor,Netrostylis capillaris
"Russell L. Barrett, Jeremy J. Bruhl, Karen L. Wilson",Author,Netrostylis halmaturina
P.G. Kodela,Editor,Netrostylis halmaturina
"P. Horton, R.W. Purdie, P.G. Kodela",Author,Nicandra physalodes
P.G. Kodela,Editor,Nicandra physalodes
"John R. Busby (editorial assistance, April 2021)",Contributor,Nicandra physalodes
"P.Horton, R.W.Purdie",Author,Nicotiana amplexicaulis
"P. Horton, R.W. Purdie",Author,Nicotiana benthamiana
"P.Horton, R.W.Purdie",Author,Nicotiana cavicola
"P.Horton, R.W.Purdie",Author,Nicotiana debneyi subsp. debneyi
"P.Horton, R.W.Purdie",Author,Nicotiana debneyi subsp. monoschizocarpa
"P.Horton, R.W.Purdie",Author,Nicotiana excelsior
"P. Horton, R.W. Purdie",Author,Nicotiana forsteri
John R. Busby (ed. April 2021),Contributor,Nicotiana forsteri
"P. Horton, R.W. Purdie",Author,Nicotiana glauca
"P.Horton, R.W.Purdie",Author,Nicotiana goodspeedii
"P.Horton, R.W.Purdie",Author,Nicotiana gossei
"P.Horton, R.W.Purdie",Author,Nicotiana maritima
"P.Horton, R.W.Purdie",Author,Nicotiana megalosiphon subsp. megalosiphon
"P.Horton, R.W.Purdie",Author,Nicotiana megalosiphon subsp. sessilifolia
"P.Horton, R.W.Purdie",Author,Nicotiana megalosiphon
"P.Horton, R.W.Purdie",Author,Nicotiana occidentalis subsp. hesperis
"P.Horton, R.W.Purdie",Author,Nicotiana occidentalis subsp. obliqua
"P.Horton, R.W.Purdie",Author,Nicotiana occidentalis subsp. occidentalis
"P.Horton, R.W.Purdie",Author,Nicotiana occidentalis
"P.Horton, R.W.Purdie",Author,Nicotiana rosulata subsp. ingulba
"P.Horton, R.W.Purdie",Author,Nicotiana rosulata subsp. rosulata
"P.Horton, R.W.Purdie",Author,Nicotiana rosulata
"P.Horton, R.W.Purdie",Author,Nicotiana rotundifolia
"P.Horton, R.W.Purdie",Author,Nicotiana simulans
