Ecosystem,species records,R+,S+,resp.type,Conserved R+,Conserved S+,Genus number,Genus,Family,Family number
Spinifex Grassland,Commersonia_magniflora,yes,yes,Basal,Conserved,Strongly Conserved,147,Commersonia,Malv,70
Eucalypt Forest,Commersonia_procumbens,X,X,X,Conserved,Strongly Conserved,147,Commersonia,Malv,70
Heath,Conospermum_brachyphyllum,no,yes,Killed,Conserved,Strongly Conserved,148,Conospermum,Prot,104
Eucalypt Forest,Conospermum_burgessiorum,no,yes,Killed,Conserved,Strongly Conserved,148,Conospermum,Prot,104
Heath,Conospermum_caeruleum,no,yes,Killed,Conserved,Strongly Conserved,148,Conospermum,Prot,104
Heath,Conospermum_capitatum,no,yes,Killed,Conserved,Strongly Conserved,148,Conospermum,Prot,104
Eucalypt Forest,Conospermum_ellipticum,yes,X,X,Conserved,Strongly Conserved,148,Conospermum,Prot,104
Eucalypt Forest,Conospermum_ericifolium,no,X,Killed,Conserved,Strongly Conserved,148,Conospermum,Prot,104
Eucalypt Forest,Conospermum_longifolium,yes,X,X,Conserved,Strongly Conserved,148,Conospermum,Prot,104
Eucalypt Forest,Conospermum_longifolium_subsp._angustifolium,yes,X,X,Conserved,Strongly Conserved,148,Conospermum,Prot,104
Eucalypt Forest,Conospermum_longifolium_subsp._longifolium,yes,yes,Basal,Conserved,Strongly Conserved,148,Conospermum,Prot,104
Eucalypt Forest,Conospermum_longifolium_subsp._mediale,yes,X,X,Conserved,Strongly Conserved,148,Conospermum,Prot,104
Heath,Conospermum_mitchellii,no,yes,Killed,Conserved,Strongly Conserved,148,Conospermum,Prot,104
Heath,Conospermum_patens,no,yes,Killed,Conserved,Strongly Conserved,148,Conospermum,Prot,104
Heath,Conospermum_stoechedis,yes,yes,X,Conserved,Strongly Conserved,148,Conospermum,Prot,104
Eucalypt Forest,Conospermum_taxifolium,yes,yes,Basal,Conserved,Strongly Conserved,148,Conospermum,Prot,104
Eucalypt Forest,Conospermum_tenuifolium,yes,X,X,Conserved,Strongly Conserved,148,Conospermum,Prot,104
Heath,Conospermum_unilaterale,no,yes,Killed,Conserved,Strongly Conserved,148,Conospermum,Prot,104
Heath,Conospermum_wycherlyi,yes,yes,X,Conserved,Strongly Conserved,148,Conospermum,Prot,104
Heath,Conostephium_pendulum,yes,yes,X,Unknown,Strongly Conserved,149,Conostephium,Eric,47
Heath,Conostephium_roei,X,yes,X,Unknown,Strongly Conserved,149,Conostephium,Eric,47
Heath,Conostylis_argentea,yes,no,X,Strongly Conserved,Unknown,150,Conostylis,Haem,56
Heath,Conostylis_petrophiloides,yes,no,X,Strongly Conserved,Unknown,150,Conostylis,Haem,56
Heath,Conothamnus_trinervis,yes,yes,X,Unknown,Unknown,151,Conothamnus,Myrt,78
Grassland,Convolvulus_graminetinus,yes,no,Basal,Unknown,Unknown,152,Convolvulus,Conv,33
Eucalypt Forest,Coopernookia_barbata,yes,X,X,Unknown,Unknown,153,Coopernookia,Good,54
Eucalypt Forest,Coopernookia_spp.,X,X,X,Unknown,Unknown,153,Coopernookia,Good,54
Eucalypt Shrubland,Coopernookia_strophiolata,X,yes,X,Unknown,Unknown,153,Coopernookia,Good,54
Eucalypt Forest,Coprosma_hirtella,yes,yes,Basal,Conserved,Unknown,154,Coprosma,Rubi,112
Rainforest,Coprosma_juniperina_,no,no,Killed,Conserved,Unknown,154,Coprosma,Rubi,112
Eucalypt Forest,Coprosma_quadrifida,yes,no,Basal,Conserved,Unknown,154,Coprosma,Rubi,112
Heath,Corchorus_sidoides,no,yes,Killed,Unknown,Unknown,155,Corchorus,Malv,70
Rainforest,Cordia_dichotoma,yes,yes,X,Unknown,Unknown,156,Cordia,Bora,18
Rainforest,Cordyline_petiolaris_,no,no,Killed,Conserved,Unknown,157,Cordyline,Aspa,12
Eucalypt Forest,Cordyline_rubra,yes,no,X,Conserved,Unknown,157,Cordyline,Aspa,12
Rainforest,Cordyline_stricta_,yes,no,Killed,Conserved,Unknown,157,Cordyline,Aspa,12
Eucalypt Forest,Correa_baeuerlenii,no,X,Killed,Unknown,Conserved,158,Correa,Ruta,113
Eucalypt Forest,Correa_lawrenceana_var_cordifolia,X,X,X,Unknown,Conserved,158,Correa,Ruta,113
Eucalypt Forest,Correa_lawrenceana_var_latrobeana,X,X,X,Unknown,Conserved,158,Correa,Ruta,113
Eucalypt Forest,Correa_lawrenceana_var_lawrenceana,X,X,X,Unknown,Conserved,158,Correa,Ruta,113
Eucalypt Forest,Correa_lawrenciana_var._glandulifera,no,yes,Killed,Unknown,Conserved,158,Correa,Ruta,113
Eucalypt Forest,Correa_reflexa,no,yes,Killed,Unknown,Conserved,158,Correa,Ruta,113
Eucalypt Forest,Correa_reflexa_var._reflexa,yes,X,X,Unknown,Conserved,158,Correa,Ruta,113
Savanna,Corymbia_aparrerinja,yes,yes,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Heath,Corymbia_arnhemensis,yes,no,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Spinifex Grassland,Corymbia_aspera,yes,X,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Savanna,Corymbia_bella,yes,yes,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Savanna,Corymbia_bleeseri,yes,yes,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Heath,Corymbia_calophylla,yes,yes,X,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Savanna,Corymbia_chartacea,yes,no,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Spinifex Grassland,Corymbia_chippendalei,yes,no,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Acacia Shrublands,Corymbia_citriodora,yes,no,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Eucalypt Forest,Corymbia_citriodora,yes,yes,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Acacia Shrublands,Corymbia_clarksoniana,yes,no,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Savanna,Corymbia_clarksoniana,yes,yes,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Savanna,Corymbia_confertiflora,yes,no,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Eucalypt Forest,Corymbia_dallachiana,yes,no,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Savanna,Corymbia_dichromophloia,yes,no,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Eucalypt Forest,Corymbia_dolicharpa_juvenile,yes,yes,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Eucalypt Forest,Corymbia_dolichocarpa,yes,yes,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Heath,Corymbia_dunlopiana,yes,no,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Spinifex Grassland,Corymbia_eremaea_subsp__oligocarpa,yes,no,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Savanna,Corymbia_erythrophloia,yes,yes,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Eucalypt Forest,Corymbia_eximia,yes,yes,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Savanna,Corymbia_ferruginea,yes,no,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Spinifex Grassland,Corymbia_flavescens,yes,yes,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Savanna,Corymbia_foelscheana,yes,no,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Savanna,Corymbia_grandifolia,yes,no,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Eucalypt Forest,Corymbia_gummifera,yes,X,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Eucalypt Forest,Corymbia_intermedia,yes,no,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Heath,Corymbia_kombolgiensis,yes,no,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Savanna,Corymbia_latifolia,yes,no,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Eucalypt Forest,Corymbia_maculata,yes,X,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Rainforest,Corymbia_maculata-variegata_intergrade,yes,yes,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Savanna,Corymbia_oocarpa,yes,no,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Spinifex Grassland,Corymbia_opaca,yes,no,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Savanna,Corymbia_polycarpa,yes,no,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Savanna,Corymbia_polysciada,yes,no,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Savanna,Corymbia_porrecta,yes,no,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Heath,Corymbia_ptychocarpa,yes,no,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Savanna,Corymbia_sp.,yes,no,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Savanna,Corymbia_terminalis,yes,no,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Eucalypt Forest,Corymbia_tessellaris,yes,no,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Eucalypt Forest,Corymbia_trachyphloia,yes,yes,Epicormic,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Eucalypt Forest,Corymbia_trachyphloia_subsp._amphistomatica,X,X,X,Strongly Conserved,Conserved,159,Corymbia,Myrt,78
Eucalypt Forest,Cotoneaster_franchetii,yes,X,X,Conserved,Unknown,160,Cotoneaster,Rosa,110
Eucalypt Forest,Cotoneaster_glaucophyllus,yes,X,X,Conserved,Unknown,160,Cotoneaster,Rosa,110
Eucalypt Forest,Cotoneaster_spp.,X,X,X,Conserved,Unknown,160,Cotoneaster,Rosa,110
Eucalypt Forest,Crataegus_monogyna,X,X,X,Unknown,Unknown,161,Crataegus,Rosa,110
Grassland,Crotalaria,X,X,X,Conserved,Unknown,162,Crotalaria,Fabo,52
Eucalypt Forest,Crotalaria_brevis,no,yes,Killed,Conserved,Strongly Conserved,162,Crotalaria,Fabo,52
Spinifex Grassland,Crotalaria_cunninghamii_subsp__cunninghamii,yes,yes,Basal,Conserved,Strongly Conserved,162,Crotalaria,Fabo,52
Grassland,Crotalaria_dissitiflora_subsp._dissitiflora,yes,yes,Basal,Conserved,Strongly Conserved,162,Crotalaria,Fabo,52
Grassland,Crotalaria_dissitiflora_subsp._rugosa,yes,yes,Basal,Conserved,Strongly Conserved,162,Crotalaria,Fabo,52
Grassland,Crotalaria_juncea,yes,yes,Basal,Conserved,Strongly Conserved,162,Crotalaria,Fabo,52
Grassland,Crotalaria_medicaginea,no,yes,Killed,Conserved,Strongly Conserved,162,Crotalaria,Fabo,52
Grassland,Crotalaria_medicaginea_var._neglecta,no,yes,Killed,Conserved,Strongly Conserved,162,Crotalaria,Fabo,52
Eucalypt Forest,Crotalaria_montana,no,yes,Killed,Conserved,Strongly Conserved,162,Crotalaria,Fabo,52
Acacia Shrublands,Croton_aridus,yes,no,Basal,Conserved,Conserved,163,Croton,Euph,50
Savanna,Croton_arnhemicus,yes,yes,Basal,Conserved,Conserved,163,Croton,Euph,50
Heath,Croton_byrnesii,yes,yes,Basal,Conserved,Conserved,163,Croton,Euph,50
Rainforest,Croton_sp,X,X,X,Conserved,Conserved,163,Croton,Euph,50
Eucalypt Forest,Croton_verreauxii,no,X,Killed,Conserved,Conserved,163,Croton,Euph,50
Heath,Crowea_angustifolia,no,yes,Killed,Unknown,Conserved,164,Crowea,Ruta,113
Eucalypt Forest,Crowea_exalata,no,yes,Killed,Unknown,Conserved,164,Crowea,Ruta,113
Eucalypt Forest,Crowea_exalata_subsp._exalata,X,X,X,Unknown,Conserved,164,Crowea,Ruta,113
Eucalypt Forest,Crowea_saligna,no,X,Killed,Unknown,Conserved,164,Crowea,Ruta,113
Heath,Cryptandra_amara,no,yes,Killed,Conserved,Conserved,165,Cryptandra,Rham,107
Eucalypt Forest,Cryptandra_amara_var._amara,no,yes,Killed,Conserved,Conserved,165,Cryptandra,Rham,107
Eucalypt Forest,Cryptandra_amara_var._floribunda,no,X,Killed,Conserved,Conserved,165,Cryptandra,Rham,107
Eucalypt Forest,Cryptandra_amara_var._longiflora,no,X,Killed,Conserved,Conserved,165,Cryptandra,Rham,107
Eucalypt Forest,Cryptandra_buxifolia,X,X,X,Conserved,Conserved,165,Cryptandra,Rham,107
Eucalypt Forest,Cryptandra_ericoides,no,X,Killed,Conserved,Conserved,165,Cryptandra,Rham,107
Heath,Cryptandra_leucopogon,yes,no,X,Conserved,Conserved,165,Cryptandra,Rham,107
Heath,Cryptandra_minutifolia,X,yes,X,Conserved,Conserved,165,Cryptandra,Rham,107
Heath,Cryptandra_nutans,X,yes,X,Conserved,Conserved,165,Cryptandra,Rham,107
Eucalypt Forest,Cryptandra_propinqua,X,X,X,Conserved,Conserved,165,Cryptandra,Rham,107
Eucalypt Shrubland,Cryptandra_pungens,no,yes,Killed,Conserved,Conserved,165,Cryptandra,Rham,107
Eucalypt Shrubland,Cryptandra_recurva,X,yes,X,Conserved,Conserved,165,Cryptandra,Rham,107
Eucalypt Forest,Cryptandra_scortechinii,no,yes,Killed,Conserved,Conserved,165,Cryptandra,Rham,107
Eucalypt Forest,Cryptandra_spinescens,X,X,X,Conserved,Conserved,165,Cryptandra,Rham,107
Eucalypt Shrubland,Cryptandra_tomentosa,no,yes,Killed,Conserved,Conserved,165,Cryptandra,Rham,107
Heath,Cryptandra/Mirbelia_sp.,no,yes,Killed,Conserved,Conserved,165,Cryptandra,Rham,107
Rainforest,Cryptocarya_erythroxylon_,yes,no,Basal,Strongly Conserved,Unknown,166,Cryptocarya,Laur,64
Rainforest,Cryptocarya_foveolata_,yes,no,Basal,Strongly Conserved,Unknown,166,Cryptocarya,Laur,64
Rainforest,Cryptocarya_glaucescens_,yes,no,Basal,Strongly Conserved,Unknown,166,Cryptocarya,Laur,64
Rainforest,Cryptocarya_meisneriana_,yes,no,Basal,Strongly Conserved,Unknown,166,Cryptocarya,Laur,64
Rainforest,Cryptocarya_microneura_,yes,no,Basal,Strongly Conserved,Unknown,166,Cryptocarya,Laur,64
Rainforest,Cryptocarya_obovata_,yes,no,Basal,Strongly Conserved,Unknown,166,Cryptocarya,Laur,64
Rainforest,Cryptocarya_rigida_,yes,no,Basal,Strongly Conserved,Unknown,166,Cryptocarya,Laur,64
Eucalypt Forest,Cryptocarya_triplinervis,yes,yes,Basal,Strongly Conserved,Unknown,166,Cryptocarya,Laur,64
Acacia Shrublands,Cryptostegia_grandiflora,yes,no,X,Unknown,Unknown,167,Cryptostegia,Apoc,9
Grassland,Cullen,X,X,X,Conserved,Conserved,168,Cullen,Fabo,52
Grassland,Cullen_cinereum,no,yes,Killed,Conserved,Conserved,168,Cullen,Fabo,52
Eucalypt Forest,Cullen_microcephalum,yes,no,Basal,Conserved,Conserved,168,Cullen,Fabo,52
Grassland,Cullen_tenax,yes,yes,Basal,Conserved,Conserved,168,Cullen,Fabo,52
Savanna,Cupaniopsis_anacardioides,yes,no,Basal,Strongly Conserved,Unknown,169,Cupaniopsis,Sapi,116
Eucalypt Forest,Cupaniopsis_simulata,yes,no,Basal,Strongly Conserved,Unknown,169,Cupaniopsis,Sapi,116
Rainforest,Cuttsia_viburnea_,X,X,X,Unknown,Unknown,170,Cuttsia,Rous,111
Rainforest,Cyathea_australis,yes,no,Basal,Strongly Conserved,Unknown,171,Cyathea,Cyat,37
Rainforest,Cyathea_leichhardtiana_,yes,no,Basal,Strongly Conserved,Unknown,171,Cyathea,Cyat,37
Rainforest,Cyathostemma_glabrum,yes,no,X,Unknown,Unknown,172,Cyathostemma,Anno,6
Eucalypt Forest,Cycas_media_subsp._media,yes,yes,Basal,Strongly Conserved,Conserved,173,Cycas,Cyca,38
Eucalypt Forest,Cycas_media_subsp._media,yes,yes,Basal,Strongly Conserved,Conserved,173,Cycas,Cyca,38
Eucalypt Forest,Cyclophyllum_coprosmoides,yes,no,Basal,Strongly Conserved,Unknown,174,Cyclophyllum,Rubi,112
Rainforest,Cyclophyllum_schultzii,yes,no,X,Strongly Conserved,Unknown,174,Cyclophyllum,Rubi,112
Eucalypt Forest,Cynanchum_carnosum,X,X,X,Unknown,Unknown,175,Cynanchum,Apoc,9
Eucalypt Forest,Cynanchum_elegans,X,X,X,Unknown,Unknown,175,Cynanchum,Apoc,9
Grassland,Cynanchum_floribundum,yes,yes,Basal,Unknown,Unknown,175,Cynanchum,Apoc,9
Eucalypt Forest,Dampiera_adpressa,X,X,X,Conserved,Conserved,176,Dampiera,Good,54
Heath,Dampiera_conospermoides,no,yes,Killed,Conserved,Conserved,176,Dampiera,Good,54
Heath,Dampiera_ferruginea,yes,no,Basal,Conserved,Conserved,176,Dampiera,Good,54
Heath,Dampiera_juncea,yes,yes,X,Conserved,Conserved,176,Dampiera,Good,54
Eucalypt Shrubland,Dampiera_lanceolata,yes,yes,X,Conserved,Conserved,176,Dampiera,Good,54
Eucalypt Forest,Dampiera_lanceolata_var._lanceolata,yes,X,X,Conserved,Conserved,176,Dampiera,Good,54
Eucalypt Forest,Dampiera_purpurea,yes,X,X,Conserved,Conserved,176,Dampiera,Good,54
Eucalypt Shrubland,Dampiera_sacculata,X,X,X,Conserved,Conserved,176,Dampiera,Good,54
Eucalypt Forest,Dampiera_stricta,yes,X,X,Conserved,Conserved,176,Dampiera,Good,54
Rainforest,Daphnandra_apatela,no,no,Killed,Unknown,Unknown,177,Daphnandra,Athe,15
Rainforest,Daphnandra_sp.A,X,X,X,Unknown,Unknown,177,Daphnandra,Athe,15
Eucalypt Forest,Darwinia_biflora,no,X,Killed,Conserved,Unknown,178,Darwinia,Myrt,78
Eucalypt Forest,Darwinia_diminuta,no,X,Killed,Conserved,Unknown,178,Darwinia,Myrt,78
Eucalypt Forest,Darwinia_fascicularis,no,X,Killed,Conserved,Unknown,178,Darwinia,Myrt,78
Eucalypt Forest,Darwinia_fascicularis_subsp._fascicularis,no,X,Killed,Conserved,Unknown,178,Darwinia,Myrt,78
Eucalypt Forest,Darwinia_fascicularis_subsp._oligantha,no,X,Killed,Conserved,Unknown,178,Darwinia,Myrt,78
Eucalypt Shrubland,Darwinia_inconspicua,X,X,X,Conserved,Unknown,178,Darwinia,Myrt,78
Heath,Darwinia_leptantha,no,yes,Killed,Conserved,Strongly Conserved,178,Darwinia,Myrt,78
Heath,Darwinia_neildiana,yes,yes,X,Conserved,Strongly Conserved,178,Darwinia,Myrt,78
Eucalypt Forest,Darwinia_procera,no,yes,Killed,Conserved,Strongly Conserved,178,Darwinia,Myrt,78
Heath,Darwinia_speciosa,yes,yes,X,Conserved,Strongly Conserved,178,Darwinia,Myrt,78
Eucalypt Forest,Darwinia_taxifolia_subsp._taxifolia,no,X,Killed,Conserved,Strongly Conserved,178,Darwinia,Myrt,78
Heath,Darwinia_vestita,no,yes,Killed,Conserved,Strongly Conserved,178,Darwinia,Myrt,78
Heath,Daviesia_abnormis,yes,yes,X,Conserved,Conserved,179,Daviesia,Fabo,52
Eucalypt Forest,Daviesia_acicularis,no,yes,Killed,Conserved,Conserved,179,Daviesia,Fabo,52
Rainforest,Daviesia_arborea_,yes,yes,X,Conserved,Conserved,179,Daviesia,Fabo,52
Spinifex Grassland,Daviesia_arthropoda,yes,no,Basal,Conserved,Conserved,179,Daviesia,Fabo,52
Heath,Daviesia_audax,no,yes,Killed,Conserved,Conserved,179,Daviesia,Fabo,52
Eucalypt Shrubland,Daviesia_benthamii_subsp._acanthoclona,no,yes,Killed,Conserved,Conserved,179,Daviesia,Fabo,52
Heath,Daviesia_brevifolia,yes,yes,X,Conserved,Conserved,179,Daviesia,Fabo,52
Eucalypt Forest,Daviesia_buxifolia,X,X,X,Conserved,Conserved,179,Daviesia,Fabo,52
Heath,Daviesia_cordata,yes,yes,X,Conserved,Conserved,179,Daviesia,Fabo,52
Eucalypt Forest,Daviesia_corymbosa,yes,yes,Basal,Conserved,Conserved,179,Daviesia,Fabo,52
Heath,Daviesia_decurrens,yes,yes,X,Conserved,Conserved,179,Daviesia,Fabo,52
Heath,Daviesia_divaricata,yes,yes,X,Conserved,Conserved,179,Daviesia,Fabo,52
Eucalypt Forest,Daviesia_genistifolia,no,yes,Killed,Conserved,Conserved,179,Daviesia,Fabo,52
Heath,Daviesia_hakeoides,yes,yes,X,Conserved,Conserved,179,Daviesia,Fabo,52
Heath,Daviesia_incrassata,yes,yes,X,Conserved,Conserved,179,Daviesia,Fabo,52
Heath,Daviesia_incrassata_subsp._incrassata,no,yes,Killed,Conserved,Conserved,179,Daviesia,Fabo,52
Heath,Daviesia_incrassata_subsp._teres,no,yes,Killed,Conserved,Conserved,179,Daviesia,Fabo,52
Heath,Daviesia_lancifolia,yes,yes,X,Conserved,Conserved,179,Daviesia,Fabo,52
Eucalypt Forest,Daviesia_latifolia,yes,yes,Basal,Conserved,Conserved,179,Daviesia,Fabo,52
Eucalypt Forest,Daviesia_leptophylla,yes,yes,Basal,Conserved,Conserved,179,Daviesia,Fabo,52
Eucalypt Forest,Daviesia_mimosoides,yes,yes,Basal,Conserved,Conserved,179,Daviesia,Fabo,52
Eucalypt Forest,Daviesia_mimosoides_subsp._mimosoides,yes,yes,Basal,Conserved,Conserved,179,Daviesia,Fabo,52
Eucalypt Shrubland,Daviesia_nematophylla,no,yes,Killed,Conserved,Conserved,179,Daviesia,Fabo,52
Eucalypt Forest,Daviesia_nova-anglica,no,yes,Killed,Conserved,Conserved,179,Daviesia,Fabo,52
Heath,Daviesia_nudiflora,no,yes,Killed,Conserved,Conserved,179,Daviesia,Fabo,52
Heath,Daviesia_pedunculata,yes,yes,X,Conserved,Conserved,179,Daviesia,Fabo,52
Heath,Daviesia_physodes,yes,yes,X,Conserved,Conserved,179,Daviesia,Fabo,52
Heath,Daviesia_preissii,yes,yes,X,Conserved,Conserved,179,Daviesia,Fabo,52
Eucalypt Forest,Daviesia_pubigera,X,X,X,Conserved,Conserved,179,Daviesia,Fabo,52
Heath,Daviesia_quadrilaters,yes,yes,X,Conserved,Conserved,179,Daviesia,Fabo,52
Heath,Daviesia_sarissa_subsp._sarissa,no,yes,Killed,Conserved,Conserved,179,Daviesia,Fabo,52
Eucalypt Shrubland,Daviesia_scoparia,X,yes,X,Conserved,Conserved,179,Daviesia,Fabo,52
Eucalypt Forest,Daviesia_spp.,X,X,X,Conserved,Conserved,179,Daviesia,Fabo,52
Eucalypt Forest,Daviesia_squarrosa,no,X,Killed,Conserved,Conserved,179,Daviesia,Fabo,52
Eucalypt Forest,Daviesia_squarrosa_var._villifera,yes,yes,X,Conserved,Conserved,179,Daviesia,Fabo,52
Eucalypt Forest,Daviesia_suaveolens,X,X,X,Conserved,Conserved,179,Daviesia,Fabo,52
Heath,Daviesia_triflora,yes,yes,X,Conserved,Conserved,179,Daviesia,Fabo,52
Eucalypt Forest,Daviesia_ulicifolia,yes,yes,Basal,Conserved,Conserved,179,Daviesia,Fabo,52
Eucalypt Forest,Daviesia_ulicifolia_subsp._ulicifolia,yes,X,X,Conserved,Conserved,179,Daviesia,Fabo,52
Eucalypt Forest,Daviesia_umbellulata,no,yes,Killed,Conserved,Conserved,179,Daviesia,Fabo,52
Heath,Daviesia_uncinata,no,yes,Killed,Conserved,Conserved,179,Daviesia,Fabo,52
Eucalypt Forest,Daviesia_villifera,yes,yes,X,Conserved,Conserved,179,Daviesia,Fabo,52
Eucalypt Forest,Daviesia_wyattiana,no,X,Killed,Conserved,Conserved,179,Daviesia,Fabo,52
Rainforest,Deeringia_amaranthoides_,yes,no,X,Unknown,Unknown,180,Deeringia,Amar,4
Rainforest,Dendrocnide_excelsa,no,no,Killed,Unknown,Unknown,181,Dendrocnide,Urti,128
Eucalypt Forest,Dendrocnide_photinophylla,X,X,X,Unknown,Unknown,181,Dendrocnide,Urti,128
Savanna,Dendrophthoe_glabrescens,no,no,X,Unknown,Unknown,182,Dendrophthoe,Lora,67
Savanna,Dendrophthoe_vitellina,no,no,X,Unknown,Unknown,182,Dendrophthoe,Lora,67
Rainforest,Denhamia_celastroides,yes,no,Basal,Strongly Conserved,Unknown,183,Denhamia,Cela,28
Acacia Shrublands,Denhamia_cunninghamii,yes,no,Basal,Strongly Conserved,Unknown,183,Denhamia,Cela,28
Savanna,Denhamia_obscura,yes,no,Basal,Strongly Conserved,Unknown,183,Denhamia,Cela,28
Grassland,Denhamia_oleaster,yes,no,Basal,Strongly Conserved,Unknown,183,Denhamia,Cela,28
Rainforest,Derris_involuta,yes,no,X,Unknown,Unknown,184,Derris,Fabo,52
Grassland,Desmodium,X,X,X,Unknown,Strongly Conserved,185,Desmodium,Fabo,52
Eucalypt Forest,Desmodium_brachypodium,yes,yes,Basal,Strongly Conserved,Strongly Conserved,185,Desmodium,Fabo,52
Grassland,Desmodium_campylocaulon,yes,yes,Basal,Strongly Conserved,Strongly Conserved,185,Desmodium,Fabo,52
Eucalypt Forest,Desmodium_gunnii,X,X,X,Strongly Conserved,Strongly Conserved,185,Desmodium,Fabo,52
Eucalypt Forest,Desmodium_heterocarpon,yes,yes,Basal,Strongly Conserved,Strongly Conserved,185,Desmodium,Fabo,52
Acacia Shrublands,Desmodium_macrocarpum,yes,yes,Basal,Strongly Conserved,Strongly Conserved,185,Desmodium,Fabo,52
Rainforest,Desmodium_nemorosum,yes,yes,X,Strongly Conserved,Strongly Conserved,185,Desmodium,Fabo,52
Eucalypt Forest,Desmodium_rhytidophyllum,yes,yes,Basal,Strongly Conserved,Strongly Conserved,185,Desmodium,Fabo,52
Savanna,Desmodium_sp.,yes,yes,X,Strongly Conserved,Strongly Conserved,185,Desmodium,Fabo,52
Acacia Shrublands,Desmodium_varians,yes,yes,Basal,Strongly Conserved,Strongly Conserved,185,Desmodium,Fabo,52
Eucalypt Forest,Dicksonia_antarctica,yes,no,Apical,Strongly Conserved,Unknown,186,Dicksonia,Dick,41
Eucalypt Shrubland,Dillwynia_acerosa,X,yes,X,Conserved,Strongly Conserved,187,Dillwynia,Fabo,52
