Individual,Species,Batch,Nutrient Treatment,Grass Treatment,Continent,Climate,Leaf Habit,Mass_g,RMF_g_per_g,SER_mm_per_day,SLA_mm2_per_mg,N_mg_per_g,P_mg_per_g,K_mg_per_g,A_nmol_CO2_per_g_s,gs_mmol_H2O_per_m2_s,PWUE_umol_CO2_per_mmol_H2O
1030,Eucalyptus crebra,2,Nh,G1,Australia,Semi-arid,Evergreen,2.65,0.117,NA,15.99,14.79,2.45,10.5,79.02,96.61,1.05
1031,Eucalyptus crebra,2,Nh,G1,Australia,Semi-arid,Evergreen,2.75,0.085,NA,25.99,24.17,2.42,19.78,107.35,235.17,1.02
1032,Eucalyptus crebra,2,Nh,G1,Australia,Semi-arid,Evergreen,3.21,0.226,NA,15.49,18.45,1.92,11.13,NA,NA,NA
1033,Eucalyptus crebra,2,Nl,G1,Australia,Semi-arid,Evergreen,0.89,0.165,NA,22.06,11.55,0.75,4.91,NA,NA,NA
1034,Eucalyptus crebra,2,Nl,G1,Australia,Semi-arid,Evergreen,0.53,0.296,NA,39.97,13.24,0.79,9.08,1,116.3,1
1035,Eucalyptus crebra,2,Nl,G1,Australia,Semi-arid,Evergreen,1.16,0.023,NA,28.95,30.66,3.29,19.49,152.28,262.24,1.02
1036,Eucalyptus crebra,2,Nl,G1,Australia,Semi-arid,Evergreen,0.68,0.863,NA,22.64,10.9,1.76,8.45,29.95,154.45,1.01
1037,Eucalyptus crebra,2,Nl,G1,Australia,Semi-arid,Evergreen,0.75,0.199,NA,20.8,13.74,1.37,6.38,108.36,162.86,1.03
1038,Eucalyptus crebra,2,Nl,G0,Australia,Semi-arid,Evergreen,10.1,0.142,0.34,19.15,19.23,2.03,12.76,127.82,277.79,1.02
1039,Eucalyptus crebra,2,Nl,G0,Australia,Semi-arid,Evergreen,1.57,0.173,0.11,20.2,25.4,1.74,15.03,74.58,207.4,1.02
1040,Eucalyptus crebra,2,Nl,G0,Australia,Semi-arid,Evergreen,22.97,0.124,0.47,11.75,10.31,2.41,8.93,85.74,228.55,1.03
1041,Eucalyptus erythrophloia,1,Nh,G1,Australia,Semi-arid,Evergreen,0.59,0.159,NA,NA,NA,NA,NA,NA,NA,NA
1043,Eucalyptus erythrophloia,1,Nl,G1,Australia,Semi-arid,Evergreen,0.57,0.129,NA,42.46,NA,NA,NA,NA,NA,NA
1044,Eucalyptus erythrophloia,1,Nh,G1,Australia,Semi-arid,Evergreen,0.57,0.111,NA,30.62,15.86,2.72,16.36,55.34,92.26,1.02
1045,Eucalyptus erythrophloia,1,Nh,G1,Australia,Semi-arid,Evergreen,0.66,0.117,NA,NA,26.37,4.54,40.81,NA,1,NA
1046,Eucalyptus erythrophloia,1,Nh,G1,Australia,Semi-arid,Evergreen,0.6,0.146,NA,39.86,22.41,7,38.22,205.95,78.12,1.07
1047,Eucalyptus erythrophloia,1,Nh,G0,Australia,Semi-arid,Evergreen,2.32,0.13,0.11,29.23,18.22,5.64,25.67,62.38,20,1.11
1049,Eucalyptus erythrophloia,1,Nh,G0,Australia,Semi-arid,Evergreen,2.66,0.111,0.12,22.53,15.26,4.99,28.09,5.51,4,1.07
1050,Eucalyptus erythrophloia,1,Nh,G0,Australia,Semi-arid,Evergreen,0.95,0.042,0.1,38.93,22.14,9.72,35.15,NA,25.98,NA
1051,Eucalyptus erythrophloia,1,Nh,G0,Australia,Semi-arid,Evergreen,1.05,0.049,0.13,37.19,23.67,3.57,32.49,37.19,37.76,1.03
1052,Eucalyptus erythrophloia,1,Nl,G0,Australia,Semi-arid,Evergreen,0.75,0.095,0.08,NA,25.54,4.03,22.36,NA,16.48,1.03
1053,Eucalyptus erythrophloia,1,Nl,G0,Australia,Semi-arid,Evergreen,2.76,0.126,0.12,29.98,16.4,2.96,25.27,10.85,26.18,1.01
1054,Eucalyptus erythrophloia,1,Nl,G0,Australia,Semi-arid,Evergreen,0.86,0.064,0.1,22.97,19.09,2.54,21.42,60.18,56.2,1.05
1055,Eucalyptus erythrophloia,1,Nl,G0,Australia,Semi-arid,Evergreen,2.06,0.086,0.13,29.33,15.36,2.33,18.54,27.4,14,1.07
1056,Eucalyptus erythrophloia,1,Nl,G0,Australia,Semi-arid,Evergreen,1.25,0.065,0.08,26.98,19.82,2.9,19.3,60.29,58.14,1.04
1058,Eucalyptus erythrophloia,2,Nh,G0,Australia,Semi-arid,Evergreen,3.9,0.088,0.22,19.13,14.69,3.49,18.22,31.61,33,1.05
1060,Eucalyptus erythrophloia,2,Nh,G0,Australia,Semi-arid,Evergreen,5.19,0.053,0.18,22.67,14.13,3.19,23.22,16.87,46,1.02
1061,Eucalyptus erythrophloia,2,Nh,G0,Australia,Semi-arid,Evergreen,1.29,0.074,0.12,39.03,19.75,3.59,23.83,12.71,14,1.02
1063,Eucalyptus erythrophloia,2,Nl,G0,Australia,Semi-arid,Evergreen,1,0.093,0.12,22.97,13.77,2.69,18.42,NA,32.76,NA
1064,Eucalyptus erythrophloia,2,Nl,G0,Australia,Semi-arid,Evergreen,2.8,0.085,0.16,20.28,14.24,1.74,15.92,7.08,20,1.02
1065,Eucalyptus erythrophloia,2,Nl,G0,Australia,Semi-arid,Evergreen,1.18,0.164,0.05,28.95,17.83,2.42,30.91,15.47,46,1.01
1066,Eucalyptus erythrophloia,2,Nl,G0,Australia,Semi-arid,Evergreen,1.51,0.113,0.13,28.11,20.22,2.35,16.48,9.43,33,1.01
1067,Eucalyptus erythrophloia,2,Nl,G1,Australia,Semi-arid,Evergreen,0.54,0.098,NA,36.66,13.95,0.9,8.66,NA,NA,NA
1068,Eucalyptus erythrophloia,2,Nl,G1,Australia,Semi-arid,Evergreen,0.84,0.155,NA,24.57,10.27,1.28,12.43,1,44.7,1
1069,Eucalyptus erythrophloia,2,Nl,G1,Australia,Semi-arid,Evergreen,0.65,0.161,NA,38.04,15.62,2.55,21.24,10.08,39.17,1.01
1070,Eucalyptus erythrophloia,2,Nl,G1,Australia,Semi-arid,Evergreen,0.86,0.231,NA,20.54,14.5,1.9,15.91,29.75,67,1.02
1071,Eucalyptus erythrophloia,1,Nl,G1,Australia,Semi-arid,Evergreen,0.56,0.177,NA,32.85,NA,NA,NA,NA,120.63,NA
1072,Eucalyptus erythrophloia,1,Nl,G1,Australia,Semi-arid,Evergreen,0.59,0.105,NA,44.61,NA,NA,NA,NA,139.77,NA
1073,Eucalyptus erythrophloia,1,Nl,G1,Australia,Semi-arid,Evergreen,0.6,0.25,NA,37.84,NA,NA,NA,25.36,62.16,1.01
1074,Eucalyptus erythrophloia,1,Nl,G1,Australia,Semi-arid,Evergreen,0.57,0.162,NA,NA,NA,NA,NA,NA,28.12,1.03
1075,Eucalyptus erythrophloia,2,Nh,G1,Australia,Semi-arid,Evergreen,1.57,0.091,NA,25.64,17.4,2.54,18.46,16.38,29,1.02
1076,Eucalyptus erythrophloia,2,Nh,G1,Australia,Semi-arid,Evergreen,1.51,0.189,NA,21.63,11.24,2.65,16.53,20.46,114,1.01
1077,Eucalyptus erythrophloia,2,Nh,G1,Australia,Semi-arid,Evergreen,1.28,0.092,NA,26.19,16.91,3.12,13.41,11.47,10000,1
1078,Eucalyptus erythrophloia,2,Nh,G1,Australia,Semi-arid,Evergreen,0.82,0.097,NA,37.89,19.23,3.13,21.07,1,18,1
1079,Eucalyptus erythrophloia,2,Nh,G1,Australia,Semi-arid,Evergreen,2.9,0.115,NA,19.42,12.38,1.66,9.03,28.18,45,1.03
1080,Eucalyptus erythrophloia,2,Nl,G1,Australia,Semi-arid,Evergreen,0.56,0.233,NA,40.03,16.53,1.14,13.51,1,58.84,1
1081,Eucalyptus platyphylla,1,Nh,G0,Australia,Humid,Deciduous,5.55,0.15,0.13,22.8,16.73,1.76,17.62,32.91,17,1.09
1082,Eucalyptus platyphylla,1,Nh,G0,Australia,Humid,Deciduous,31.35,0.123,0.35,15.79,21.39,1.23,14.34,188.94,79,1.15
1083,Eucalyptus platyphylla,1,Nh,G0,Australia,Humid,Deciduous,8.37,0.095,0.18,18.21,19.34,1.3,17.43,26.49,13,1.12
1084,Eucalyptus platyphylla,1,Nh,G0,Australia,Humid,Deciduous,5.13,0.162,0.16,21.15,22.33,3.23,19.88,155.36,65,1.11
1085,Eucalyptus platyphylla,1,Nl,G0,Australia,Humid,Deciduous,28.68,0.223,0.36,16.84,18.8,0.94,14.2,7.74,11,1.04
1086,Eucalyptus platyphylla,1,Nl,G0,Australia,Humid,Deciduous,22.88,0.219,0.28,13.09,13.81,0.7,10.7,14.09,10,1.11
1087,Eucalyptus platyphylla,1,Nl,G0,Australia,Humid,Deciduous,32.47,0.102,0.42,19.45,19.23,1.21,18.79,55.46,26,1.11
1088,Eucalyptus platyphylla,1,Nl,G0,Australia,Humid,Deciduous,14.39,0.236,0.2,17.03,14.3,0.7,12.81,NA,NA,NA
1089,Eucalyptus platyphylla,1,Nl,G0,Australia,Humid,Deciduous,18.66,0.308,0.34,13.24,15.93,0.9,12.22,93.66,46,1.16
1090,Eucalyptus platyphylla,2,Nh,G0,Australia,Humid,Deciduous,67.3,0.229,0.63,11.85,9.98,0.78,7.99,70.9,98,1.06
1091,Eucalyptus platyphylla,2,Nh,G0,Australia,Humid,Deciduous,45.53,0.24,0.47,11.55,10.69,1.53,12.8,72.61,122,1.05
1092,Eucalyptus platyphylla,2,Nh,G0,Australia,Humid,Deciduous,60.42,0.104,0.55,15.19,14.49,0.86,10.3,87.58,102,1.06
1093,Eucalyptus platyphylla,2,Nh,G0,Australia,Humid,Deciduous,51.26,0.12,0.72,13.79,10.24,1.12,9.95,108.56,127,1.06
1094,Eucalyptus platyphylla,2,Nh,G0,Australia,Humid,Deciduous,60.59,0.157,0.65,13.13,10.25,0.81,7.86,56.14,82,1.05
1095,Eucalyptus platyphylla,2,Nl,G0,Australia,Humid,Deciduous,20.55,0.247,0.39,14.2,12.35,0.9,10.03,80.5,276,1.02
1096,Eucalyptus platyphylla,2,Nl,G0,Australia,Humid,Deciduous,31.39,0.268,0.4,10.17,6.09,0.68,7.2,52.84,80,1.07
1097,Eucalyptus platyphylla,1,Nh,G0,Australia,Humid,Deciduous,22.74,0.119,0.37,20.61,20.25,1.38,16.45,174.12,77,1.11
1098,Eucalyptus platyphylla,1,Nh,G1,Australia,Humid,Deciduous,5.98,0.166,NA,19.88,22.85,1.52,18.93,30.83,12,1.14
1099,Eucalyptus platyphylla,1,Nh,G1,Australia,Humid,Deciduous,4.74,0.218,NA,20.44,20.84,1.39,6.56,9.18,9,1.05
1100,Eucalyptus platyphylla,1,Nh,G1,Australia,Humid,Deciduous,0.96,0.169,NA,24.68,17.55,1.3,12.37,42.95,13,1.14
1101,Eucalyptus platyphylla,1,Nh,G1,Australia,Humid,Deciduous,1.73,0.099,NA,21.2,21.41,1.08,13.92,79.44,21,1.19
1102,Eucalyptus platyphylla,1,Nh,G1,Australia,Humid,Deciduous,0.51,0.4,NA,NA,17.29,0.99,12.84,NA,NA,NA
1103,Eucalyptus platyphylla,1,Nl,G1,Australia,Humid,Deciduous,0.55,0.164,NA,NA,NA,NA,NA,NA,33.32,1.19
1104,Eucalyptus platyphylla,1,Nl,G1,Australia,Humid,Deciduous,0.84,0.076,NA,33.42,22.73,1.52,14.33,41.5,232.98,1.01
1105,Eucalyptus platyphylla,1,Nl,G1,Australia,Humid,Deciduous,0.53,0.1,NA,20.57,NA,NA,NA,54.79,123.06,1.02
1106,Eucalyptus platyphylla,1,Nl,G1,Australia,Humid,Deciduous,0.68,0.098,NA,34.51,14.39,0.9,9.72,175.77,47.59,1.11
1107,Eucalyptus platyphylla,1,Nl,G1,Australia,Humid,Deciduous,0.93,0.122,NA,23.34,14.57,1.01,10.5,138.68,30,1.2
1108,Eucalyptus platyphylla,2,Nh,G1,Australia,Humid,Deciduous,22.3,0.123,NA,11.3,10.21,1.6,9.07,57.48,212,1.02
1109,Eucalyptus platyphylla,2,Nh,G1,Australia,Humid,Deciduous,3.74,0.141,NA,15.19,14.63,1.66,9.63,38.98,84,1.03
1110,Eucalyptus platyphylla,2,Nh,G1,Australia,Humid,Deciduous,5.24,0.113,NA,22.78,11.8,1.12,8.47,67.07,129,1.02
1111,Eucalyptus platyphylla,2,Nh,G1,Australia,Humid,Deciduous,20.52,0.167,NA,13.81,9.96,1.32,5.27,63.12,122,1.04
1112,Eucalyptus platyphylla,2,Nh,G1,Australia,Humid,Deciduous,12.17,0.078,NA,21.79,16.06,1.68,11.31,212.38,280,1.04
1113,Eucalyptus platyphylla,2,Nl,G1,Australia,Humid,Deciduous,3.81,0.019,NA,14.1,7.03,0.47,6.95,NA,NA,NA
1114,Eucalyptus platyphylla,2,Nl,G1,Australia,Humid,Deciduous,2.54,0.268,NA,13.5,7.31,0.74,4.54,76.61,91,1.06
1115,Eucalyptus platyphylla,2,Nl,G1,Australia,Humid,Deciduous,2.94,0.304,NA,15.1,7.81,0.51,5.3,62.92,259,1.02
1116,Eucalyptus platyphylla,2,Nl,G1,Australia,Humid,Deciduous,1.47,0.338,NA,20.03,9.37,0.87,7.96,67.1,56,1.06
1117,Eucalyptus platyphylla,2,Nl,G1,Australia,Humid,Deciduous,5.45,0.189,NA,17.73,10.96,0.7,7.65,133.98,267,1.03
1118,Eucalyptus platyphylla,2,Nl,G0,Australia,Humid,Deciduous,29.3,0.353,0.32,10.64,6.41,0.71,6.95,61.62,162,1.04
1119,Eucalyptus platyphylla,2,Nl,G0,Australia,Humid,Deciduous,26.41,0.329,0.22,12.74,9.41,0.94,9.99,NA,NA,NA
1120,Eucalyptus platyphylla,2,Nl,G0,Australia,Humid,Deciduous,33.15,0.192,0.49,11.88,8.45,0.92,7.89,49.71,42,1.1
1121,Eucalyptus tessellaris,1,Nh,G1,Australia,Humid,Evergreen,2.52,0.21,NA,23.31,16.04,0.7,8.39,48.2,15.46,1.14
1122,Eucalyptus tessellaris,1,Nh,G1,Australia,Humid,Evergreen,1.24,0.194,NA,31.86,16.89,1.07,12.2,NA,NA,NA
1123,Eucalyptus tessellaris,1,Nh,G1,Australia,Humid,Evergreen,1.66,0.222,NA,28,19.78,1.02,15.49,168.32,53.12,1.12
1124,Eucalyptus tessellaris,1,Nl,G1,Australia,Humid,Evergreen,3.64,0.181,NA,18.1,12.72,0.52,5.61,NA,91.37,NA
1125,Eucalyptus tessellaris,1,Nh,G1,Australia,Humid,Evergreen,6.83,0.14,NA,23.14,17.77,0.96,17.73,65.79,35,1.08
1126,Eucalyptus tessellaris,1,Nh,G1,Australia,Humid,Evergreen,1.73,0.145,NA,23.69,16.68,1.16,10.76,1,8.11,1
1127,Eucalyptus tessellaris,1,Nl,G1,Australia,Humid,Evergreen,1,0.141,NA,31.37,14.42,0.86,7.67,17.92,22.57,1.03
1128,Eucalyptus tessellaris,2,Nh,G1,Australia,Humid,Evergreen,5.27,0.387,NA,17.42,13.36,1.11,7.66,77.65,125,1.04
1129,Eucalyptus tessellaris,2,Nh,G1,Australia,Humid,Evergreen,19.06,0.238,NA,16.06,15.4,0.83,12.84,121.47,204,1.04
1130,Eucalyptus tessellaris,2,Nh,G1,Australia,Humid,Evergreen,21.56,0.113,NA,16.67,12.32,1.42,13.01,129.37,177,1.04
1131,Eucalyptus tessellaris,2,Nh,G1,Australia,Humid,Evergreen,8.32,0.222,NA,34.74,15.59,1.54,13.4,28.79,31,1.03
1132,Eucalyptus tessellaris,2,Nh,G1,Australia,Humid,Evergreen,2.24,0.056,NA,24.51,10.98,1.24,10.06,35.32,105,1.01
1133,Eucalyptus tessellaris,2,Nl,G1,Australia,Humid,Evergreen,7.16,0.193,NA,18.87,9.05,0.86,6.07,NA,NA,NA
1134,Eucalyptus tessellaris,2,Nl,G1,Australia,Humid,Evergreen,0.7,0.452,NA,34.05,19.9,2.43,12.87,114.1,103.2,1.03
1135,Eucalyptus tessellaris,2,Nl,G1,Australia,Humid,Evergreen,1.87,0.231,NA,18.53,7.43,0.6,4.5,51.03,157,1.02
1136,Eucalyptus tessellaris,2,Nl,G1,Australia,Humid,Evergreen,1.92,0.325,NA,16.8,7.99,0.6,5.27,43,191,1.01
1137,Eucalyptus tessellaris,2,Nl,G1,Australia,Humid,Evergreen,1.2,0.098,NA,32.07,9.59,1.03,5.85,29.86,38,1.02
1138,Eucalyptus tessellaris,2,Nh,G0,Australia,Humid,Evergreen,66.35,0.238,0.46,12.05,7.36,0.77,3.96,33.54,46,1.06
1139,Eucalyptus tessellaris,2,Nh,G0,Australia,Humid,Evergreen,68.48,0.068,0.69,18.79,10.92,1.5,9.58,NA,NA,NA
1140,Eucalyptus tessellaris,2,Nh,G0,Australia,Humid,Evergreen,52.83,0.13,0.52,16.13,11.54,0.73,5.39,110.65,142,1.05
1141,Eucalyptus tessellaris,2,Nh,G0,Australia,Humid,Evergreen,38,0.281,0.48,14.11,9.84,0.97,9.28,61.67,126,1.03
1142,Eucalyptus tessellaris,2,Nh,G0,Australia,Humid,Evergreen,59.47,0.145,0.57,13.54,7.2,0.8,5.63,83.6,72,1.09
1143,Eucalyptus tessellaris,2,Nl,G0,Australia,Humid,Evergreen,10.98,0.149,0.29,15.26,11.57,0.98,7.07,97.14,200,1.03
1144,Eucalyptus tessellaris,2,Nl,G0,Australia,Humid,Evergreen,29.1,0.154,0.33,11.73,5.46,1.13,4.81,59.63,100,1.05
1145,Eucalyptus tessellaris,2,Nl,G0,Australia,Humid,Evergreen,11.65,0.329,0.24,15.23,11.01,1.1,5.62,55.83,55,1.07
1146,Eucalyptus tessellaris,2,Nl,G0,Australia,Humid,Evergreen,8.24,0.25,0.16,13.04,13.45,1.03,10.41,132.75,151,1.07
1147,Eucalyptus tessellaris,2,Nl,G0,Australia,Humid,Evergreen,17.31,0.209,0.29,15.49,12.89,1.03,8.73,25.79,108,1.02
1148,Eucalyptus tessellaris,1,Nl,G0,Australia,Humid,Evergreen,25.23,0.199,0.22,17.28,14.17,1.21,13.8,NA,83,NA
1149,Eucalyptus tessellaris,1,Nl,G0,Australia,Humid,Evergreen,18.42,0.281,0.22,20.02,15.3,1.02,14.05,41.04,17,1.13
1150,Eucalyptus tessellaris,1,Nl,G0,Australia,Humid,Evergreen,13.37,0.214,0.18,22.76,17.07,0.96,13.36,144.39,70,1.09
1151,Eucalyptus tessellaris,1,Nl,G0,Australia,Humid,Evergreen,24.32,0.207,0.2,15.6,13.16,0.84,12.29,75.88,35,1.14
1152,Eucalyptus tessellaris,1,Nl,G1,Australia,Humid,Evergreen,1.12,0.088,NA,31.93,16.03,0.65,8.08,1,69.77,1
1153,Eucalyptus tessellaris,1,Nl,G1,Australia,Humid,Evergreen,1.51,0.083,NA,27.27,14.93,0.83,11.43,99.17,89,1.04
1154,Eucalyptus tessellaris,1,Nl,G1,Australia,Humid,Evergreen,0.97,0.127,NA,36.5,21.15,1.62,16.71,28.15,97.72,1.01
1155,Eucalyptus tessellaris,1,Nh,G0,Australia,Humid,Evergreen,11.34,0.259,0.21,23.36,17.85,1.42,13.96,10.35,11,1.04
1156,Eucalyptus tessellaris,1,Nh,G0,Australia,Humid,Evergreen,10.54,0.126,0.24,23.82,15.98,1.61,17.84,91.51,33,1.12
1157,Eucalyptus tessellaris,1,Nh,G0,Australia,Humid,Evergreen,12.8,0.377,0.18,20.46,14.59,1.17,14.48,38.78,70.52,1.03
1158,Eucalyptus tessellaris,1,Nh,G0,Australia,Humid,Evergreen,25.42,0.167,0.24,21.09,15.24,1.46,10.79,114.91,57,1.1
1159,Eucalyptus tessellaris,1,Nh,G0,Australia,Humid,Evergreen,16.95,0.294,0.2,22.96,18.78,1.37,15.23,138.75,39,1.16
1160,Eucalyptus tessellaris,1,Nl,G0,Australia,Humid,Evergreen,12.09,0.179,0.15,21.62,17.76,1.32,19.2,212.86,52,1.19
1161,Eugenia dysenterica,2,Nh,G1,South America,Humid,Evergreen,0.79,0.172,NA,20.38,24.6,1.59,12.29,76.4,96,1.04
1162,Eugenia dysenterica,2,Nh,G1,South America,Humid,Evergreen,0.91,0.289,NA,25.73,30.15,3.18,11.85,85.92,145,1.02
1163,Eugenia dysenterica,2,Nh,G1,South America,Humid,Evergreen,0.92,0.267,NA,25.44,25.4,1.78,9.56,34.07,11,1.13
1164,Eugenia dysenterica,2,Nh,G1,South America,Humid,Evergreen,1.26,0.416,NA,18.74,17.9,1.15,5.35,38.48,54,1.04
1165,Eugenia dysenterica,2,Nh,G1,South America,Humid,Evergreen,1.74,0.211,NA,19.68,17.26,1.47,6.33,63.99,45,1.07
1166,Eugenia dysenterica,2,Nl,G1,South America,Humid,Evergreen,1.14,0.529,NA,16.77,19.01,1.61,5.14,76.44,218,1.02
1167,Eugenia dysenterica,2,Nl,G1,South America,Humid,Evergreen,0.85,0.409,NA,21.51,20.44,1.06,6.57,84.87,132,1.03
1168,Eugenia dysenterica,2,Nl,G1,South America,Humid,Evergreen,0.87,0.246,NA,18.15,22.22,1.63,5.81,59.06,115,1.03
1169,Eugenia dysenterica,2,Nl,G1,South America,Humid,Evergreen,0.98,0.494,NA,21.58,18.67,1.37,6.05,70.04,49,1.07
1170,Eugenia dysenterica,2,Nl,G1,South America,Humid,Evergreen,0.89,0.436,NA,19.49,16.81,1.04,7.06,104.28,169,1.03
1171,Eugenia dysenterica,2,Nh,G0,South America,Humid,Deciduous,5.12,0.384,0.14,10.92,16.08,0.74,4.87,83.96,75,1.1
1172,Eugenia dysenterica,2,Nh,G0,South America,Humid,Deciduous,3.64,0.291,0.11,11.67,17.65,0.81,5.41,76.88,128,1.05
1173,Eugenia dysenterica,2,Nh,G0,South America,Humid,Deciduous,4.94,0.246,0.13,11.29,15.16,0.8,4.1,56.3,80,1.06
1174,Eugenia dysenterica,2,Nh,G0,South America,Humid,Deciduous,2.22,0.339,0.08,13.04,14.79,0.71,7.22,19.26,17,1.09
1175,Eugenia dysenterica,2,Nh,G0,South America,Humid,Deciduous,2.86,0.244,0.14,15.57,18.12,1.36,6.46,63.3,96,1.04
1176,Eugenia dysenterica,2,Nl,G0,South America,Humid,Deciduous,4.26,0.319,0.09,10.9,14.88,0.83,6.08,34.8,45,1.07
1177,Eugenia dysenterica,2,Nl,G0,South America,Humid,Deciduous,3.63,0.601,0.07,10.67,14.55,0.71,3.71,71.45,151,1.04
1198,Eugenia dysenterica,2,Nl,G0,South America,Humid,Deciduous,2.34,0.332,0.08,11.73,12.03,0.52,4.9,66.7,77,1.07
1199,Eugenia dysenterica,2,Nl,G0,South America,Humid,Deciduous,2.68,0.279,0.05,11.35,11.66,0.61,5.87,32.78,NA,NA
1200,Eugenia dysenterica,2,Nl,G0,South America,Humid,Deciduous,3.42,0.308,0.1,12.88,13.09,0.69,6.34,92.45,151,1.05
1201,Grevillea pteridifolia,3,Nh,G1,Australia,Humid,Evergreen,1.32,0.135,NA,NA,NA,NA,NA,NA,NA,NA
1202,Grevillea pteridifolia,3,Nh,G1,Australia,Humid,Evergreen,1.26,0.104,NA,NA,NA,NA,NA,NA,NA,NA
1203,Grevillea pteridifolia,3,Nh,G1,Australia,Humid,Evergreen,0.76,0.154,NA,NA,NA,NA,NA,NA,NA,NA
1204,Grevillea pteridifolia,3,Nl,G1,Australia,Humid,Evergreen,0.65,0.272,NA,NA,NA,NA,NA,NA,NA,NA
1205,Grevillea pteridifolia,3,Nh,G1,Australia,Humid,Evergreen,1.15,0.182,NA,NA,NA,NA,NA,NA,NA,NA
1207,Grevillea pteridifolia,3,Nl,G1,Australia,Humid,Evergreen,1.34,0.146,NA,NA,16.76,2.75,7.95,NA,NA,NA
1208,Grevillea pteridifolia,3,Nh,G0,Australia,Humid,Evergreen,30.72,0.174,0.1,15.84,32.66,2.06,9.1,NA,NA,NA
1209,Grevillea pteridifolia,3,Nh,G0,Australia,Humid,Evergreen,11.77,0.143,0.03,NA,NA,NA,NA,NA,NA,NA
1210,Grevillea pteridifolia,3,Nh,G0,Australia,Humid,Evergreen,29.17,0.227,0.19,14.37,20.78,3.64,6.96,NA,NA,NA
1211,Grevillea pteridifolia,3,Nh,G0,Australia,Humid,Evergreen,34.25,0.231,0.11,12.95,25.59,2.15,10.62,NA,NA,NA
1212,Grevillea pteridifolia,3,Nh,G0,Australia,Humid,Evergreen,8.03,0.115,0.04,NA,NA,NA,NA,NA,NA,NA
1213,Grevillea pteridifolia,3,Nl,G0,Australia,Humid,Evergreen,89.92,0.273,0.22,13.44,14.48,1.6,7.99,NA,NA,NA
1214,Grevillea pteridifolia,3,Nl,G0,Australia,Humid,Evergreen,62.05,0.261,0.15,11.38,22.97,1.24,20.29,NA,NA,NA
1215,Grevillea pteridifolia,3,Nl,G0,Australia,Humid,Evergreen,70.63,0.305,0.06,11.66,15.58,1.09,8.66,NA,NA,NA
1216,Grevillea pteridifolia,3,Nl,G0,Australia,Humid,Evergreen,74.49,0.247,0.18,14.24,19.87,2.69,17.56,NA,NA,NA
1217,Grevillea pteridifolia,3,Nl,G0,Australia,Humid,Evergreen,67.07,0.222,0.21,14.71,19.86,1.84,9.24,NA,NA,NA
1218,Grevillea pteridifolia,2,Nh,G0,Australia,Humid,Evergreen,109.6,0.584,0.04,5.12,12.24,1.15,9.61,47.85,95.95,1.1
1219,Grevillea pteridifolia,2,Nh,G0,Australia,Humid,Evergreen,29.04,0.342,0.04,4.84,20.01,2.11,13.15,51.7,294.32,1.04
1220,Grevillea pteridifolia,2,Nh,G0,Australia,Humid,Evergreen,97.88,0.596,0.05,4.95,15.57,1.48,21.53,17.65,36.85,1.09
1221,Grevillea pteridifolia,2,Nh,G0,Australia,Humid,Evergreen,86.51,0.45,0.05,5.29,14.71,2.03,9.95,18.51,41.74,1.08
1222,Grevillea pteridifolia,2,Nh,G0,Australia,Humid,Evergreen,50.49,0.301,0.08,18.24,20.43,1.79,10.92,174.25,375,1.03
1223,Grevillea pteridifolia,2,Nl,G0,Australia,Humid,Evergreen,101.95,0.552,0.04,4.23,7,0.44,4.87,24.34,107.59,1.05
1224,Grevillea pteridifolia,2,Nl,G0,Australia,Humid,Evergreen,80.1,0.503,0.13,5.55,8.76,0.61,6.44,34.72,116.45,1.05
1225,Grevillea pteridifolia,2,Nl,G0,Australia,Humid,Evergreen,38.13,0.474,0.02,4.79,8.62,0.79,6.92,61.79,370.88,1.03
1226,Grevillea pteridifolia,2,Nl,G0,Australia,Humid,Evergreen,95.14,0.611,0.04,3.45,7.66,0.48,3.5,28.97,169.43,1.05
1227,Grevillea pteridifolia,2,Nl,G0,Australia,Humid,Evergreen,52.44,0.621,0.04,9.97,6.93,0.39,2.47,69.79,252,1.03
1228,Grevillea pteridifolia,2,Nl,G1,Australia,Humid,Evergreen,4.7,0.088,NA,2.43,12.74,6.62,5.65,22.93,529.95,1.02
1229,Grevillea pteridifolia,2,Nl,G1,Australia,Humid,Evergreen,4.89,0.087,NA,4.87,19.2,3.73,7.05,23.7,243.08,1.02
1230,Grevillea pteridifolia,2,Nl,G1,Australia,Humid,Evergreen,3.22,0.018,NA,3.92,20.52,2.05,9.99,8.09,218.09,1.01
1231,Grevillea pteridifolia,2,Nl,G1,Australia,Humid,Evergreen,3.14,0.027,NA,1.34,9.18,1.01,5.66,9.93,321.63,1.02
1232,Grevillea pteridifolia,2,Nl,G1,Australia,Humid,Evergreen,2.27,0.192,NA,24.75,30.41,5.44,18.14,164.37,301,1.02
1233,Grevillea pteridifolia,3,Nl,G1,Australia,Humid,Evergreen,3.76,0.187,NA,NA,31.67,1.67,10.45,NA,NA,NA
1234,Grevillea pteridifolia,3,Nl,G1,Australia,Humid,Evergreen,1,0.343,NA,NA,NA,NA,NA,NA,NA,NA
1235,Grevillea pteridifolia,3,Nl,G1,Australia,Humid,Evergreen,3.27,0.227,NA,NA,20.39,1.62,10.95,NA,NA,NA
