genus,subgenus,section,subsection,series,subseries,taxon,common_name,strategy_Nicolle,Resprouter,Epicormic,Lignotuber,distribution,observed_by_Nicolle,collected_by_Nicole,growing_at_CCA,alternate_names,Serotinous,regen_strategy
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Olsenianae,NA,Eucalyptus boliviana,Bolivia Hill stringybark,combination resprouter,yes,yes,yes,NSW,O,C,G(1),NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Olsenianae,NA,Eucalyptus deuaensis,Mongamulla mallee,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Olsenianae,NA,Eucalyptus olsenii,Woila gum,Regenerative strategy uncertain or variable,NA,NA,NA,NSW,O,C,G(2),NA,NA,NA
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Strictae (mallee ashes),subser. Irregulares,Eucalyptus langleyi,green mallee ash,Lignotuber resprouter,yes,no,yes,NSW,O,C,G(2)m,NA,NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Strictae (mallee ashes),subser. Irregulares,Eucalyptus triflora,Pigeon House ash,Obligate seeder,no,no,no,NSW,O,C,G(3)m,NA,NA,fire_killed
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Strictae (mallee ashes),subser. Irregulares,Eucalyptus dendromorpha,Budawang ash,Obligate seeder,no,no,no,NSW,O,C,G(2)m,E. obtusiflora var. dendromorpha,NA,fire_killed
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Strictae (mallee ashes),subser. Irregulares,Eucalyptus burgessiana,Faulconbridge mallee ash,Lignotuber resprouter,yes,no,yes,NSW,O,C,G(3)m,E. obstans,NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Strictae (mallee ashes),subser. Irregulares,?Eucalyptus spectatrix,Bega mallee ash,Lignotuber resprouter,yes,no,yes,NSW,O,C,G(1)m,Dubious species (possibly = E. stricta),NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Strictae (mallee ashes),subser. Irregulares,Eucalyptus stricta,Blue Mountains mallee ash,Lignotuber resprouter,yes,no,yes,NSW,O,C,G(3)m,NA,NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Strictae (mallee ashes),subser. Irregulares,Eucalyptus apiculata,narrow-leaved mallee ash,Lignotuber resprouter,yes,no,yes,NSW,O,C,G(2)m,E. laophila,NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Strictae (mallee ashes),subser. Regulares,Eucalyptus cunninghamii subsp. Grose Valley (Nicolle 5868 ),cliff mallee ash,Lignotuber resprouter,yes,no,yes,NSW,O,C,G(2),NA,NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Strictae (mallee ashes),subser. Regulares,Eucalyptus cunninghamii subsp. cunninghamii,cliff mallee ash,Lignotuber resprouter,yes,no,yes,NSW,O,C,- (1),NA,NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Strictae (mallee ashes),subser. Regulares,Eucalyptus approximans,Barren Mountain mallee,Lignotuber resprouter,yes,no,yes,NSW,O,C,G(1)m,NA,NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Strictae (mallee ashes),subser. Regulares,Eucalyptus microcodon,mallee ash,Lignotuber resprouter,yes,no,yes,"Qld,NSW",O,C,G(1)m,NA,NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Strictae (mallee ashes),subser. Regulares,Eucalyptus codonocarpa,bell-fruited mallee ash,Lignotuber resprouter,yes,no,yes,"NSW,Qld",O,C,G(3),E. approximans subsp. codonocarpa,NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Strictae (mallee ashes),subser. Regulares,Eucalyptus paliformis,Wadbilliga ash,Obligate seeder,no,no,no,NSW,O,C,- (1)m,NA,NA,fire_killed
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Strictae (mallee ashes),subser. Regulares,Eucalyptus kybeanensis,Kybean mallee ash,Lignotuber resprouter,yes,no,yes,"Vic,NSW",O,C,G(2),NA,NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Longitudinales (sallees),NA,Eucalyptus mitchelliana,Mount Buffalo sallee,Regenerative strategy uncertain or variable,NA,NA,NA,Vic,O,C,G(1),NA,NA,NA
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Longitudinales (sallees),NA,Eucalyptus stellulata,black sallee,Regenerative strategy uncertain or variable,NA,NA,NA,"NSW,Vic",O,C,G(2)m,E. forresterae,NA,NA
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Longitudinales (sallees),NA,Eucalyptus moorei subsp. latiuscula ms,Wadbilliga sallee,Lignotuber resprouter,yes,no,yes,NSW,O,C,G(1),"E. latiuscula, E. moorei var. latiuscula",NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Longitudinales (sallees),NA,Eucalyptus moorei subsp. moorei,little sallee,Lignotuber resprouter,yes,no,yes,NSW,O,C,G(4)m,"E. copulans, E. dissita",NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Longitudinales (sallees),NA,Eucalyptus moorei subsp. serpentinicola,Mooning Ground sallee,Lignotuber resprouter,yes,no,yes,NSW,O,C,G(1)m,E. serpentinicola,NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Longitudinales (sallees),NA,Eucalyptus x phoenix,Brumby mallee gum,Regenerative strategy uncertain or variable,NA,NA,NA,Vic,O,C,G(1),E. kybeanensis x E. stellulata hybrid,NA,NA
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Radiatae (peppermints),NA,Eucalyptus elata,river peppermint,combination resprouter,yes,yes,yes,"Vic,NSW",O,C,G(4)m,E. ornans,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Radiatae (peppermints),NA,Eucalyptus croajingolensis,Gippsland peppermint,combination resprouter,yes,yes,yes,"Vic,NSW",O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Radiatae (peppermints),NA,Eucalyptus robertsonii,Robertsons peppermint,combination resprouter,yes,yes,yes,NSW,O,C,G(2)m,E. radiata subsp. robertsonii,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Radiatae (peppermints),NA,Eucalyptus radiata subsp. radiata,narrow-leaved peppermint,combination resprouter,yes,yes,yes,"NSW,Vic,Tas",O,C,G(3)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Radiatae (peppermints),NA,Eucalyptus radiata subsp. sejuncta,narrow-leaved peppermint,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(1),E. radiata var. subplatyphylla,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Radiatae (peppermints),NA,Eucalyptus dives,broad-leaved peppermint,combination resprouter,yes,yes,yes,"NSW,Vic",O,C,G(3)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Radiatae (peppermints),NA,Eucalyptus willisii,Promontory peppermint,combination resprouter,yes,yes,yes,"Vic,Tas?",O,C,G(1),NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Radiatae (peppermints),NA,Eucalyptus arenicola,South Gippsland peppermint,combination resprouter,yes,yes,yes,Vic,O,C,G(2)m,E. sp. Gippsland Lakes,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Radiatae (peppermints),NA,Eucalyptus falciformis,western peppermint,combination resprouter,yes,yes,yes,"Vic,SA",O,C,G(2)m,E. willisii subsp. falciformis,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Radiatae (peppermints),NA,?Eucalyptus molyneuxii,Little Desert peppermint,combination resprouter,yes,yes,yes,Vic,O,C,G(3),Dubious species (possibly = E. falciformis),NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Radiatae (peppermints),NA,Eucalyptus pulchella,white peppermint,combination resprouter,yes,yes,yes,Tas,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Radiatae (peppermints),NA,Eucalyptus amygdalina,black peppermint,combination resprouter,yes,yes,yes,Tas,O,C,G(2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Radiatae (peppermints),NA,Eucalyptus nitida,west coast peppermint,combination resprouter,yes,yes,yes,Tas,O,C,G(2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Radiatae (peppermints),NA,?Eucalyptus nebulosa,serpentine peppermint,combination resprouter,yes,yes,yes,Tas,O,C,G(1),Dubious species (possibly = E. nitida),NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Radiatae (peppermints),NA,Eucalyptus coccifera,snow peppermint,Regenerative strategy uncertain or variable,NA,NA,NA,Tas,O,C,G(2),NA,NA,NA
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Radiatae (peppermints),NA,Eucalyptus tenuiramis,silver peppermint,combination resprouter,yes,yes,yes,Tas,O,C,G(2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Radiatae (peppermints),NA,Eucalyptus risdonii,Risdon peppermint,Lignotuber resprouter,yes,no,yes,Tas,O,C,G(1)m,NA,NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Radiatae (peppermints),NA,Eucalyptus x ambigua,NA,combination resprouter,yes,yes,yes,Tas,O,-,-,E. nitida - E. tenuiramis intergrade,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Radiatae (peppermints),NA,Eucalyptus x robertsonii subsp. hemispherica,NA,combination resprouter,yes,yes,yes,NSW,O,-,-,E. dives x E. robertsonii hybrid,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pauciflorae (snow gums),NA,Eucalyptus lacrimans,weeping snow gum,Regenerative strategy uncertain or variable,NA,NA,NA,NSW,O,C,G(2)m,NA,NA,NA
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pauciflorae (snow gums),NA,Eucalyptus pauciflora subsp. hedraia,Falls Creek snow gum,Regenerative strategy uncertain or variable,NA,NA,NA,Vic,O,C,G(3),NA,NA,NA
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pauciflorae (snow gums),NA,Eucalyptus pauciflora subsp. debeuzevillei,Jounama snow gum,Regenerative strategy uncertain or variable,NA,NA,NA,NSW,O,C,- (1),E. debeuzevillei,NA,NA
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pauciflorae (snow gums),NA,Eucalyptus pauciflora subsp. niphophila,alpine snow gum,Regenerative strategy uncertain or variable,NA,NA,NA,"NSW,Vic",O,C,G(3),E. niphophila,NA,NA
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pauciflorae (snow gums),NA,Eucalyptus pauciflora subsp. acerina,Baw Baw snow gum,Regenerative strategy uncertain or variable,NA,NA,NA,Vic,O,C,- (1),NA,NA,NA
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pauciflorae (snow gums),NA,Eucalyptus pauciflora subsp. pauciflora,snow gum,Regenerative strategy uncertain or variable,NA,NA,NA,"NSW,Vic,Tas,SA,Qld",O,C,G(2)m,NA,NA,NA
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pauciflorae (snow gums),NA,Eucalyptus pauciflora ?subsp. parvifructa,Mount William snow gum,Regenerative strategy uncertain or variable,NA,NA,NA,Vic,O,C,G(2),Dubious subspecies (possibly subsp. pauciflora),NA,NA
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pauciflorae (snow gums),NA,Eucalyptus gregsoniana,dwarf snow gum,Lignotuber resprouter,yes,no,yes,NSW,O,C,G(1)m,E. pauciflora var. nana,NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Fraxinales,NA,Eucalyptus luehmanniana,yellow-topped mallee ash,Lignotuber resprouter,yes,no,yes,NSW,O,C,G(3),NA,NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Fraxinales,NA,Eucalyptus fraxinoides,white ash,Obligate seeder,no,no,no,"NSW,Vic",O,C,G(3)m,NA,NA,fire_killed
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Fraxinales,NA,Eucalyptus oreades,Blue Mountains ash,Obligate seeder,no,no,no,"NSW,Qld",O,C,G(3)m,NA,NA,fire_killed
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Fraxinales,NA,Eucalyptus delegatensis,alpine ash,Obligate seeder,no,no,no,"Vic,NSW",O,C,G(2),NA,NA,fire_killed
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Fraxinales,NA,Eucalyptus tasmaniensis ms,gum-topped stringybark,combination resprouter,yes,yes,yes,Tas,O,C,G(2),E. delegatensis subsp. tasmaniensis,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Fraxinales,NA,Eucalyptus sphaerocarpa,Blackdown stringybark,combination resprouter,yes,yes,yes,Qld,O,C,G(1),NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Planchonianae,NA,Eucalyptus planchoniana,needlebark,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Psathyroxyla,subser. Considenianae,Eucalyptus sieberi,silvertop ash,combination resprouter,yes,yes,yes,"NSW,Vic,Tas",O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Psathyroxyla,subser. Considenianae,Eucalyptus consideniana,yertchuk,combination resprouter,yes,yes,yes,"Vic,NSW",O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Psathyroxyla,subser. Considenianae,Eucalyptus multicaulis,whipstick mallee ash,Lignotuber resprouter,yes,no,yes,NSW,O,C,G(3),NA,NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Psathyroxyla,subser. Considenianae,Eucalyptus remota,Kangaroo Island mallee ash,combination resprouter,yes,yes,yes,SA,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Psathyroxyla,subser. Considenianae,Eucalyptus andrewsii,New England blackbutt,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Psathyroxyla,subser. Considenianae,Eucalyptus campanulata,New England blackbutt,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(2)m,"E. montivaga, E. andrewsii subsp. campanulata",NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Psathyroxyla,subser. Considenianae,Eucalyptus olida,strawberry gum,combination resprouter,yes,yes,yes,NSW,O,C,- (1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Psathyroxyla,subser. Haemastomae (scribbly gums),Eucalyptus haemastoma,Sydney scribbly gum,combination resprouter,yes,yes,yes,NSW,O,C,G(2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Psathyroxyla,subser. Haemastomae (scribbly gums),Eucalyptus racemosa,scribbly gum,combination resprouter,yes,yes,yes,"Qld,NSW",O,C,G(2)m,"E. sclerophylla, E. signata",NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Psathyroxyla,subser. Haemastomae (scribbly gums),Eucalyptus rossii,inland scribbly gum,combination resprouter,yes,yes,yes,NSW,O,C,G(2)m,E. racemosa subsp. rossii,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Stenostomae,NA,Eucalyptus stenostoma,Jillaga ash,Obligate seeder,no,no,no,NSW,O,C,G(1)m,NA,NA,fire_killed
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Piperitales,NA,Eucalyptus piperita subsp. urceolaris,urn-fruited peppermint,combination resprouter,yes,yes,yes,NSW,O,C,G(2),E. urceolaris,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Piperitales,NA,Eucalyptus piperita subsp. piperita,Sydney peppermint,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Longistylus,NA,ser. Pedaria ms,NA,Eucalyptus brevistylis,Rates tingle,combination resprouter,yes,yes,yes,WA,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Longistylus,NA,ser. Jacksoniae,NA,Eucalyptus jacksonii,red tingle,combination resprouter,yes,yes,yes,WA,O,C,G(2),NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Longistylus,NA,ser. Occidentales (jarrahs),NA,Eucalyptus marginata subsp. thalassica,blue-leaved jarrah,combination resprouter,yes,yes,yes,WA,O,C,- (1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Longistylus,NA,ser. Occidentales (jarrahs),NA,Eucalyptus marginata subsp. Dull leaf,dull-leaved jarrah,combination resprouter,yes,yes,yes,WA,O,C,G(1),NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Longistylus,NA,ser. Occidentales (jarrahs),NA,Eucalyptus marginata subsp. marginata,jarrah,combination resprouter,yes,yes,yes,WA,O,C,G(3)m,E. marginata subsp. elegantella,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Longistylus,NA,ser. Occidentales (jarrahs),NA,Eucalyptus staeri,Albany blackbutt,combination resprouter,yes,yes,yes,WA,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Frutices ms,NA,ser. Patentes,NA,Eucalyptus patens,blackbutt,combination resprouter,yes,yes,yes,WA,O,C,G(3)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Frutices ms,NA,ser. Diversiformae,subser. Neuropterae,Eucalyptus diversifolia subsp. diversifolia,coastal mallee,Lignotuber resprouter,yes,no,yes,"SA,Vic",O,C,G(2)m,E. diversifolia subsp. megacarpa,NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Frutices ms,NA,ser. Diversiformae,subser. Neuropterae,Eucalyptus diversifolia subsp. hesperia,Wylie Scarp mallee,Lignotuber resprouter,yes,no,yes,"WA,SA",O,C,G(1)m,NA,NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Frutices ms,NA,ser. Diversiformae,subser. Neuropterae,Eucalyptus platydisca,Jimberlana mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,"E. sp. C in Brooker & Kleinig 1990, E. sp. Norseman (Hopper 2936)",NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Frutices ms,NA,ser. Diversiformae,subser. Neuropterae,Eucalyptus pachyloma,Kalgan Plains mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,NA,NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Frutices ms,NA,ser. Diversiformae,subser. Neuropterae,Eucalyptus todtiana,pricklybark,combination resprouter,yes,yes,yes,WA,O,C,G(3)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Frutices ms,NA,ser. Diversiformae,subser. Neuropterae,Eucalyptus dolorosa,Mount Misery mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,-,NA,NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Frutices ms,NA,ser. Diversiformae,subser. Neuropterae,Eucalyptus x erectifolia,Stirling Range mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,- (2),E. buprestium x E. pachyloma hybrid,NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Frutices ms,NA,ser. Diversiformae,subser. Neuropterae,Eucalyptus x kalganensis,NA,Regenerative strategy uncertain or variable,NA,NA,NA,WA,O,C,G(1)m,E. marginata subsp. marginata x E. preissiana subsp. preissiana hybrid,NA,NA
Eucalyptus,subg. Eucalyptus,sect. Frutices ms,NA,ser. Diversiformae,subser. Neuropterae,Eucalyptus x lateritica,laterite mallee,Regenerative strategy uncertain or variable,NA,NA,NA,WA,O,C,- (2),E. suberea x E. todtiana hybrid,NA,NA
Eucalyptus,subg. Eucalyptus,sect. Frutices ms,NA,ser. Diversiformae,subser. Cochleatae,Eucalyptus buprestium,ball-fruited mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,NA,NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Frutices ms,NA,ser. Subereae,NA,Eucalyptus suberea,Mount Lesueur mallee,Regenerative strategy uncertain or variable,NA,NA,NA,WA,O,C,G(1)m,NA,NA,NA
Eucalyptus,subg. Eucalyptus,sect. Frutices ms,NA,ser. Subereae,NA,Eucalyptus johnsoniana,Johnsons mallee,Regenerative strategy uncertain or variable,NA,NA,NA,WA,O,C,- (2),NA,NA,NA
Eucalyptus,subg. Eucalyptus,sect. Frutices ms,NA,ser. Muricatae,NA,Eucalyptus exilis,Boyagin mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m,NA,NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Frutices ms,NA,ser. Muricatae,NA,Eucalyptus pendens,Badgingarra mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2),NA,NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Frutices ms,NA,ser. Muricatae,NA,Eucalyptus sepulcralis,weeping mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,NA,NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Frutices ms,NA,ser. Muricatae,NA,Eucalyptus x angularis,Lesueur Phantom mallee,Lignotuber resprouter,yes,no,yes,WA,-,-,-,E. exilis x E. marginata subsp. marginata hybrid,NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Frutices ms,NA,ser. Calcicolae,NA,Eucalyptus calcicola subsp. calcicola,Hamelin Bay mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,NA,NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Frutices ms,NA,ser. Calcicolae,NA,Eucalyptus calcicola subsp. unita,Warramurrup mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(5)m,E. sp. West Cape Howe (Keighery 10001),NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Frutices ms,NA,ser. Calcicolae,NA,Eucalyptus ligulata subsp. ligulata,Lucky Bay mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,NA,NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Frutices ms,NA,ser. Calcicolae,NA,Eucalyptus ligulata subsp. stirlingica,Stirling Range mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1),NA,NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Frutices ms,NA,ser. Proximae,NA,Eucalyptus acies,Woolbernup mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,NA,NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Frutices ms,NA,ser. Preissianae,subser. Glandulares,Eucalyptus coronata,crowned mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,NA,NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Frutices ms,NA,ser. Preissianae,subser. Glandulares,Eucalyptus aquilina,Cape Le Grand mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,NA,NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Frutices ms,NA,ser. Preissianae,subser. Glandulares,Eucalyptus megacarpa,bullich,combination resprouter,yes,yes,yes,WA,O,C,G(2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Frutices ms,NA,ser. Preissianae,subser. Pluriloculares,Eucalyptus preissiana subsp. lobata,lobe-fruited mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m,NA,NA,lignotuber
Eucalyptus,subg. Eucalyptus,sect. Frutices ms,NA,ser. Preissianae,subser. Pluriloculares,Eucalyptus preissianasubsp. preissiana,bell-fruited mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,NA,NA,lignotuber
