taxon_name,family,plant_growth_form_to_use,woodiness_to_use
Lobelia tenuior subsp. dictyosperma,Campanulaceae,herb,herbaceous
Lobelia tenuior subsp. tenuior,Campanulaceae,herb,herbaceous
Lobelia trigonocaulis,Campanulaceae,herb,herbaceous
Lobelia winfridae,Campanulaceae,herb,herbaceous
Monopsis debilis,Campanulaceae,herb,herbaceous
Monopsis debilis var. depressa,Campanulaceae,herb,herbaceous
Triodanis perfoliata,Campanulaceae,herb,herbaceous
Wahlenbergia aridicola,Campanulaceae,herb,herbaceous
Wahlenbergia capensis,Campanulaceae,herb,herbaceous
Wahlenbergia capillaris,Campanulaceae,herb,herbaceous
Wahlenbergia caryophylloides,Campanulaceae,herb,herbaceous
Wahlenbergia celata,Campanulaceae,herb,herbaceous
Wahlenbergia ceracea,Campanulaceae,herb,herbaceous
Wahlenbergia densifolia,Campanulaceae,herb,herbaceous
Wahlenbergia fluminalis,Campanulaceae,herb,herbaceous
Wahlenbergia glabra,Campanulaceae,herb,herbaceous
Wahlenbergia gloriosa,Campanulaceae,herb,herbaceous
Wahlenbergia gracilenta,Campanulaceae,herb,herbaceous
Wahlenbergia gracilis,Campanulaceae,herb,herbaceous
Wahlenbergia graniticola,Campanulaceae,herb,herbaceous
Wahlenbergia gymnoclada,Campanulaceae,herb,herbaceous
Wahlenbergia insulae-howei,Campanulaceae,herb,herbaceous
Wahlenbergia islensis,Campanulaceae,herb,herbaceous
Wahlenbergia littoricola,Campanulaceae,herb,herbaceous
Wahlenbergia littoricola subsp. littoricola,Campanulaceae,herb,herbaceous
Wahlenbergia littoricola subsp. vernicosa,Campanulaceae,herb,herbaceous
Wahlenbergia luteola,Campanulaceae,herb,herbaceous
Wahlenbergia multicaulis,Campanulaceae,herb,herbaceous
Wahlenbergia planiflora,Campanulaceae,herb,herbaceous
Wahlenbergia planiflora subsp. longipila,Campanulaceae,herb,herbaceous
Wahlenbergia planiflora subsp. planiflora,Campanulaceae,herb,herbaceous
Wahlenbergia preissii,Campanulaceae,herb,herbaceous
Wahlenbergia queenslandica,Campanulaceae,herb,herbaceous
Wahlenbergia rupicola,Campanulaceae,herb,herbaceous
Wahlenbergia saxicola,Campanulaceae,herb,herbaceous
Wahlenbergia scopulicola,Campanulaceae,herb,herbaceous
Wahlenbergia stricta,Campanulaceae,herb,herbaceous
Wahlenbergia stricta subsp. alterna,Campanulaceae,herb,herbaceous
Wahlenbergia stricta subsp. stricta,Campanulaceae,herb,herbaceous
Wahlenbergia telfordii,Campanulaceae,herb,herbaceous
Wahlenbergia tumidifructa,Campanulaceae,herb,herbaceous
Wahlenbergia victoriensis,Campanulaceae,herb,herbaceous
Wahlenbergia violacea,Campanulaceae,herb,herbaceous
Campynema lineare,Campynemataceae,herb,herbaceous
Aphananthe philippinensis,Cannabaceae,shrub tree,woody
Cannabis sativa,Cannabaceae,herb,herbaceous woody_base
Celtis australis,Cannabaceae,tree,woody
Celtis conferta,Cannabaceae,tree,woody
Celtis conferta subsp. amblyphylla,Cannabaceae,tree,woody
Celtis hildebrandii,Cannabaceae,tree,woody
Celtis occidentalis,Cannabaceae,shrub tree,woody
Celtis paniculata,Cannabaceae,tree,woody
Celtis philippensis,Cannabaceae,shrub tree,woody
Celtis sinensis,Cannabaceae,tree,woody
Celtis sp. Cape Melville (D.G.Fell+ DGF3025),Cannabaceae,,woody
Celtis strychnoides,Cannabaceae,tree,woody
Celtis timorensis,Cannabaceae,tree,woody
Humulus lupulus,Cannabaceae,climber_herbaceous,herbaceous
Trema cannabina,Cannabaceae,tree,woody
Trema orientalis,Cannabaceae,tree,woody
Trema tomentosa,Cannabaceae,shrub tree,woody
Trema tomentosa var. aspera,Cannabaceae,shrub tree,woody
Trema tomentosa var. tomentosa,Cannabaceae,shrub tree,woody
Canna indica,Cannaceae,herb,herbaceous
Canna x generalis,Cannaceae,herb,herbaceous
Canna x orchiodes,Cannaceae,herb,herbaceous
Cadaba capparoides,Capparaceae,shrub,woody
Capparis anomala,Capparaceae,shrub tree,woody
Capparis arborea,Capparaceae,shrub tree climber_woody,woody
Capparis batianoffii,Capparaceae,climber_woody,woody
Capparis canescens,Capparaceae,shrub tree,woody
Capparis humistrata,Capparaceae,shrub,woody
Capparis jacobsii,Capparaceae,shrub tree climber_woody,woody
Capparis lanceolaris,Capparaceae,shrub climber_woody,woody
Capparis lasiantha,Capparaceae,climber_woody,woody
Capparis loranthifolia,Capparaceae,shrub tree,woody
Capparis loranthifolia var. bancroftii,Capparaceae,shrub tree,woody
Capparis loranthifolia var. loranthifolia,Capparaceae,shrub tree,woody
Capparis lucida,Capparaceae,shrub tree,woody
Capparis mitchellii,Capparaceae,shrub tree,woody
Capparis nobilis,Capparaceae,shrub,woody
Capparis ornans,Capparaceae,climber_woody,woody
Capparis quiniflora,Capparaceae,climber_woody shrub tree,woody
Capparis sarmentosa,Capparaceae,shrub climber_woody,woody
Capparis sepiaria,Capparaceae,climber_woody,woody
Capparis shanesiana,Capparaceae,shrub tree,woody
Capparis sp. Bamaga (V.Scarth-Johnson 1048A),Capparaceae,climber_woody,woody
Capparis sp. Coen (L.S.Smith 11862),Capparaceae,climber_woody,woody
Capparis spinosa,Capparaceae,shrub,woody
Capparis spinosa subsp. nummularia,Capparaceae,shrub,woody
Capparis thozetiana,Capparaceae,shrub,woody
Capparis umbonata,Capparaceae,shrub tree,woody
Capparis velutina,Capparaceae,climber_woody,woody
Crateva adansonii,Capparaceae,tree,woody
Crateva adansonii subsp. axillaris,Capparaceae,tree,woody
Crateva religiosa,Capparaceae,tree,woody
Gynandropsis gynandra,Capparaceae,herb,herbaceous
Abelia x grandiflora,Caprifoliaceae,shrub,woody
Centranthus macrosiphon,Caprifoliaceae,herb,herbaceous
Centranthus ruber,Caprifoliaceae,herb,herbaceous
Centranthus ruber subsp. ruber,Caprifoliaceae,herb subshrub,herbaceous semi_woody
Dipsacus fullonum,Caprifoliaceae,herb,herbaceous
Dipsacus sativus,Caprifoliaceae,herb,herbaceous
Fedia graciliflora,Caprifoliaceae,herb,herbaceous
Leycesteria formosa,Caprifoliaceae,shrub,woody
Lonicera fragrantissima,Caprifoliaceae,shrub,woody
Lonicera japonica,Caprifoliaceae,climber_woody,woody
Lonicera periclymenum,Caprifoliaceae,climber_woody,woody
Lonicera x italica,Caprifoliaceae,climber_woody,woody
Scabiosa farinosa,Caprifoliaceae,herb,herbaceous
Sixalix atropurpurea,Caprifoliaceae,herb,herbaceous
Symphoricarpos albus,Caprifoliaceae,shrub,woody
Symphoricarpos albus var. laevigatus,Caprifoliaceae,shrub,woody
Symphoricarpos orbiculatus,Caprifoliaceae,shrub,woody
Valerianella discoidea,Caprifoliaceae,herb,herbaceous
Valerianella eriocarpa,Caprifoliaceae,herb,herbaceous
Valerianella locusta,Caprifoliaceae,herb,herbaceous
Valerianella muricata,Caprifoliaceae,herb,herbaceous
Valerianella rimosa,Caprifoliaceae,herb,herbaceous
Cardiopteris moluccana,Cardiopteridaceae,climber_woody,woody
Carica papaya,Caricaceae,tree,woody
Agrostemma githago,Caryophyllaceae,herb,herbaceous
Arenaria leptoclados,Caryophyllaceae,herb,herbaceous
Arenaria serpyllifolia,Caryophyllaceae,herb,herbaceous
Arenaria serpyllifolia subsp. serpyllifolia,Caryophyllaceae,herb,herbaceous
Cerastium balearicum,Caryophyllaceae,herb,herbaceous
Cerastium comatum,Caryophyllaceae,herb,herbaceous
Cerastium diffusum,Caryophyllaceae,herb,herbaceous
Cerastium fontanum,Caryophyllaceae,herb,herbaceous
Cerastium fontanum subsp. fontanum,Caryophyllaceae,herb,herbaceous
Cerastium glomeratum,Caryophyllaceae,herb,herbaceous
Cerastium pumilum,Caryophyllaceae,herb,herbaceous
Cerastium semidecandrum,Caryophyllaceae,herb,herbaceous
Cerastium vulgare,Caryophyllaceae,herb,herbaceous
Colobanthus affinis,Caryophyllaceae,herb,herbaceous
Colobanthus apetalus,Caryophyllaceae,herb,herbaceous
Colobanthus curtisiae,Caryophyllaceae,herb,herbaceous
Colobanthus kerguelensis,Caryophyllaceae,herb,herbaceous
Colobanthus muscoides,Caryophyllaceae,herb,herbaceous
Colobanthus nivicola,Caryophyllaceae,herb,herbaceous
Colobanthus pulvinatus,Caryophyllaceae,herb,herbaceous
Colobanthus sp. Boiler Rocks (R.D.Seppelt 12528),Caryophyllaceae,herb,herbaceous
Colobanthus sp. Interlaken (J.G.West 4802),Caryophyllaceae,herb,herbaceous
Colobanthus sp. Macquarie Island (R.D.Seppelt 12156),Caryophyllaceae,herb,herbaceous
Corrigiola litoralis,Caryophyllaceae,herb,herbaceous
Dianthus armeria,Caryophyllaceae,herb,herbaceous
Dianthus barbatus,Caryophyllaceae,herb,herbaceous
Drymaria cordata,Caryophyllaceae,herb,herbaceous
Drymaria cordata subsp. cordata,Caryophyllaceae,herb,herbaceous
Drymaria cordata subsp. diandra,Caryophyllaceae,herb,herbaceous
Gypsophila paniculata,Caryophyllaceae,herb,herbaceous
Gypsophila tubulosa,Caryophyllaceae,herb,herbaceous
Gypsophila vaccaria,Caryophyllaceae,herb,herbaceous
Herniaria cinerea,Caryophyllaceae,herb,herbaceous
Holosteum umbellatum,Caryophyllaceae,herb,herbaceous
Illecebrum verticillatum,Caryophyllaceae,herb,herbaceous
Minuartia mediterranea,Caryophyllaceae,herb,herbaceous
Moenchia erecta,Caryophyllaceae,herb,herbaceous
Paronychia argentea,Caryophyllaceae,herb,herbaceous woody_root
Paronychia brasiliana,Caryophyllaceae,herb,herbaceous woody_root
Paronychia franciscana,Caryophyllaceae,herb,herbaceous woody_base
Petrorhagia dubia,Caryophyllaceae,herb,herbaceous
Petrorhagia nanteuilii,Caryophyllaceae,herb,herbaceous
Polycarpaea arida,Caryophyllaceae,herb,herbaceous
Polycarpaea breviflora,Caryophyllaceae,herb,herbaceous
Polycarpaea corymbosa,Caryophyllaceae,herb,herbaceous
Polycarpaea corymbosa var. corymbosa,Caryophyllaceae,herb,herbaceous
Polycarpaea corymbosa var. minor,Caryophyllaceae,herb,herbaceous
Polycarpaea corymbosa var. torrensis,Caryophyllaceae,herb,herbaceous
Polycarpaea holtzei,Caryophyllaceae,herb,herbaceous
Polycarpaea incana,Caryophyllaceae,herb,herbaceous
Polycarpaea involucrata,Caryophyllaceae,herb,herbaceous
Polycarpaea longiflora,Caryophyllaceae,herb,herbaceous
Polycarpaea microceps,Caryophyllaceae,herb,herbaceous
Polycarpaea multicaulis,Caryophyllaceae,herb,herbaceous
Polycarpaea sp. Bang Bang Jumpup (T.Farrell TF784),Caryophyllaceae,herb,herbaceous
Polycarpaea sp. sandstone (C.R.Dunlop 4567),Caryophyllaceae,herb,herbaceous
Polycarpaea spirostylis,Caryophyllaceae,herb,herbaceous
Polycarpaea spirostylis subsp. compacta,Caryophyllaceae,herb,herbaceous
Polycarpaea spirostylis subsp. densiflora,Caryophyllaceae,herb,herbaceous
Polycarpaea spirostylis subsp. glabra,Caryophyllaceae,herb,herbaceous
Polycarpaea spirostylis subsp. spirostylis,Caryophyllaceae,herb,herbaceous
Polycarpaea staminodina,Caryophyllaceae,herb,herbaceous
Polycarpaea tenax,Caryophyllaceae,herb,herbaceous
Polycarpaea umbrosa,Caryophyllaceae,herb,herbaceous
Polycarpaea violacea,Caryophyllaceae,herb,herbaceous
Polycarpon prostratum,Caryophyllaceae,herb,herbaceous
Polycarpon tetraphyllum,Caryophyllaceae,herb,herbaceous
Sagina apetala,Caryophyllaceae,herb,herbaceous
Sagina diemensis,Caryophyllaceae,herb,herbaceous
Sagina maritima,Caryophyllaceae,herb,herbaceous
Sagina namadgi,Caryophyllaceae,herb,herbaceous
Sagina procumbens,Caryophyllaceae,herb,herbaceous
Saponaria calabrica,Caryophyllaceae,herb,herbaceous
Saponaria officinalis,Caryophyllaceae,herb,herbaceous
Scleranthus annuus,Caryophyllaceae,herb,herbaceous woody_base
Scleranthus biflorus,Caryophyllaceae,herb,herbaceous woody_base
Scleranthus brockiei,Caryophyllaceae,herb,herbaceous woody_base
Scleranthus diander,Caryophyllaceae,herb,herbaceous woody_base
Scleranthus fasciculatus,Caryophyllaceae,herb,herbaceous
Scleranthus minusculus,Caryophyllaceae,herb,herbaceous woody_base
Scleranthus pungens,Caryophyllaceae,herb,herbaceous
Scleranthus singuliflorus,Caryophyllaceae,herb,herbaceous woody_base
Scleranthus sp. Fitz's Hill (J.G.West 5342),Caryophyllaceae,herb,herbaceous
Silene aegyptiaca,Caryophyllaceae,herb,herbaceous
Silene apetala,Caryophyllaceae,herb,herbaceous
Silene armeria,Caryophyllaceae,herb,herbaceous
Silene chalcedonica,Caryophyllaceae,herb,herbaceous
Silene coeli-rosa,Caryophyllaceae,herb,herbaceous
Silene conica,Caryophyllaceae,herb,herbaceous
Silene coronaria,Caryophyllaceae,herb,herbaceous
Silene dichotoma,Caryophyllaceae,herb,herbaceous
Silene dioica,Caryophyllaceae,herb,herbaceous
Silene gallica,Caryophyllaceae,herb,herbaceous
Silene gallica var. gallica,Caryophyllaceae,herb,herbaceous
Silene gallica var. quinquevulnera,Caryophyllaceae,herb,herbaceous
Silene latifolia,Caryophyllaceae,herb,herbaceous
Silene latifolia subsp. alba,Caryophyllaceae,herb,herbaceous
Silene longicaulis,Caryophyllaceae,herb,herbaceous
Silene noctiflora,Caryophyllaceae,herb,herbaceous
Silene nocturna,Caryophyllaceae,herb,herbaceous
Silene pendula,Caryophyllaceae,herb,herbaceous
Silene pseudoatocion,Caryophyllaceae,herb,herbaceous
Silene tridentata,Caryophyllaceae,herb,herbaceous
Silene uniflora,Caryophyllaceae,herb,herbaceous
Silene uniflora subsp. uniflora,Caryophyllaceae,herb,herbaceous
Silene vulgaris,Caryophyllaceae,herb,herbaceous
Silene vulgaris subsp. vulgaris,Caryophyllaceae,herb,herbaceous
Spergula arvensis,Caryophyllaceae,herb,herbaceous
Spergula pentandra,Caryophyllaceae,herb,herbaceous
Spergularia bocconei,Caryophyllaceae,herb,herbaceous
Spergularia brevifolia,Caryophyllaceae,herb,herbaceous
Spergularia diandra,Caryophyllaceae,herb,herbaceous
Spergularia diandroides,Caryophyllaceae,herb,herbaceous
Spergularia levis,Caryophyllaceae,herb,herbaceous
Spergularia marina,Caryophyllaceae,herb,herbaceous
Spergularia media,Caryophyllaceae,herb,herbaceous
Spergularia nesophila,Caryophyllaceae,herb,herbaceous
Spergularia rubra,Caryophyllaceae,herb,herbaceous
Spergularia tasmanica,Caryophyllaceae,herb,herbaceous
Spergularia villosa,Caryophyllaceae,herb,herbaceous
Stellaria angustifolia,Caryophyllaceae,herb,herbaceous
Stellaria angustifolia subsp. angustifolia,Caryophyllaceae,herb,herbaceous
Stellaria angustifolia subsp. rotundisepala,Caryophyllaceae,herb,herbaceous
Stellaria angustifolia subsp. tenella,Caryophyllaceae,herb,herbaceous
Stellaria filiformis,Caryophyllaceae,herb,herbaceous
Stellaria flaccida,Caryophyllaceae,herb,herbaceous
Stellaria graminea,Caryophyllaceae,herb,herbaceous
Stellaria leptoclada,Caryophyllaceae,herb,herbaceous
Stellaria media,Caryophyllaceae,herb,herbaceous
Stellaria multiflora,Caryophyllaceae,herb,herbaceous
Stellaria multiflora subsp. collaris,Caryophyllaceae,herb,herbaceous
Stellaria multiflora subsp. multiflora,Caryophyllaceae,herb,herbaceous
Stellaria multiflora subsp. nebulosa,Caryophyllaceae,herb,herbaceous
Stellaria pallida,Caryophyllaceae,herb,herbaceous
Stellaria papillata,Caryophyllaceae,herb,herbaceous
Stellaria parviflora,Caryophyllaceae,herb,herbaceous
Stellaria pungens,Caryophyllaceae,herb,herbaceous
Allocasuarina acuaria,Casuarinaceae,shrub,woody
Allocasuarina acutivalvis,Casuarinaceae,shrub tree,woody
Allocasuarina acutivalvis subsp. acutivalvis,Casuarinaceae,shrub tree,woody
Allocasuarina acutivalvis subsp. prinsepiana,Casuarinaceae,shrub tree,woody
Allocasuarina anfractuosa,Casuarinaceae,shrub,woody
Allocasuarina brachystachya,Casuarinaceae,shrub,woody
Allocasuarina campestris,Casuarinaceae,shrub,woody
Allocasuarina corniculata,Casuarinaceae,shrub,woody
Allocasuarina crassa,Casuarinaceae,shrub,woody
Allocasuarina decaisneana,Casuarinaceae,tree,woody
Allocasuarina decussata,Casuarinaceae,shrub tree,woody
Allocasuarina defungens,Casuarinaceae,shrub,woody
Allocasuarina dielsiana,Casuarinaceae,tree,woody
Allocasuarina diminuta,Casuarinaceae,shrub tree,woody
Allocasuarina diminuta subsp. annectens,Casuarinaceae,shrub,woody
Allocasuarina diminuta subsp. diminuta,Casuarinaceae,shrub tree,woody
Allocasuarina diminuta subsp. mimica,Casuarinaceae,shrub,woody
Allocasuarina distyla,Casuarinaceae,shrub,woody
Allocasuarina drummondiana,Casuarinaceae,shrub,woody
Allocasuarina duncanii,Casuarinaceae,tree,woody
Allocasuarina eriochlamys,Casuarinaceae,shrub,woody
Allocasuarina eriochlamys subsp. eriochlamys,Casuarinaceae,shrub,woody
Allocasuarina eriochlamys subsp. grossa,Casuarinaceae,shrub,woody
Allocasuarina fibrosa,Casuarinaceae,shrub,woody
Allocasuarina filidens,Casuarinaceae,shrub,woody
Allocasuarina fraseriana,Casuarinaceae,tree,woody
Allocasuarina glareicola,Casuarinaceae,shrub,woody
Allocasuarina globosa,Casuarinaceae,shrub,woody
Allocasuarina grampiana,Casuarinaceae,shrub,woody
Allocasuarina grevilleoides,Casuarinaceae,shrub,woody
Allocasuarina gymnanthera,Casuarinaceae,shrub tree,woody
Allocasuarina helmsii,Casuarinaceae,shrub,woody
Allocasuarina huegeliana,Casuarinaceae,tree,woody
Allocasuarina humilis,Casuarinaceae,shrub,woody
Allocasuarina hystricosa,Casuarinaceae,herb,herbaceous
Allocasuarina inophloia,Casuarinaceae,tree,woody
Allocasuarina lehmanniana,Casuarinaceae,shrub,woody
Allocasuarina lehmanniana subsp. ecarinata,Casuarinaceae,shrub,woody
Allocasuarina lehmanniana subsp. lehmanniana,Casuarinaceae,shrub,woody
Allocasuarina littoralis,Casuarinaceae,shrub tree,woody
Allocasuarina luehmannii,Casuarinaceae,tree,woody
Allocasuarina mackliniana,Casuarinaceae,shrub,woody
Allocasuarina mackliniana subsp. hirtilinea,Casuarinaceae,shrub,woody
Allocasuarina mackliniana subsp. mackliniana,Casuarinaceae,shrub,woody
Allocasuarina mackliniana subsp. xerophila,Casuarinaceae,shrub,woody
Allocasuarina media,Casuarinaceae,shrub,woody
Allocasuarina microstachya,Casuarinaceae,shrub,woody
Allocasuarina misera,Casuarinaceae,shrub,woody
Allocasuarina monilifera,Casuarinaceae,shrub,woody
Allocasuarina muelleriana,Casuarinaceae,shrub,woody
Allocasuarina muelleriana subsp. alticola,Casuarinaceae,shrub,woody
Allocasuarina muelleriana subsp. muelleriana,Casuarinaceae,shrub,woody
Allocasuarina muelleriana subsp. notocolpica,Casuarinaceae,shrub,woody
Allocasuarina nana,Casuarinaceae,shrub,woody
Allocasuarina ophiolitica,Casuarinaceae,shrub,woody
Allocasuarina paludosa,Casuarinaceae,shrub,woody
Allocasuarina paradoxa,Casuarinaceae,shrub,woody
Allocasuarina pinaster,Casuarinaceae,shrub,woody
Allocasuarina portuensis,Casuarinaceae,shrub,woody
Allocasuarina pusilla,Casuarinaceae,shrub,woody
Allocasuarina ramosissima,Casuarinaceae,shrub,woody
Allocasuarina rigida,Casuarinaceae,shrub,woody
Allocasuarina rigida subsp. exsul,Casuarinaceae,shrub,woody
Allocasuarina rigida subsp. rigida,Casuarinaceae,shrub,woody
Allocasuarina robusta,Casuarinaceae,shrub,woody
Allocasuarina rupicola,Casuarinaceae,shrub,woody
Allocasuarina scleroclada,Casuarinaceae,shrub,woody
Allocasuarina simulans,Casuarinaceae,shrub,woody
Allocasuarina sp. Shaw Island (G.N.Batianoff+ 3360),Casuarinaceae,,woody
Allocasuarina spinosissima,Casuarinaceae,shrub,woody
Allocasuarina spinosissima subsp. Short spine (D.L.Serventy & A.R.Main s.n. 25/8/1960),Casuarinaceae,shrub,woody
Allocasuarina striata,Casuarinaceae,shrub tree,woody
Allocasuarina tessellata,Casuarinaceae,shrub tree,woody
Allocasuarina thalassoscopica,Casuarinaceae,shrub,woody
Allocasuarina thuyoides,Casuarinaceae,shrub,woody
Allocasuarina tortiramula,Casuarinaceae,shrub,woody
Allocasuarina torulosa,Casuarinaceae,tree,woody
Allocasuarina trichodon,Casuarinaceae,shrub,woody
Allocasuarina verticillata,Casuarinaceae,tree,woody
Allocasuarina zephyrea,Casuarinaceae,shrub,woody
Casuarina cristata,Casuarinaceae,tree,woody
Casuarina cunninghamiana,Casuarinaceae,tree,woody
Casuarina cunninghamiana subsp. cunninghamiana,Casuarinaceae,tree,woody
Casuarina cunninghamiana subsp. miodon,Casuarinaceae,tree,woody
Casuarina equisetifolia,Casuarinaceae,tree,woody
Casuarina equisetifolia subsp. equisetifolia,Casuarinaceae,tree,woody
Casuarina equisetifolia subsp. incana,Casuarinaceae,tree,woody
Casuarina glauca,Casuarinaceae,tree,woody
Casuarina obesa,Casuarinaceae,tree,woody
Casuarina pauper,Casuarinaceae,tree,woody
Gymnostoma australianum,Casuarinaceae,tree,woody
Apatophyllum constablei,Celastraceae,shrub,woody
Apatophyllum flavovirens,Celastraceae,shrub,woody
Apatophyllum macgillivrayi,Celastraceae,shrub,woody
Apatophyllum olsenii,Celastraceae,shrub,woody
Apatophyllum teretifolium,Celastraceae,shrub,woody
Brassiantha hedraiantheroides,Celastraceae,shrub tree,woody
Celastrus australis,Celastraceae,climber_woody,woody
Celastrus paniculatus,Celastraceae,climber_woody,woody
Celastrus subspicatus,Celastraceae,climber_woody,woody
Denhamia bilocularis,Celastraceae,shrub tree,woody
Denhamia bilocularis x Denhamia silvestris,Celastraceae,shrub tree,woody
Denhamia celastroides,Celastraceae,shrub tree,woody
Denhamia cunninghamii,Celastraceae,shrub,woody
Denhamia disperma,Celastraceae,tree,woody
Denhamia fasciculiflora,Celastraceae,tree,woody
Denhamia ferdinandi,Celastraceae,shrub tree,woody
