Original Taxonomic Concept,Species,Family,locality,life_history,"Height range at maturity (cm), Minimum",plant_height_maximum,"Diameter of crown (cm), 0–5","Diameter of crown (cm), 5–20","Diameter of crown (cm), 20–50","Diameter of crown (cm), 50–100","Diameter of crown (cm), 100–200","Diameter of crown (cm), >200","Canopy density, Dense","Canopy density, Intermediate","Canopy density, Sparse","Canopy density, None","Canopy elevation (cm), 0–20","Canopy elevation (cm), 20–50","Canopy elevation (cm), 50–100","Canopy elevation (cm), >100","Above-ground stem/stalk, None","Above-ground stem/stalk, Single","Above-ground stem/stalk, Multiple",stem_growth_habit,plant_climbing_mechanism,woodiness_detailed,plant_succulence,photosynthetic Flower stalk,plant_photosynthetic_organ,leaf_lamina_posture,leaf xs Terete,leaf xs Triangular,leaf xs Rectangular,leaf_compoundness,"Linear like (Tubular, Needle-like, Filiform, Linear)",Elliptical & Lanceolate,Orbicular,leaf_margin,leaf_lobation,leaf_margin_posture,leaf_hairs_adult_leaves,leaf_glaucousness_adaxial,leaf_glaucousness_abaxial,"Part protected by spines, None","Part protected by spines, Leaf","Part protected by spines, Stem","Part protected by spines, Branch","Part protected by spines, Fruit",plant_physical_defence_structures,"Root morphology, Bulb","Root morphology, Stilt",nitrogen_fixing,plant_alternative_energy_and_nutrient_acquisition_strategy,parasitic,flowering_time,fruit_fleshiness,resprouting_capacity,mycorrhizal_associations,photosynthetic_pathway,Microbial association
,Hydrocotyle callicarpa,Araliaceae,Eneabba & Cooljarloo,,1,8,1,,,,,,,,1,,1,,,,,1,1,erect,,herbaceous,,1,leaf,flat,,,,simplecompound,,1,1,entire toothed,lobed_deep lobed,,hairy,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNYYYYYYNN,dry,,arbuscular_mycorrhizal,C3,
,Hydrocotyle hispidula,Araliaceae,Eneabba,,3,20,1,1,,,,,,1,1,,1,,,,,1,,erect prostrate,,herbaceous,,1,leaf,flat,,,,compound,,,1,,lobed_deep lobed,,hairy,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNNNNYYYNN,dry,,arbuscular_mycorrhizal,C3,
,Hypocalymma angustifolium,Myrtaceae,Eneabba & Cooljarloo,perennial,50,150,,,1,1,1,,,1,,,0,1,1,1,,,1,erect,,woody,,,leaf,,1,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNYYYYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Hypocalymma gardneri,Myrtaceae,Eneabba,perennial,15,30,,1,1,,,,,1,,,1,1,0,0,,,1,erect,,woody,,,leaf,flat,,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNYYYYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Hypocalymma hirsutum,Myrtaceae,Eneabba,perennial,15,70,,1,1,1,,,,1,,,1,1,1,0,,,1,erect,,woody,,,leaf,flat,,,,simple,,1,,entire,,,hairy,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNYYYYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Hypocalymma serrulatum,Myrtaceae,Cooljarloo,perennial,45,170,,,1,1,1,,,1,,,0,1,1,1,,,1,erect,,woody,,,leaf,,1,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NYYYNNNNNNNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Hypocalymma sp. Nambung (R. Spjut & R. Smith s.n. 22/09/1992),Myrtaceae,Cooljarloo,perennial,25,70,,1,1,1,,,,1,,,0,1,1,0,,,1,erect,,woody,,,leaf,,1,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNYYYYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Hypocalymma xanthopetalum,Myrtaceae,Eneabba & Cooljarloo,perennial,15,100,,1,1,1,,,,1,,,1,1,1,0,,,1,erect,,woody,,,leaf,flat,,,,simple,,1,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NYYYYYYYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Hypochaeris glabra,Asteraceae,Eneabba & Cooljarloo,,8,50,1,1,1,,,,,1,,,1,,,,,,1,erect,,herbaceous,,1,leaf,flat,,,,simple,,1,,entire toothed,lobed,,glabrous hairy,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,YYYYYYYYYYYY,dry,,arbuscular_mycorrhizal,C3,
,Hypolaena exsulca,Restionaceae,Eneabba & Cooljarloo,perennial,20,80,1,1,1,,,,,1,,,1,,,,,,1,erect,,herbaceous,,1,,,1,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,nutrient_mining,not_parasitic,YNNNNNNYYYYY,dry,resprouts,,C3,1
,Hypolaena pubescens,Restionaceae,Cooljarloo,perennial,40,80,1,1,1,,,,,1,,,1,,,,,,1,erect,,herbaceous,,1,,,1,,,simple,1,,,entire,,,hairy,not_glaucous,not_glaucous,absent,,,,,absent,,,,nutrient_mining,not_parasitic,YYYYNNNNNNYY,dry,resprouts,,C3,1
,Isolepis cernua var. setiformis,Cyperaceae,Eneabba & Cooljarloo,,2,20,1,1,1,,,,1,,,,1,,,,,,1,erect,,herbaceous,,1,leaf,,1,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,YNNNNNNYYYYY,dry,,,C3,1
,Isolepis congrua,Cyperaceae,Eneabba,,1,20,1,1,,,,,1,,,,1,,,,,,1,erect,,herbaceous,,1,leaf,,1,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NYYYYYYYYYNN,dry,,,C3,1
,Isolepis hystrix,Cyperaceae,Eneabba & Cooljarloo,,1,7,1,,,,,,1,,,,1,,,,,,1,erect,,herbaceous,,1,leaf,flat,,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNNNNYYYNN,dry,,,C3,1
,Isolepis marginata,Cyperaceae,Eneabba & Cooljarloo,,2,20,1,1,,,,,1,,,,1,,,,,,1,erect,,herbaceous,,1,leaf,,1,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,YNNNYYYYYYYY,dry,,,C3,1
,Isolepis stellata,Cyperaceae,Eneabba,,2,10,1,,,,,,1,,,,1,,,,,,1,erect,,herbaceous,,1,leaf,flat,,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,YNNNNNNYYYYY,dry,,,C3,1
,Isopogon adenanthoides,Proteaceae,Eneabba,perennial,30,100,,,1,1,,,1,,,,,1,1,,,1,,erect,,woody,,,leaf,,1,,,simple,1,,,entire,lobed_deep lobed,,hairy,not_glaucous,not_glaucous,absent,,,,,absent,,,,nutrient_mining,not_parasitic,NNNNYYYYYYNN,dry,resprouts,,C3,1
,Isopogon asper,Proteaceae,Cooljarloo,perennial,50,100,,,1,1,,,1,1,,,1,1,1,,,,1,prostrate,,woody,,,leaf,,1,,,simple,1,,,entire,lobed_deep,,glabrous hairy,not_glaucous,not_glaucous,absent,,,,,absent,,,,nutrient_mining,not_parasitic,NNNNYYYYYYNN,dry,resprouts,,C3,1
,Isopogon divergens,Proteaceae,Eneabba & Cooljarloo,perennial,100,150,,,1,1,1,,,1,,,1,1,1,1,,1,,erect prostrate,,woody,,,leaf,,1,,,simplecompound,1,,,entire,lobed_deep lobed,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,nutrient_mining,not_parasitic,NNNNYYYYYYNN,dry,resprouts,,C3,1
,Isopogon dubius,Proteaceae,Eneabba,perennial,50,150,,,1,1,1,,1,,,,,1,1,1,,1,,erect,,woody,,,leaf,flat,,,,simplecompound,1,1,,entire,lobed_deep lobed,,hairy,not_glaucous,not_glaucous,absent,,,,,absent,,,,nutrient_mining,not_parasitic,NNNNYYYYYYNN,dry,resprouts,,C3,1
,Isopogon inconspicuus,Proteaceae,Eneabba,perennial,20,80,,1,1,1,,,1,1,,,1,1,1,,,1,,erect,,woody,,,leaf,,1,,,simple,1,,,,lobed_deep,,glabrous hairy,not_glaucous,not_glaucous,absent,,,,,absent,,,,nutrient_mining,not_parasitic,NNNNYYYYYYNN,dry,resprouts,,C3,1
,Isopogon linearis,Proteaceae,Eneabba & Cooljarloo,perennial,50,150,,,1,1,1,,,1,,,,1,1,1,,1,,erect,,woody,,,leaf,flat,,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,nutrient_mining,not_parasitic,NNNNYYYYYYNN,dry,resprouts,,C3,1
,Isopogon panduratus subsp. palustris,Proteaceae,Cooljarloo,perennial,70,200,,,,1,1,,1,1,,,,1,1,1,,1,,erect prostrate,,woody,,,leaf,flat,,,,simple,,1,,entire,,,hairy,not_glaucousglaucous,not_glaucousglaucous,absent,,,,,absent,,,,nutrient_mining,not_parasitic,NNNNYYYYYYNN,dry,resprouts,,C3,1
,Isopogon panduratus subsp. panduratus,Proteaceae,Cooljarloo,perennial,50,190,,,1,1,1,1,1,1,,,,1,1,1,,1,,erect prostrate,,woody,,,leaf,flat,,,,simple,,1,,entire,,,hairy,not_glaucousglaucous,not_glaucousglaucous,absent,,,,,absent,,,,nutrient_mining,not_parasitic,NNNNYYYNNNNN,dry,resprouts,,C3,1
Isopogon teretifolius subsp. teretifolius,Isopogon teretifolius,Proteaceae,Eneabba,perennial,50,200,,,1,1,,,1,1,,,,1,1,1,,1,,erect,,woody,,,leaf,,1,,,simplecompound,1,,,,lobed_deep lobed,,hairy,not_glaucous,not_glaucous,absent,,,,,absent,,,,nutrient_mining,not_parasitic,NNNNNNNYYYNN,dry,resprouts,,C3,1
,Isopogon tridens,Proteaceae,Eneabba,perennial,100,150,,,1,1,1,,1,,,,,,1,1,,1,,erect,,woody,,,leaf,flat,,,,simple,,1,,toothed,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,nutrient_mining,not_parasitic,NNNNYYYNNNNN,dry,resprouts,,C3,1
,Isotoma hypocrateriformis,Campanulaceae,Eneabba & Cooljarloo,,10,50,1,,,,,,,,1,,,1,,,,1,,erect,,herbaceous,,,leaf,flat,,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,YNNNNNNYYYYY,dry,,arbuscular_mycorrhizal,C3,
,Isotoma pusilla,Campanulaceae,Eneabba & Cooljarloo,,10,15,,1,,,,,,,1,,1,,,,,1,,erect,,herbaceous,,,leaf,flat,,,,simple,1,,,entire toothed,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,YNNNNNNYYYYY,dry,,arbuscular_mycorrhizal,C3,
,Isotropis cuneifolia subsp. cuneifolia,Fabaceae,Eneabba & Cooljarloo,perennial,6,30,1,1,1,,,,,1,,,1,1,,,,1,,erect prostrate,,woody,,,leaf,flat,,,,simplecompound,1,1,,entire,,,glabrous hairy,not_glaucous,not_glaucous,absent,,,,,absent,,,nitrogen_fixer,,not_parasitic,YNNNYYYYYYYY,dry,resprouts,arbuscular_mycorrhizal,C3,
,Jacksonia alata,Fabaceae,Eneabba,perennial,5,40,1,1,1,,,,,1,,,1,1,,,,1,1,erect prostrate,,woody,,,leaf cladode,flat conduplicate,,,,simple,1,,,entire,,,hairy,glaucous,glaucous,absent,,,,,absent,,,nitrogen_fixer,,not_parasitic,YNNNYYYYYYYY,dry,,arbuscular_mycorrhizal,C3,
,Jacksonia angulata,Fabaceae,Eneabba & Cooljarloo,perennial,9,60,,1,1,1,1,,1,1,,,1,1,1,,,1,1,erect prostrate,,woody,,,leaf cladode,flat conduplicate,,,,simple,1,,,entire,,,hairy,glaucous,glaucous,absent,,,,,absent,,,nitrogen_fixer,,not_parasitic,YNNNYYYYYYYY,dry,,arbuscular_mycorrhizal,C3,
,Jacksonia anthoclada,Fabaceae,Eneabba,perennial,150,250,,,1,1,1,,,1,,,1,1,1,1,,1,,erect,,woody,,,leaf cladode,flat conduplicate,,,,simple,1,1,,toothed,,,hairy,glaucous,glaucous,absent,,,,,absent,,,nitrogen_fixer,,not_parasitic,YYYYNNNYYYYY,dry,,arbuscular_mycorrhizal,C3,
,Jacksonia carduacea,Fabaceae,Cooljarloo,perennial,20,50,,1,1,1,1,,1,,,,1,1,,,,1,1,erect,,woody,,,leaf cladode,flat,,,,simple,1,1,,toothed,,,hairy,glaucous,glaucous,absent,,,,,absent,,,nitrogen_fixer,,not_parasitic,NNNNYYYYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Jacksonia condensata,Fabaceae,Eneabba & Cooljarloo,perennial,5,60,1,1,1,,,,,1,,,1,1,1,,,1,1,erect,,woody,,,leaf cladode,conduplicate,1,,,simple,1,,,entire,,,hairy,glaucous,glaucous,absent,,,,,absent,,,nitrogen_fixer,,not_parasitic,NNNNYYYYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Jacksonia floribunda,Fabaceae,Eneabba & Cooljarloo,perennial,5,400,1,1,1,1,1,1,,1,,,1,1,1,1,,1,1,erect prostrate,,woody,,,leaf cladode,flat conduplicate,,,,simple,1,1,,toothed,,,hairy,glaucous,glaucous,absent,,,,,absent,,,nitrogen_fixer,,not_parasitic,YYYYNNNYYYYY,dry,resprouts,arbuscular_mycorrhizal,C3,
,Jacksonia furcellata,Fabaceae,Eneabba,perennial,40,600,,,1,1,1,1,1,,,,1,1,1,1,,1,,erect decumbent,,woody,,,leaf cladode,,1,,,simple,1,,,entire,,,hairy,glaucous,glaucous,absent,,,,,absent,,,nitrogen_fixer,,not_parasitic,YYYYYYYYYYYY,dry,,arbuscular_mycorrhizal,C3,
,Jacksonia hakeoides,Fabaceae,Eneabba & Cooljarloo,perennial,20,150,,1,1,1,1,,1,1,,,1,1,1,1,,1,,erect,,woody,,,leaf cladode,flat conduplicate,1,,,simple,1,,,entire,,,hairy,glaucous,glaucous,absent,,,,,absent,,,nitrogen_fixer,,not_parasitic,YYYYYYYYYYYY,dry,resprouts,arbuscular_mycorrhizal,C3,
,Jacksonia lehmannii,Fabaceae,Eneabba,perennial,10,100,,1,1,1,1,,,1,,,1,1,1,,,1,1,erect prostrate,,woody,,,leaf cladode,conduplicate,1,,,simple,1,,,entire,,,hairy,glaucous,glaucous,absent,,,,,absent,,,nitrogen_fixer,,not_parasitic,YNNNYYYYYYYY,dry,resprouts,arbuscular_mycorrhizal,C3,
,Jacksonia nutans,Fabaceae,Eneabba & Cooljarloo,perennial,30,160,,1,1,1,1,,,1,,,1,1,1,1,,1,,erect,,woody,,,leaf cladode,conduplicate,1,,,simple,1,,,entire,,,hairy,glaucous,glaucous,,,,thorn,,thorn,,,nitrogen_fixer,,not_parasitic,YYYYYYYYYYYY,dry,resprouts,arbuscular_mycorrhizal,C3,
,Jacksonia ramulosa,Fabaceae,Cooljarloo,perennial,30,100,,1,1,1,1,,,1,,,1,1,1,,,1,1,erect,,woody,,,leaf cladode,conduplicate,1,,,simple,1,,,entire,,,hairy,glaucous,glaucous,,,,thorn,,thorn,,,nitrogen_fixer,,not_parasitic,YNNNNNNYYYYY,dry,,arbuscular_mycorrhizal,C3,
,Jacksonia restioides,Fabaceae,Eneabba,perennial,15,100,,1,1,1,,,1,1,,,1,1,1,,,1,1,erect prostrate,,woody,,,leaf cladode,conduplicate,1,,,simple,1,,,entire,,,hairy,glaucous,glaucous,absent,,,thorn,,absent thorn,,,nitrogen_fixer,,not_parasitic,YYYYYYYYYYYY,dry,resprouts,arbuscular_mycorrhizal,C3,
,Jacksonia sternbergiana,Fabaceae,Eneabba & Cooljarloo,perennial,150,500,,,,1,1,1,,1,,,1,1,1,1,,1,,erect,,woody,,,leaf cladode,,1,,,simple,1,,,entire,,,hairy,glaucous,glaucous,,,thorn,thorn,,thorn,,,nitrogen_fixer,,not_parasitic,YYYYYYYYYYYY,dry,resprouts,arbuscular_mycorrhizal,C3,
,Jasminum calcareum,Oleaceae,Eneabba,perennial,40,200,,,,1,1,,,1,,,0,1,1,1,,,1,erect,,herbaceous,,,leaf,flat,,,,simple,,1,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NYYYYYYYYYNN,fleshy,,arbuscular_mycorrhizal,C3,
,Johnsonia pubescens subsp. pubescens,Hemerocallidaceae,Eneabba & Cooljarloo,perennial,6.3,30,1,1,1,,,,,1,,,1,1,0,,,,1,erect,,herbaceous,,,leaf,flat,,,,simple,1,,,entire,,,hairy,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNYYYYYYNN,dry,,arbuscular_mycorrhizal,C3,
,Juncus bufonius,Juncaceae,Eneabba & Cooljarloo,,4,30,1,1,1,,,,,1,,,1,1,0,0,,,1,erect,,herbaceous,,1,leaf,flat,,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,YNNNNNNYYYYY,dry,,,C3,1
,Juncus capitatus,Juncaceae,Cooljarloo,,4,16,1,1,,,,,,1,,,1,0,0,0,,,1,erect,,herbaceous,,1,leaf,flat,,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,YNNNNNNYYYYY,dry,,,C3,1
,Juncus kraussii subsp. australiensis,Juncaceae,Eneabba,perennial,30,1.2,1,1,1,1,,,1,,,,1,1,0,0,,,1,erect,,herbaceous,,1,,,1,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,nutrient_mining,not_parasitic,YNNNNNNYYYYY,dry,,,C3,1
,Juncus pallidus,Juncaceae,Eneabba & Cooljarloo,perennial,50,200,1,1,1,1,,,1,,,,0,1,1,1,,,1,erect,,herbaceous,,1,leaf,,1,,,simple,1,,,entire,,,glabrous,red_brown,glaucousred_brown,absent,,,,,absent,,,,nutrient_mining,not_parasitic,YNNNNNNYYYYY,dry,,,C3,1
,Kennedia prostrata,Fabaceae,Eneabba & Cooljarloo,perennial,5,10,1,1,1,,,,1,1,,,1,,,,,1,1,prostrate,,herbaceous,,,leaf,flat,,,,compound,,1,1,entire,,undulate,hairy,not_glaucous,not_glaucous,absent,,,,,absent,,,nitrogen_fixer,,not_parasitic,NYYYYYYYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Kingia australis,Dasypogonaceae,Eneabba & Cooljarloo,perennial,100,800,,,1,,,,1,,,,,,,1,,1,,erect,,woody_like_stem,,,leaf,,,,1,simple,1,,,entire,,,hairy,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNYYYNNNNN,dry,resprouts,,C3,1
,Kunzea glabrescens,Myrtaceae,Cooljarloo,perennial,150,400,,,,,1,1,1,1,,,0,1,1,1,,,1,erect,,woody,,,leaf,,1,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNNNNYYYNN,dry,,arbuscular_mycorrhizal,C3,
,Kunzea micrantha subsp. petiolata,Myrtaceae,Eneabba & Cooljarloo,perennial,100,150,,,,1,1,,1,1,,,0,1,1,1,,,1,erect,,woody,,,leaf,flat,,,,simple,1,1,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNNNNYYYNN,dry,,arbuscular_mycorrhizal,C3,
,Labichea cassioides,Fabaceae,Eneabba,perennial,60,200,,,1,1,1,1,1,1,,,1,1,1,1,,1,1,erect prostrate,,woody,,,leaf,flat,,,,compound,1,1,,entire,,,glabrous hairy,not_glaucous,not_glaucous,absent,,,,,absent,,,nitrogen_fixer,,not_parasitic,YNNNYYYYYYYY,dry,resprouts,arbuscular_mycorrhizal,C3,
,Labichea lanceolata subsp. lanceolata,Fabaceae,Eneabba,perennial,40,300,,,1,1,1,1,1,,,,1,1,1,1,,1,1,erect,,woody,,,leaf,flat conduplicate,,,,simplecompound,1,1,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,nitrogen_fixer,,not_parasitic,NNNNYYYYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Labichea punctata,Fabaceae,Eneabba & Cooljarloo,perennial,15,100,,1,1,,,,,1,,,1,1,1,,,1,1,erect prostrate,,woody,,,leaf,flat,,,,simple,1,1,,entire,,,glabrous hairy,not_glaucous,not_glaucous,absent,,,,,absent,,,nitrogen_fixer,,not_parasitic,NNNNYYYYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Lachnagrostis plebeia,Poaceae,Cooljarloo,,20,30,1,,,,,,,1,,,1,,,,,,1,erect,,herbaceous,,1,leaf,flat conduplicate,,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,YNNNNNNYYYYY,dry,,arbuscular_mycorrhizal,C3,
,Lachnagrostis preissii,Poaceae,Cooljarloo,perennial,12,45,,1,,,,,,1,,,1,,,,,,1,erect,,herbaceous,,1,leaf,conduplicate,,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNNNNYYYNN,dry,,arbuscular_mycorrhizal,C3,
,Lachnostachys eriobotrya,Lamiaceae,Eneabba,perennial,50,150,,,1,1,1,,1,,,,0,1,1,1,,,1,erect,,woody,,,leaf,conduplicate,,,,simple,1,,,entire,,,hairy,not_glaucousglaucous,not_glaucousglaucous,absent,,,,,absent,,,,,not_parasitic,NNNNYYYYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Lagenophora huegelii,Asteraceae,Eneabba & Cooljarloo,perennial,4,35,1,1,,,,,,1,,,1,,,,,1,1,erect,,herbaceous,,1,leaf,flat,,,,simple,,1,,,lobed,,hairy,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,YNNNYYYYYYYY,dry,resprouts,arbuscular_mycorrhizal,C3,
,Lagurus ovatus,Poaceae,Eneabba,,17,60,,1,,,,,,1,,,1,,,,,1,1,erect,,herbaceous,,1,leaf,flat,,,,simple,1,1,,entire,,,hairy,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,YNNNYYYYYYYY,dry,,arbuscular_mycorrhizal,C3,
,Lambertia multiflora var. multiflora,Proteaceae,Eneabba & Cooljarloo,perennial,50,200,,,1,1,1,,1,,,,,1,1,1,,,1,erect prostrate,,woody,,,leaf,flat conduplicate,,,,simple,1,1,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,nutrient_mining,not_parasitic,YYYYYYYYYYYY,dry,resprouts,,C3,1
,Lasiopetalum angustifolium,Malvaceae,Eneabba,perennial,30,150,,,1,1,1,,1,1,,,0,1,1,1,,,1,erect,,woody,,,leaf,flat conduplicate,,,,simple,1,,,entire,,,hairy,not_glaucous,glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNYYYYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Lasiopetalum drummondii,Malvaceae,Eneabba,perennial,30,70,,,1,1,,,,1,,,0,1,1,0,,,1,erect,,woody,,,leaf,flat,,,,simple,,1,,entire,,,hairy,not_glaucous,glaucous,absent,,,,,absent,,,,,not_parasitic,YNNNYYYYYYYY,dry,resprouts,arbuscular_mycorrhizal,C3,
,Lasiopetalum lineare,Malvaceae,Eneabba & Cooljarloo,perennial,20,40,,1,1,,,,,1,,,1,1,0,0,,,1,erect,,woody,,,leaf,flat conduplicate,,,,simple,1,,,entire,,,hairy,not_glaucous,glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNYYYYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Lasiopetalum sp. Coorow (E. Ried 101),Malvaceae,Eneabba & Cooljarloo,perennial,30,150,,,,1,1,1,,1,,,0,1,1,1,,,1,erect,,woody,,,leaf,flat,,,,simple,,1,,entire,,,hairy,not_glaucous,glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNYYYYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Lasiopetalum sp. Watheroo (K. Shepherd & C. Wilkins KS 220),Malvaceae,Eneabba & Cooljarloo,perennial,15,55,,,,1,,,,1,,,1,1,1,0,,,1,erect,,woody,,,leaf,flat,,,,simple,,1,,entire,,,hairy,not_glaucous,glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNNNNYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
,Lawrencia spicata,Malvaceae,Cooljarloo,perennial,30,180,,,1,1,1,,,,1,,0,1,1,1,,,1,erect,,woody,,,leaf,flat,,,,simple,,1,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,YNNNNNNYYYYY,dry,,arbuscular_mycorrhizal,C3,
,Lawrencia squamata,Malvaceae,Cooljarloo,perennial,20,100,,,1,1,,,,1,,,1,1,1,0,,,1,erect,,woody,,,leaf,flat,,,,simple,,1,,entire,,,hairy,not_glaucous,glaucous,absent,,,,,absent,,,,,not_parasitic,YNNNYYYYYYYY,dry,,arbuscular_mycorrhizal,C3,
,Laxmannia grandiflora subsp. grandiflora,Asparagaceae,Eneabba,perennial,5,25,1,1,,,,,1,,,,1,,,,,,1,erect,,herbaceous,,,leaf,flat,1,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,1,,,not_parasitic,NNNNYYYYYYNN,dry,,arbuscular_mycorrhizal,C3,
,Laxmannia omnifertilis,Asparagaceae,Eneabba,perennial,5,25,1,1,,,,,1,,,,1,,,,,,1,erect,,herbaceous,,,leaf,flat,,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,1,,,not_parasitic,NNNNYYYYYYNN,dry,,arbuscular_mycorrhizal,C3,
,Laxmannia ramosa subsp. ramosa,Asparagaceae,Eneabba & Cooljarloo,perennial,10,30,1,1,1,1,,,,1,,,1,,,,,,1,erect,,herbaceous,,,leaf,flat,1,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,1,,,not_parasitic,NYYYYYYNNNNN,dry,,arbuscular_mycorrhizal,C3,
,Laxmannia sessiliflora subsp. australis,Asparagaceae,Eneabba & Cooljarloo,perennial,5,20,1,1,,,,,1,,,,1,,,,,,1,erect,,herbaceous,,,leaf,,1,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,1,,,not_parasitic,NYYYYYYNNNNN,dry,,arbuscular_mycorrhizal,C3,
,Laxmannia sessiliflora subsp. drummondii,Asparagaceae,Eneabba,perennial,5,20,1,1,1,,,,1,,,,1,,,,,,1,erect,,herbaceous,,,leaf,,1,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,1,,,not_parasitic,NYYYYYYNNNNN,dry,,arbuscular_mycorrhizal,C3,
,Laxmannia squarrosa,Asparagaceae,Cooljarloo,perennial,3,10,1,1,,,,,1,,,,1,,,,,,1,erect,,herbaceous,,,leaf,flat,1,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,1,,,not_parasitic,NNNNNNNYYYNN,dry,,arbuscular_mycorrhizal,C3,
,Lechenaultia biloba,Goodeniaceae,Eneabba,perennial,15,100,,1,1,1,1,,,1,,,1,1,,0,,1,1,erect prostrate,,woody_base,,,leaf,flat,,,,simple,1,,,entire,,,glabrous,not_glaucous,not_glaucous,absent,,,,,absent,,,,,not_parasitic,NNNNYYYYYYNN,dry,resprouts,arbuscular_mycorrhizal,C3,
