taxon_name,trait_name,entity_measured,trait_value,units,value_type
Gaudium deanei,leaf_length,leaves,15,mm,maximum
Gaudium laevigatum,leaf_length,leaves,15,mm,minimum
Gaudium laevigatum,leaf_length,leaves,30,mm,maximum
Gaudium microcarpum,leaf_length,leaves,2,mm,minimum
Gaudium microcarpum,leaf_length,leaves,20,mm,maximum
Gaudium multicaule,leaf_length,leaves,2,mm,minimum
Gaudium multicaule,leaf_length,leaves,10,mm,maximum
Gaudium myrsinoides,leaf_length,leaves,5,mm,minimum
Gaudium myrsinoides,leaf_length,leaves,10,mm,maximum
Gaudium namadgiense,leaf_length,leaves,3.5,mm,minimum
Gaudium namadgiense,leaf_length,leaves,9,mm,maximum
Gaudium parvifolium,leaf_length,leaves,3,mm,minimum
Gaudium parvifolium,leaf_length,leaves,8,mm,maximum
Gaudium polyanthum,leaf_length,leaves,10,mm,minimum
Gaudium polyanthum,leaf_length,leaves,25,mm,maximum
Gaudium semibaccatum,leaf_length,leaves,5,mm,minimum
Gaudium semibaccatum,leaf_length,leaves,10,mm,maximum
Gaudium subglabratum,leaf_length,leaves,15,mm,minimum
Gaudium subglabratum,leaf_length,leaves,35,mm,maximum
Gaudium trinervium,leaf_length,leaves,10,mm,minimum
Gaudium trinervium,leaf_length,leaves,20,mm,maximum
Genoplesium ectopum,leaf_length,lamina,15,mm,minimum
Genoplesium ectopum,leaf_length,lamina,20,mm,maximum
Genoplesium ectopum,leaf_length,leaves,10,cm,minimum
Genoplesium ectopum,leaf_length,leaves,25,cm,maximum
Genoplesium geminatum,leaf_length,lamina,10,mm,minimum
Genoplesium geminatum,leaf_length,lamina,15,mm,maximum
Genoplesium geminatum,leaf_length,leaves,21,cm,maximum
Genoplesium mucronatum,leaf_length,leaves,12,cm,maximum
Gingidia algens,leaf_length,leaflets,0.8,cm,minimum
Gingidia algens,leaf_length,leaflets,2,cm,maximum
Gingidia algens,leaf_length,leaves,25,cm,maximum
Gingidia algens,petiole_length,petioles,5,cm,minimum
Gingidia algens,petiole_length,petioles,10,cm,maximum
Gingidia harveyana,leaf_length,leaves,18,cm,maximum
Gingidia harveyana,petiole_length,petioles,20,cm,maximum
Gingidia rupicola,leaf_length,leaves,9,cm,maximum
Gingidia rupicola,leaf_length,leaves,31.5,cm,maximum
Gingidia rupicola,petiole_length,petioles,4.5,mm,minimum
Gingidia rupicola,petiole_length,petioles,23.5,mm,maximum
Gomphocarpus fruticosus,leaf_length,lamina,4,cm,minimum
Gomphocarpus fruticosus,leaf_length,lamina,12,cm,maximum
Gomphocarpus fruticosus,petiole_length,petioles,3,mm,minimum
Gomphocarpus fruticosus,petiole_length,petioles,10,mm,maximum
Gomphocarpus physocarpus,leaf_length,lamina,4,cm,minimum
Gomphocarpus physocarpus,leaf_length,lamina,7,cm,maximum
Gomphocarpus physocarpus,petiole_length,petioles,3,mm,minimum
Gomphocarpus physocarpus,petiole_length,petioles,10,mm,maximum
Gomphrena celosioides,leaf_length,leaves,2,cm,minimum
Gomphrena celosioides,leaf_length,leaves,5,cm,maximum
Guilleminea densa,leaf_length,leaves,20,mm,maximum
Gunniopsis papillata,leaf_length,leaves,30,mm,maximum
Gunniopsis quadrifida,leaf_length,leaves,50,mm,maximum
Gunniopsis septifraga,leaf_length,leaves,15,mm,maximum
Gymnostachys anceps,leaf_length,leaves,1,m,minimum
Gymnostachys anceps,leaf_length,leaves,1.5,m,maximum
Habranthus brachyandrus,leaf_length,leaves,30,cm,maximum
Halophila spinulosa,leaf_length,lamina,5,mm,minimum
Halophila spinulosa,leaf_length,lamina,20,mm,maximum
Harnieria hygrophiloides,leaf_length,leaves,2,cm,minimum
Harnieria hygrophiloides,leaf_length,leaves,10,cm,maximum
Hedera helix,leaf_length,leaves,3,cm,minimum
Hedera helix,leaf_length,leaves,10,cm,maximum
Hedera helix,petiole_length,petioles,2.5,cm,minimum
Hedera helix,petiole_length,petioles,11,cm,maximum
Hedyscepe canterburyana,leaf_length,leaves,1.5,m,minimum
Hedyscepe canterburyana,leaf_length,leaves,2,m,maximum
Hedyscepe canterburyana,leaf_length,leaves,3,m,absolute_maximum
Hippeastrum puniceum,leaf_length,leaves,25,cm,minimum
Hippeastrum puniceum,leaf_length,leaves,50,cm,maximum
Hoffmannseggia glauca,leaf_length,leaves,5,cm,minimum
Hoffmannseggia glauca,leaf_length,leaves,15,cm,maximum
Hoffmannseggia glauca,leaf_length,pinnules,5,mm,minimum
Hoffmannseggia glauca,leaf_length,pinnules,20,mm,maximum
Hoffmannseggia glauca,leaf_length,pinnules,3,mm,minimum
Hoffmannseggia glauca,leaf_length,pinnules,11,mm,maximum
Howea belmoreana,leaf_length,leaves,2,m,minimum
Howea belmoreana,leaf_length,leaves,3,m,maximum
Howea belmoreana,leaf_length,leaves,5,m,absolute_maximum
Howea forsteriana,leaf_length,leaves,3,m,minimum
Howea forsteriana,leaf_length,leaves,4,m,maximum
Howea forsteriana,leaf_length,leaves,5,m,absolute_maximum
Hoya australis,leaf_length,lamina,3,cm,minimum
Hoya australis,leaf_length,lamina,6,cm,maximum
Hoya australis subsp. australis,leaf_length,lamina,3,cm,minimum
Hoya australis subsp. australis,leaf_length,lamina,6,cm,maximum
Huberantha nitidissima,leaf_length,leaves,7,cm,minimum
Huberantha nitidissima,leaf_length,leaves,11,cm,maximum
Huberantha nitidissima,petiole_length,petioles,2,mm,minimum
Huberantha nitidissima,petiole_length,petioles,5,mm,maximum
Hydrangea macrophylla,leaf_length,leaves,7.5,cm,minimum
Hydrangea macrophylla,leaf_length,leaves,19,cm,maximum
Hydrangea macrophylla,petiole_length,petioles,4,cm,maximum
Hydrocleys nymphoides,petiole_length,petioles,1.5,cm,minimum
Hydrocleys nymphoides,petiole_length,petioles,40,cm,maximum
Hydrocotyle acutiloba,leaf_length,leaves,6,mm,minimum
Hydrocotyle acutiloba,leaf_length,leaves,60,mm,maximum
Hydrocotyle acutiloba,petiole_length,petioles,28,cm,maximum
Hydrocotyle algida,petiole_length,petioles,0.5,cm,minimum
Hydrocotyle algida,petiole_length,petioles,2,cm,maximum
Hydrocotyle bonariensis,leaf_length,lamina,30,mm,minimum
Hydrocotyle bonariensis,leaf_length,lamina,120,mm,maximum
Hydrocotyle bonariensis,petiole_length,petioles,15,cm,maximum
Hydrocotyle digitata,petiole_length,petioles,50,mm,minimum
Hydrocotyle digitata,petiole_length,petioles,130,mm,maximum
Hydrocotyle foveolata,leaf_length,leaves,0.5,cm,minimum
Hydrocotyle foveolata,leaf_length,leaves,2,cm,maximum
Hydrocotyle foveolata,petiole_length,petioles,3,cm,maximum
Hydrocotyle geraniifolia,petiole_length,petioles,10,cm,minimum
Hydrocotyle geraniifolia,petiole_length,petioles,20,cm,maximum
Hydrocotyle hirta,leaf_length,leaves,6,mm,minimum
Hydrocotyle hirta,leaf_length,leaves,25,mm,maximum
Hydrocotyle hirta,leaf_length,leaves,50,mm,absolute_maximum
Hydrocotyle hirta,petiole_length,petioles,0.8,cm,minimum
Hydrocotyle hirta,petiole_length,petioles,5,cm,maximum
Hydrocotyle hirta,petiole_length,petioles,15,cm,absolute_maximum
Hydrocotyle laxiflora,leaf_length,lamina,10,mm,minimum
Hydrocotyle laxiflora,leaf_length,lamina,40,mm,maximum
Hydrocotyle laxiflora,petiole_length,petioles,1,mm,minimum
Hydrocotyle laxiflora,petiole_length,petioles,12,mm,maximum
Hydrocotyle pedicellosa,leaf_length,leaves,30,mm,minimum
Hydrocotyle pedicellosa,leaf_length,leaves,120,mm,maximum
Hydrocotyle pedicellosa,petiole_length,petioles,4,cm,minimum
Hydrocotyle pedicellosa,petiole_length,petioles,35,cm,maximum
Hydrocotyle pterocarpa,leaf_length,leaves,1,cm,minimum
Hydrocotyle pterocarpa,leaf_length,leaves,5,cm,maximum
Hydrocotyle pterocarpa,petiole_length,petioles,1,cm,minimum
Hydrocotyle pterocarpa,petiole_length,petioles,10,cm,maximum
Hydrocotyle pterocarpa,petiole_length,petioles,17,cm,absolute_maximum
Hydrocotyle rivularis,leaf_length,leaflets,3,mm,absolute_minimum
Hydrocotyle rivularis,leaf_length,leaflets,6,mm,minimum
Hydrocotyle rivularis,leaf_length,leaflets,11,mm,maximum
Hydrocotyle sibthorpioides,leaf_length,leaves,5,mm,minimum
Hydrocotyle sibthorpioides,leaf_length,leaves,12,mm,maximum
Hydrocotyle trachycarpa,leaf_length,leaves,5,mm,minimum
Hydrocotyle trachycarpa,leaf_length,leaves,20,mm,maximum
Hydrocotyle trachycarpa,petiole_length,petioles,10,mm,minimum
Hydrocotyle trachycarpa,petiole_length,petioles,60,mm,maximum
Hydrocotyle tripartita,leaf_length,leaves,4,mm,minimum
Hydrocotyle tripartita,leaf_length,leaves,20,mm,maximum
Hydrocotyle tripartita,petiole_length,petioles,5,cm,maximum
Hydrocotyle verticillata,leaf_length,lamina,20,mm,minimum
Hydrocotyle verticillata,leaf_length,lamina,40,mm,maximum
Hydrocotyle verticillata,petiole_length,petioles,25,cm,maximum
Hygrophila angustifolia,leaf_length,leaves,2.5,cm,minimum
Hygrophila angustifolia,leaf_length,leaves,16,cm,maximum
Hygrophila costata,leaf_length,leaves,3.5,cm,minimum
Hygrophila costata,leaf_length,leaves,18,cm,maximum
Hygrophila polysperma,leaf_length,leaves,2,cm,minimum
Hygrophila polysperma,leaf_length,leaves,6,cm,maximum
Hymenocallis caribaea,leaf_length,leaves,30,cm,minimum
Hymenocallis caribaea,leaf_length,leaves,80,cm,maximum
Hypoestes aristata,leaf_length,lamina,3,cm,minimum
Hypoestes aristata,leaf_length,lamina,13,cm,maximum
Hypoestes floribunda,leaf_length,leaves,10,mm,minimum
Hypoestes floribunda,leaf_length,leaves,90,mm,maximum
Hypoestes phyllostachya,leaf_length,lamina,5,cm,maximum
Ilex aquifolium,leaf_length,leaves,3,cm,minimum
Ilex aquifolium,leaf_length,leaves,11,cm,maximum
Ilex aquifolium,petiole_length,petioles,5,mm,minimum
Ilex aquifolium,petiole_length,petioles,15,mm,maximum
Impatiens sodenii,leaf_length,lamina,6,cm,minimum
Impatiens sodenii,leaf_length,lamina,12,cm,maximum
Ipheion uniflorum,leaf_length,leaves,14.5,cm,minimum
Ipheion uniflorum,leaf_length,leaves,38,cm,maximum
Ipomoea fimbriosepala,leaf_length,lamina,4,cm,minimum
Ipomoea fimbriosepala,leaf_length,lamina,12,cm,maximum
Isoglossa eranthemoides,leaf_length,leaves,2,cm,minimum
Isoglossa eranthemoides,leaf_length,leaves,8,cm,maximum
Justicia betonica,leaf_length,leaves,14,cm,maximum
Justicia betonica,petiole_length,petioles,15,mm,maximum
Lampranthus multiradiatus,leaf_length,leaves,15,mm,minimum
Lampranthus multiradiatus,leaf_length,leaves,40,mm,maximum
Lampranthus tegens,leaf_length,leaves,8,mm,minimum
Lampranthus tegens,leaf_length,leaves,9,mm,maximum
Laxmannia compacta,leaf_length,leaves,4,mm,minimum
Laxmannia compacta,leaf_length,leaves,51,mm,maximum
Laxmannia gracilis,leaf_length,leaves,6,mm,minimum
Laxmannia gracilis,leaf_length,leaves,75,mm,maximum
Laxmannia orientalis,leaf_length,leaves,4,mm,minimum
Laxmannia orientalis,leaf_length,leaves,30,mm,maximum
Lepidorrhachis mooreana,leaf_length,leaves,1,m,minimum
Lepidorrhachis mooreana,leaf_length,leaves,1.5,m,maximum
Lepidosperma prospectum,leaf_length,lamina,25,cm,absolute_minimum
Lepidosperma prospectum,leaf_length,lamina,38,cm,minimum
Lepidosperma prospectum,leaf_length,lamina,87,cm,maximum
Lepidosperma prospectum,leaf_length,leaves,44,cm,minimum
Lepidosperma prospectum,leaf_length,leaves,98,cm,maximum
Leucojum aestivum,leaf_length,leaves,25,cm,minimum
Leucojum aestivum,leaf_length,leaves,50,cm,maximum
Lilaeopsis polyantha,leaf_length,phyllodes,2,cm,minimum
Lilaeopsis polyantha,leaf_length,phyllodes,30,cm,maximum
Linospadix monostachyos,leaf_length,leaves,50,cm,minimum
Linospadix monostachyos,leaf_length,leaves,130,cm,maximum
Linospadix monostachyos,petiole_length,petioles,20,cm,minimum
Linospadix monostachyos,petiole_length,petioles,30,cm,maximum
Livistona australis,leaf_length,leaves,3,m,minimum
Livistona australis,leaf_length,leaves,4.5,m,maximum
Livistona australis,petiole_length,petioles,1.5,m,minimum
Livistona australis,petiole_length,petioles,2.5,m,maximum
Lomandra bracteata,leaf_length,leaves,10,cm,minimum
Lomandra bracteata,leaf_length,leaves,30,cm,maximum
Lomandra brevis,leaf_length,leaves,5,cm,minimum
Lomandra brevis,leaf_length,leaves,30,cm,maximum
Lomandra briggsiana,leaf_length,leaves,15,cm,minimum
Lomandra briggsiana,leaf_length,leaves,45,cm,maximum
Lomandra collina,leaf_length,leaves,10,cm,minimum
Lomandra collina,leaf_length,leaves,30,cm,maximum
Lomandra confertifolia,leaf_length,leaves,3.5,cm,minimum
Lomandra confertifolia,leaf_length,leaves,70,cm,maximum
Lomandra confertifolia subsp. leptostachya,leaf_length,leaves,30,cm,minimum
Lomandra confertifolia subsp. leptostachya,leaf_length,leaves,70,cm,maximum
Lomandra confertifolia subsp. pallida,leaf_length,leaves,30,cm,minimum
Lomandra confertifolia subsp. pallida,leaf_length,leaves,70,cm,maximum
Lomandra confertifolia subsp. rubiginosa,leaf_length,leaves,15,cm,minimum
Lomandra confertifolia subsp. rubiginosa,leaf_length,leaves,50,cm,maximum
Lomandra confertifolia subsp. similis,leaf_length,leaves,8,cm,minimum
Lomandra confertifolia subsp. similis,leaf_length,leaves,25,cm,maximum
Lomandra cylindrica,leaf_length,leaves,25,mm,minimum
Lomandra cylindrica,leaf_length,leaves,35,mm,maximum
Lomandra effusa,leaf_length,leaves,50,cm,maximum
Lomandra elongata,leaf_length,leaves,25,cm,minimum
Lomandra elongata,leaf_length,leaves,40,cm,maximum
Lomandra elongata,leaf_length,leaves,70,cm,absolute_maximum
Lomandra fluviatilis,leaf_length,leaves,25,cm,minimum
Lomandra fluviatilis,leaf_length,leaves,75,cm,maximum
Lomandra gracilis,leaf_length,leaves,40,cm,maximum
Lomandra hystrix,leaf_length,leaves,90,cm,minimum
Lomandra hystrix,leaf_length,leaves,130,cm,maximum
Lomandra leucocephala,leaf_length,leaves,20,cm,minimum
Lomandra leucocephala,leaf_length,leaves,60,cm,maximum
Lomandra longifolia,leaf_length,leaves,50,cm,minimum
Lomandra longifolia,leaf_length,leaves,100,cm,maximum
Lomandra micrantha,leaf_length,leaves,20,cm,minimum
Lomandra micrantha,leaf_length,leaves,50,cm,maximum
Lomandra micrantha subsp. tuberculata,leaf_length,leaves,20,cm,minimum
Lomandra micrantha subsp. tuberculata,leaf_length,leaves,50,cm,maximum
Lomandra montana,leaf_length,leaves,35,cm,minimum
Lomandra montana,leaf_length,leaves,70,cm,maximum
Lomandra multiflora,leaf_length,leaves,25,cm,minimum
Lomandra multiflora,leaf_length,leaves,90,cm,maximum
Lomandra multiflora subsp. multiflora,leaf_length,leaves,25,cm,minimum
Lomandra multiflora subsp. multiflora,leaf_length,leaves,90,cm,maximum
Lomandra obliqua,leaf_length,leaves,2,cm,minimum
Lomandra obliqua,leaf_length,leaves,4,cm,maximum
Lomandra obliqua,leaf_length,leaves,15,cm,absolute_maximum
Lomandra patens,leaf_length,leaves,40,cm,minimum
Lomandra patens,leaf_length,leaves,100,cm,maximum
Lomandra spicata,leaf_length,leaves,40,cm,minimum
Lomandra spicata,leaf_length,leaves,80,cm,maximum
Malephora crocea,leaf_length,lamina,5,cm,minimum
Malephora crocea,leaf_length,lamina,7,cm,maximum
Mandevilla laxa,leaf_length,leaves,5,cm,minimum
Mandevilla laxa,leaf_length,leaves,18,cm,maximum
Mangifera indica,leaf_length,leaves,10,cm,minimum
Mangifera indica,leaf_length,leaves,30,cm,maximum
Margyricarpus pinnatus,leaf_length,leaves,5,mm,minimum
Margyricarpus pinnatus,leaf_length,leaves,10,mm,maximum
Marsdenia australis,leaf_length,leaves,3,cm,minimum
Marsdenia australis,leaf_length,leaves,12,cm,maximum
Marsdenia australis,petiole_length,petioles,2,mm,minimum
Marsdenia australis,petiole_length,petioles,15,mm,maximum
Marsdenia flavescens,leaf_length,lamina,3,cm,minimum
Marsdenia flavescens,leaf_length,lamina,12,cm,maximum
Marsdenia fraseri,leaf_length,lamina,2,cm,minimum
Marsdenia fraseri,leaf_length,lamina,7,cm,maximum
Marsdenia hemiptera,leaf_length,lamina,7,cm,minimum
Marsdenia hemiptera,leaf_length,lamina,18,cm,maximum
Marsdenia liisae,leaf_length,lamina,4,cm,minimum
Marsdenia liisae,leaf_length,lamina,16,cm,maximum
Marsdenia lloydii,leaf_length,leaves,5,cm,minimum
Marsdenia lloydii,leaf_length,leaves,11,cm,maximum
Marsdenia longiloba,leaf_length,lamina,3,cm,minimum
Marsdenia longiloba,leaf_length,lamina,10,cm,maximum
Marsdenia pleiadenia,leaf_length,lamina,2.5,cm,minimum
Marsdenia pleiadenia,leaf_length,lamina,10,cm,maximum
Marsdenia rostrata,leaf_length,lamina,4,cm,minimum
Marsdenia rostrata,leaf_length,lamina,13,cm,maximum
Marsdenia suaveolens,leaf_length,lamina,2,cm,minimum
Marsdenia suaveolens,leaf_length,lamina,7,cm,maximum
Marsdenia tubulosa,leaf_length,leaves,4.5,cm,maximum
Marsdenia viridiflora,leaf_length,leaves,2,cm,minimum
Marsdenia viridiflora,leaf_length,leaves,12,cm,maximum
Marsdenia viridiflora,petiole_length,petioles,2,mm,minimum
Marsdenia viridiflora,petiole_length,petioles,11,mm,maximum
Marsdenia viridiflora subsp. viridiflora,leaf_length,leaves,2,cm,minimum
Marsdenia viridiflora subsp. viridiflora,leaf_length,leaves,12,cm,maximum
Marsdenia viridiflora subsp. viridiflora,petiole_length,petioles,2,mm,minimum
Marsdenia viridiflora subsp. viridiflora,petiole_length,petioles,11,mm,maximum
Meiogyne stenopetala,leaf_length,leaves,7,cm,minimum
Meiogyne stenopetala,leaf_length,leaves,10,cm,maximum
Meiogyne stenopetala,petiole_length,petioles,2,mm,minimum
Meiogyne stenopetala,petiole_length,petioles,3,mm,maximum
Melodinus acutiflorus,leaf_length,leaves,4,cm,minimum
Melodinus acutiflorus,leaf_length,leaves,10,cm,maximum
Melodinus australis,leaf_length,leaves,4,cm,minimum
Melodinus australis,leaf_length,leaves,10,cm,maximum
Mesembryanthemum aitonis,leaf_length,leaves,10,mm,minimum
Mesembryanthemum aitonis,leaf_length,leaves,40,mm,maximum
Mesembryanthemum crystallinum,leaf_length,leaves,15,cm,maximum
Mesembryanthemum guerichianum,leaf_length,lamina,11,cm,minimum
Mesembryanthemum guerichianum,leaf_length,lamina,15.5,cm,maximum
Mesembryanthemum guerichianum,petiole_length,petioles,18,mm,minimum
Mesembryanthemum guerichianum,petiole_length,petioles,55,mm,maximum
Mesembryanthemum nodiflorum,leaf_length,leaves,25,mm,maximum
Muscari armeniacum,leaf_length,leaves,40,cm,maximum
Narcissus pseudonarcissus,leaf_length,leaves,15,cm,minimum
Narcissus pseudonarcissus,leaf_length,leaves,50,cm,maximum
Neisosperma poweri,leaf_length,leaves,6,cm,minimum
Neisosperma poweri,leaf_length,leaves,14,cm,maximum
Nerine filifolia,leaf_length,leaves,30,cm,maximum
Nerium oleander,leaf_length,leaves,6,cm,minimum
Nerium oleander,leaf_length,leaves,20,cm,maximum
Nothoscordum gracile,leaf_length,leaves,19,cm,minimum
Nothoscordum gracile,leaf_length,leaves,23,cm,maximum
Nyssanthes diffusa,leaf_length,leaves,15,mm,minimum
Nyssanthes diffusa,leaf_length,leaves,25,mm,maximum
Nyssanthes erecta,leaf_length,leaves,20,mm,minimum
Nyssanthes erecta,leaf_length,leaves,75,mm,maximum
Ochrosia elliptica,petiole_length,petioles,0.5,cm,minimum
Ochrosia elliptica,petiole_length,petioles,2,cm,maximum
Ochrosia elliptica,leaf_length,leaves,5,cm,minimum
Ochrosia elliptica,leaf_length,leaves,14,cm,maximum
Ochrosia moorei,leaf_length,leaves,6,cm,minimum
Ochrosia moorei,leaf_length,leaves,18,cm,maximum
Odontonema cuspidatum,leaf_length,leaves,40,mm,minimum
Odontonema cuspidatum,leaf_length,leaves,310,mm,maximum
Odontonema cuspidatum,petiole_length,petioles,30,mm,maximum
Oreomyrrhis argentea,leaf_length,leaflets,2,mm,minimum
Oreomyrrhis argentea,leaf_length,leaflets,10,mm,maximum
Oreomyrrhis argentea,leaf_length,leaves,2.5,cm,minimum
Oreomyrrhis argentea,leaf_length,leaves,8,cm,maximum
Oreomyrrhis argentea,petiole_length,petioles,1,cm,minimum
Oreomyrrhis argentea,petiole_length,petioles,5,cm,maximum
Oreomyrrhis brevipes,leaf_length,leaflets,3,mm,minimum
Oreomyrrhis brevipes,leaf_length,leaflets,25,mm,maximum
Oreomyrrhis brevipes,leaf_length,leaves,2,cm,minimum
Oreomyrrhis brevipes,leaf_length,leaves,7.5,cm,maximum
Oreomyrrhis brevipes,petiole_length,petioles,2,cm,minimum
Oreomyrrhis brevipes,petiole_length,petioles,8,cm,maximum
Oreomyrrhis ciliata,leaf_length,leaflets,3,mm,minimum
Oreomyrrhis ciliata,leaf_length,leaflets,15,mm,maximum
Oreomyrrhis ciliata,leaf_length,leaves,1,cm,minimum
Oreomyrrhis ciliata,leaf_length,leaves,9,cm,maximum
Oreomyrrhis ciliata,petiole_length,petioles,5,cm,minimum
Oreomyrrhis ciliata,petiole_length,petioles,15,cm,maximum
Oreomyrrhis eriopoda,leaf_length,leaflets,3,mm,minimum
Oreomyrrhis eriopoda,leaf_length,leaflets,40,mm,maximum
Oreomyrrhis eriopoda,leaf_length,leaves,2.5,cm,minimum
