taxon_name,authors
Gunniopsis septifraga,"Citation: Chinn., J. Adelaide Bot. Gard. 6:172 (1983)."
Gunniopsis tenuifolia,"Citation: Chinn., J. Adelaide Bot. Gard. 6:152 (1983)."
Gunniopsis zygophylloides,"Citation: Diels in Diels & E. Pritzel, Bot. Jb. 35:197 (1904)."
Mollugo cerviana,"Citation: Ser. in DC., Prod. 1:392 (1824)."
Lampranthus,"Citation: N.E. Br., Gdnrs' Chron. 87:211 (1930)."
Lampranthus glaucus,"Citation: N.E. Br., Gdnrs' Chron. 87:212 (1930)."
Mesembryanthemum,"Citation: L., Sp. Pl. 688 (1753)."
Mesembryanthemum aitonis,"Citation: Jacq., Hort. Bot. Vind. 3:8 (1776)."
Mesembryanthemum crystallinum,"Citation: L., Sp. Pl. 480 (1753)."
Mesembryanthemum nodiflorum,"Citation: L., Sp. Pl. 480 (1753)."
Psilocaulon,"Citation: N.E. Br., Gdnrs' Chron. 78:43.3 (1925)."
Psilocaulon tenue,"Citation: Schwantes, Gartenflora 77:69 (1928)."
Ruschia,"Citation: Schwantes, Z. Sukk. 2:186 (1926)."
Ruschia tumidula,"Citation: Schwantes, Z. Sukk. 3:20 (1927)."
Sarcozona,"Citation: J. Black, Trans. R. Soc. S. Aust. 58:176 (1934)."
Sarcozona bicarinata,"Citation: S.T. Blake, Contrib. Qld Herb. 7:37 (1969)."
Sarcozona praecox,"Citation: S.T. Blake in H. Eichler, Suppl. 134 (1965)."
Tetragonia,"Citation: L., Sp. Pl. 480 (1753)."
Tetragonia decumbens,"Citation: Miller, Gard. Dict. edn 8 (1768)."
Tetragonia eremaea,"Citation: Ostenf., Biol. Meddel. Kongel. Danske Vidensk. Selsk. 3, 2:59 (1921)."
Tetragonia implexicoma,"Citation: Hook. f., Fl. Tasm. 1:148 (1856)."
Tetragonia tetragonioides,"Citation: Kuntze, Rev. Gen. Pl. 2:264 (1891)."
Trianthema,"Citation: L., Sp. Pl. 223 (1753)."
Trianthema pilosa,"Citation: F. Muell., Fragm. Phyt. Aust. 1:174 (1859)."
Trianthema triquetra,"Citation: Willd., Neue Schr. Ges. naturf. Freund. Berl. 4:181 (1803)."
Zaleya,"Citation: Burman f., Fl. Ind. 110 (1768)."
Zaleya galericulata,"Citation: H. Eichler, Suppl. 136 (1965)."
Portulacaceae,Author:Prepared by J. G. West
Anacampseros,"Citation: L., Opera Varia 232 (1758)."
Anacampseros australiana,"Citation: J. Black, Trans. R. Soc. S. Aust. 41:44, t. x (1917)."
Calandrinia,"Citation: Kunth, in Humboldt, Bonpland & Kunth, Nov. Gen. et Sp. Pl. 6, edn fol. 62, edn. qu. 77 (1823)."
Calandrinia balonensis,"Citation: Lindley in T.L. Mitchell, J. Trop. Austral. 148 (1848)."
Calandrinia brevipedata,"Citation: F. Muell., Fragm.Phyt.Aust. 10:69 (1876)."
Calandrinia calyptrata,"Citation: Hook. f., Hook. Ic. 3: t. 296 (1840)."
Calandrinia menziesii,"Citation: Torrey & A. Gray, Fl. N. Amer. 1:197 (1838)."
Calandrinia corrigioloides,"Citation: F. Muell. ex Benth., Fl. Aust. 1:175 (1863)."
Calandrinia disperma,"Citation: J. Black, Trans. R. Soc. S. Aust. 45:11, t. III (1921)."
Calandrinia eremaea,"Citation: Ewart, Fl. Vict. 486 (1931)."
Calandrinia volubilis,"Citation: Benth., Fl. Aust. 1:174 (1863)."
Calandrinia granulifera,"Citation: Benth., Fl. Aust. 1:176 (1863)."
Calandrinia polyandra,"Citation: Benth., Fl. Aust. 1:172 (1863)."
Calandrinia ptychosperma,"Citation: F. Muell., Fragm. Phyt. Aust. 4:137 (1864)."
Calandrinia pumila,"Citation: F. Muell., Fragm. Phyt. Aust. 10:68 (1876)."
Calandrinia remota,"Citation: J. Black, Trans. R. Soc. S. Aust. 47:369 (1923)."
Calandrinia reticulata,"Citation: Syeda, Telopea 2:60 (1980)."
Calandrinia sphaerophylla,"Citation: J. Black, Trans. R. Soc. S. Aust. 51:378 (1927)."
Calandrinia stagnensis,"Citation: J. Black, Trans. R. Soc. S. Aust. 51:379 (1927)."
Claytonia,"Citation: L., Sp. Pl. 204 (1753)."
Claytonia perfoliata,"Citation: Donn ex Willd., Sp. Pl. 1:1186 (1798)."
Montia,"Citation: L., Sp. Pl. 87 (1753)."
Montia australasica,"Citation: Pax & K. Hoffm., Nat rl. Pflanzenfam. edn 2, 16c:259 (1934)."
Montia fontana,"Citation: L., Sp. Pl. 87 (1753)"
Portulaca,"Citation: L., Sp. Pl. 445 (1753)."
Portulaca filifolia,"Citation: F. Muell., Fragm. Phyt. Aust. 1:169 (1859)."
Portulaca intraterranea,"Citation: J. Black, Trans. R. Soc. S. Aust. 50:283 (1926)."
Portulaca oleracea,"Citation: L., Sp. Pl. 445 (1753)."
Basellaceae,Author:Prepared by J.P. Jessop
Anredera,"Citation: A.L. Juss., Gen. Pl. 84 (1789)."
Anredera cordifolia,"Citation: Steenis, Fl. Males. ser. 1, 5:303 (1957)."
Caryophyllaceae,Author:Prepared by K. Chorney
Agrostemma,"Citation: L., Sp. Pl. 435 (1753)."
Agrostemma githago,"Citation: L., Sp. Pl. 435 (1753)."
Arenaria,"Author:Latin areana, sand; -aria, associated with; alluding to the habitat.; Citation: L., L., Sp. Pl. 423 (1753)."
Cerastium,"Citation: L., Sp. Pl. 437 (1753)."
Cerastium semidecandrum,"Citation: L., Sp. Pl. 438 (1753)."
Cerastium diffusum,"Citation: Pers., Syn. Pl. 1:520 (1805)."
Cerastium glomeratum,"Citation: Thuill., Fl. Paris edn 2:226 (1799)."
Colobanthus,"Citation: Bartling, Ord. Nat. Pl. 305 (1830)."
Colobanthus apetalus,"Citation: Druce, Rep. Botl Soc. Exch. Club Br. Isl. 1916:616 (1917) var. apetalus."
Gypsophila,"Citation: L., Sp. Pl. 406 (1753)."
Gypsophila australis,"Citation: A. Gray, U.S. Expl. Exped. 15:112 (1854)."
Herniaria,"Citation: L., Sp. Pl. 218 (1753)."
Herniaria hirsuta,"Citation: L., Sp. Pl. 218 (1753)."
Minuartia,"Citation: L., Sp. Pl. 89 (1753)."
Minuartia hybrida,"Citation: Schischkin in V. Komarov, Fl. U.R.S.S. 6:488 (1936)."
Moenchia,"Citation: Ehrh., Beitr. Naturk. 2:177 (1788)."
Moenchia erecta,"Citation: P. Gaertner, Meyer & Scherb., Oek.-Tech. Flor. Wett. 1:219 (1799)."
Paronychia,"Citation: Adans., Fam. 2:272 (1763)."
Paronychia argentea,"Citation: Lam., Fl. Franc. 230 (1779)."
Paronychia brasiliana,"Citation: DC., Prod. 3:370 (1828)."
Petrorhagia,"Citation: Link, Handb. 2:235 (1831)."
Petrorhagia velutina,"Citation: P. Ball & Heyw., Bull. Brit. Mus. (Bot.) 3:166 (1964)."
Petrorhagia nanteuilii,"Citation: P. Ball & Heyw., Bull. Brit. Mus. (Bot.) 3:164 (1964)."
Polycarpaea,"Citation: Lam., Hist. Nat. (Paris) 2:5 (1792)."
Polycarpaea arida,"Citation: Pedley, Austrobaileya 1:54 (1977)."
Polycarpaea spirostylis,"Citation: F. Muell., Rep. Babbage Exped. 1858 8 (1859)"
Polycarpon,"Citation: L., Syst. Nat. edn 10, 2:881 (1759)."
Polycarpon tetraphyllum,"Citation: L., Syst. Nat. edn 10, 2:881 (1759)."
Sagina,"Citation: L., Sp. Pl. 128 (1753)."
Sagina apetala,"Citation: Ard., Animadv. Bot. Spec. Alt. 22 (1764)."
Sagina maritima,"Citation: Don, Herb. Brit. fasc. 7:155 (1806)."
Sagina procumbens,"Citation: L., Sp. Pl. 128 (1753)."
Scleranthus,"Citation: L., Sp. Pl. 406 (1753)."
Scleranthus diander,"Citation: R. Br., Prod. Fl. Nov. Holl. 412 (1810)."
Scleranthus minusculus,"Citation: F. Muell., Victorian Nat. 7:66 (1890)."
Scleranthus pungens,"Citation: R. Br., Prod. Fl. Nov. Holl. 412 (1810)."
Silene,"Citation: L., Sp. Pl. 416 (1753)."
Silene apetala,"Citation: Willd., Sp. Pl. 2:703 (1799)."
Silene schafta,"Citation: J. Gmelin ex Hohen., Bull. Soc. Nat. Mosc. 12:397 (1838)."
Silene conica,"Citation: L., Sp. Pl. 418 (1753)."
Lychnis coronaria,"Citation: Desr. in Lam., Encycl. 3:643 (1792)."
Silene dichotoma,"Citation: Ehrh., Beitr. Naturk. 7:143 (1792)."
Silene dioica,"Citation: Clairv., Man. Herb. 145 (1811)."
Silene gallica,"Citation: L., Sp. Pl. 417 (1753)."
Silene gallica quinquevulnera,"Citation: L., Sp. Pl. 416 (1753)"
Silene pratensis,"Citation: Godron & Gren. in Gren. & Godron, Fl. Fr. 1:216 (1847)."
Silene nocturna,"Citation: L., Sp. Pl. 416 (1753) subsp. nocturna."
Silene vulgaris,"Citation: Garcke, Fl. Deutschl. edn 9:64 (1869) subsp. vulgaris."
Spergula,"Citation: L., Sp. Pl. 440 (1753)."
Spergula arvensis,"Citation: L., Sp. Pl. 440 (1753)."
Spergularia,"Citation: J.S. & C. Presl, Fl. Czech. 94 (1819)."
Spergularia marina,"Citation: Griseb., Spic. Fl. Rumel. 1:515 (1843)."
Spergularia rubra,"Citation: J.S. & C. Presl, Fl. Czech. 94 (1819)."
Spergularia diandra,"Citation: Boiss., Fl. Orient. 1:733 (1867)."
Spergularia media,"Citation: C. Presl, Fl. Sicula 161 (1826)."
Stellaria,"Citation: L., Sp. Pl. 421 (1753)."
Stellaria palustris,"Citation: Ehrh. ex Retz., Fl. Scand. Prod. edn 2:106 (1795)."
Stellaria caespitosa,"Citation: Hook. f., J. Bot. (Hooker) 2:411 (1840)."
Stellaria palustris tenella,"Citation: J. Black, Fl. S. Aust. 231 (1924)."
Stellaria filiformis,"Citation: Mattf., Reprium nov. Spec. Regni veg. Beih. 100:148 (1938)."
Stellaria media,"Citation: Villars, Hist. Pl. Dauph. 3:615 (1789)."
Stellaria multiflora,"Citation: Hook., Compan. Bot. Mag. 1:275 (1836)."
Stellaria pallida,"Citation: Pir , Bull. Soc. Bot. Belg. 2:49 (1863)."
Stellaria pungens,"Citation: Brongn. in Duperrey, Voy. la Coquille 16:t. 78 (1834)."
Vaccaria,"Citation: Wolf, Gen. Pl. 111 (1776)."
Vaccaria hispanica,"Citation:  Rauschert, Wiss. Z. Martin-Luther-Univ. Halle- Wittenberg Math. Naturwiss. Reihe 14:496 (1965)."
Chenopodiaceae,Author:Prepared by P. G. Wilson
Atriplex,"Citation: L., Sp. Pl. 1052 (1753)."
Atriplex acutibractea,"Citation: R. Anderson, Proc. Linn. Soc. N.S.W. 55:500, as acutibractum (1930)."
Atriplex leptocarpa,"Citation: F. Muell., J. Trans. Vict. Inst. 2:74 (1858)."
Atriplex acutibractea karoniensis,"Citation: Aellen, Bot. Jb. 68:360 (1937)."
Atriplex acutiloba,"Citation: R. Anderson, Proc. Linn. Soc. N.S.W. 59:270 (1934)."
Atriplex angulata,"Citation: Benth., Fl..4ust. 5:174 (1870)."
Atriplex australasica,"Citation: Moq., Chenop. Monogr. Enum. 59 (1840)."
Atriplex cinerea,"Citation: Poiret, Encycl. Suppl. 1, 2:471 (1811)."
Atriplex cordifolia,"Citation: J. Black, Trans. R. Soc. S. Aust. 69:309 (1945)."
Atriplex crassipes,"Citation: J. Black, Trans. R. Soc. S. Aust. 42:171 (1918) var. crassipes."
Atriplex muelleri,"Citation: Benth., Fl. Aust. 5:175 (1870)."
Atriplex cryptocarpa,"Citation: Aellen, Bot. Jb. 71:228 (1940)."
Atriplex eardleyae,"Citation: Aellen, Candollea 12:153 (1949)."
Atriplex eichleri,"Citation: Aellen in H. Eichler, Suppl. 111 (1965)."
Atriplex elachophylla,"Citation: F. Muell., Fragm. Phyt. Aust. 7:8 (1869)."
Atriplex fissivalvis,"Citation: F. Muell., Fragm. Phyt. Aust. 9:123 (1875)."
Atriplex holocarpa,"Citation: F. Muell., Rep. Babbage Exped. 1858 19 (1859)."
Atriplex spongiosa,"Citation: F. Muell., J. Trans. Vict. Inst. 2:74 (1858)."
Atriplex incrassata,"Citation: F. Muell., Rep. Babbage Exped. 1858 20 (1859)."
Atriplex nummularia,"Citation: Lindley in T.L. Mitchell, J. Trop. Austral. 64 (1848)."
Atriplex nummularia omissa,"Citation: Aellen, Bot. Jb. 68:379 (1937)."
Atriplex intermedia,"Citation: R. Anderson, Proc. Linn. Soc. N.S.W. 5:598 (1930)."
Atriplex kochiana,"Citation: Maiden, Trans. R. Soc. S. Aust. 21:87 (1897)."
Atriplex sturtii,"Citation: S. Jacobs, Telopea 2:453 (1983)."
Atriplex limbata,"Citation: Benth., Fl. Aust. 5:178 (1870)."
Atriplex lindleyi,"Citation: Moq. in A. DC., Prod. 13, 2:100 (1849)."
Atriplex lindleyi conduplicata,"Citation: Paul G. Wilson, Fl. Aust. 4:323 (1984)."
Atriplex lindleyi inflata,"Citation: Paul G. Wilson, Fl. Aust. 4:323 (1984)."
Atriplex lindleyi lindleyi,"Citation: Ill. Rotherham et al. (1975) Flowers and plants of New South Wales and southern Queensland, fig. 441; Cunningham et al. (1982) Plants of western New South Wales, fig. 44/4, as A. conduplicata."
Atriplex lindleyi quadripartita,"Citation: Paul G. Wilson, Fl. Aust. 4:324 (1984)."
Atriplex lobativalvis,"Citation: F. Muell., Iconogr. Austral. Salsolac. Pl. t. 6 (1889); Victorian Nat. 9:187 (1893)."
Atriplex macropterocarpa,"Citation: H. Eichler, Suppl. 113 (1965)."
Atriplex morrisii,"Citation: R. Anderson, Proc. Linn. Soc. N.S.W. 55:504 (1930)."
Atriplex nessorhina,"Citation: S. Jacobs, Telopea 2:453 (1983)."
Atriplex nummularia spathulata,"Citation: Aellen, Bot. Jb. 68:380 (1937)."
Atriplex obconica,"Citation: Paul G. Wilson, Fl. Aust. 4:324 (1984). Rounded annual or short-lived perennial c. 30 cm high, monoecious; leaves petiolate, thin, with a thin scurry indumentum (or developing a silvery sheen); lamina broadly obovate to rhomboid, 10-15 mm long, rounded at the apex, sinuate on the margin; petiole about half the length of and grading into the lamina."
Atriplex paludosa,"Citation: R. Br., Prod. Fl. Nov. Holl. 406 (1810)."
Atriplex paludosa cordata,"Citation: Aellen, Bot. Jb. 68:405 (1938)."
Atriplex papillata,"Citation: J.H. Willis, Victorian Nat. 73:152 (1957)."
Atriplex prostrata,"Citation: Boucher ex DC. in Lam. & DC., Fl. Franc. edn 3, 3:387 (1805)."
Atriplex pseudocampanulata,"Citation: Aellen, Bot. Jb. 68:365 (1937)."
Atriplex pumilio,"Citation: R. Br., Prod. Fl. Nov. Holl. 406 (1810)."
Atriplex quadrivalvata,"Citation: Diels in Diels & E. Pritzel, Bot. Jb. 35:182 (1904)."
Atriplex quadrivalvata sessilifolia,"Citation: Ising, Trans. R. Soc. S. Aust. 81:166 (1958)."
Atriplex quinii,"Citation: F. Muell., Victorian Nat. 5:96 (1888)."
Atriplex rhagodioides,"Citation: F. Muell., J. Trans. Vict. lnst. 2:74 (1858)."
Atriplex semibaccata,Citation: R. Br. Prod. Fl. Nov. Holl. 406 (1810).
Atriplex stipitata,"Citation: Benth., Fl. Aust. 5:168 (1870)."
Atriplex suberecta,"Citation: I. Verd., Bothalia 6:418 (1954)."
Atriplex turbinata,"Citation: Aellen, Bot. Jb. 68:356 (1937)."
Atriplex velutinella,"Citation: F. Muell., Rep. Babbage Exped. 1858 20 (1859)."
Atriplex vesicaria,"Citation: Heward ex Benth., Fl. Aust. 5:172 (1870)."
Atriplex vesicaria appendiculata,"Citation: Parr-Smith, Fl. Aust. 4:320 (1984)."
Atriplex vesicaria calcicola,"Citation: Parr-Smith, Fl. Aust. 4:320 (1984)."
Atriplex vesicaria macrocystidia,"Citation: Parr-Smith, Fl. Aust. 4:321 (1984)."
Atriplex vesicaria variabilis,"Citation: Parr-Smith, Fl. Aust. 4:321 (1984)."
Beta,"Citation: L., Sp. Pl. 222 (1753)."
Beta vulgaris,"Citation: L., Sp. Pl. 222 (1753) subsp. maritima (L.)Thell., Fl. Adv. Montp. 189 (1912)."
Chenopodium,"Citation: L., Sp. Pl. 218 (1753)."
Chenopodium album,"Citation: L., Sp. Pl. 219 (1753)."
Chenopodium auricomum,"Citation: Lindley in T.L. Mitchell, J. Trop. Austral. 94 (1848)."
Chenopodium curvispicatum,"Citation: Paul G. Wilson, Nuytsia 4:159 (1983)."
Rhagodia spinescens,"Citation: R. Br., Prod. Fl. Nov. Holl. 408 (1810)."
Chenopodium desertorum,"Citation: J. Black, Fl. S. Aust. 181 (1924)."
Chenopodium desertorum anidiophyllum,"Citation: Paul G. Wilson, Nuytsia 4:155 (1983)."
Chenopodium desertorum microphyllum,"Citation: Paul G. Wilson, Nuytsia 4:154 (1983)."
Chenopodium desertorum rectum,"Citation: Paul G. Wilson, Nuytsia 4:158 (1983)."
Chenopodium erosum,"Citation: R. Br., Prod. Fl. Nov. Holl. 407 (1810)."
Chenopodium gaudichaudianum,"Citation: Paul G. Wilson, Nuytsia 4:160 (1983)."
Chenopodium glaucum,"Citation: L., Sp. Pl. 220 (1753)."
Chenopodium murale,"Citation: L., Sp. Pl. 219 (1753)."
Chenopodium nitrariaceum,"Citation: F. Muell. ex Benth., Fl. Aust. 5:158 (1870)."
Chenopodium opulifolium,"Citation: Schrader ex Koch & Ziz, Cat. Pl. Palat. 6 (1814)."
Chenopodium vulvaria,"Citation: L., Sp. Pl. 220 (1753)."
Dissocarpus,"Citation: F. Muell., Trans. Vict. Inst. 2:75 (1858)."
Dissocarpus biflorus,"Citation: F. Muell., J. Trans. Vict. Inst. 2:75 (1858)."
Dissocarpus biflorus villosus,"Citation: A.J. Scott, Reprium nov. Spec. Regni veg. 89:118 (1978)."
Dissocarpus fontinalis,"Citation: Paul G. Wilson, Fl. Aust. 4:325 (1984)."
Dissocarpus latifolius,"Citation: Paul G. Wilson, Fl. Aust. 4:326 (1984)."
Dissocarpus paradoxus,"Citation: Ulbr., Nat rl. Pflanzenfam. edn 2, 16c:533 (1934)."
Dysphania,"Citation: R. Br., Prod. Fl. Nov. Holl. 411 (1810)."
Chenopodium cristatum,"Citation: F. Muell., Fragm. Phyt. Aust. 7:11 (1869)."
Dysphania glomulifera,"Citation: Paul G. Wilson, Nuytsia 4:183 (1983)."
Dysphania glomulifera eremaea,"Citation: Paul G. Wilson, Nuytsia 4:184 (1983)."
Dysphania kalpari,"Citation: Paul G. Wilson, Nuytsia 4:195 (1983)."
Chenopodium melanocarpum,"Citation:  J. Black, Trans. R. Soc. S. Aust. 58:173 (1934)."
Chenopodium multifidum,"Citation: L., Sp. Pl. 220 (1753)."
Dysphania plantaginella,"Citation: F. Muell., Fragm. Phyt. Aust. 1:61 (1858)."
Dysphania platycarpa,"Citation: Paul G. Wilson, Nuytsia 4:187 (1983)."
Chenopodium pumilio,"Citation: R. Br., Prod. Fl. Nov. Holl. 407 (1810)."
Dysphania rhadinostachya,"Citation: A.J. Scott, Bot. Jb. 100:218 (1978) subsp. rhadinostachya."
Dysphania simulans,"Citation: F. Muell. & Tate ex Tate, Trans. R. Soc. S. Aust. 8:71 (1886)."
Chenopodium truncatum,"Citation: Paul G. Wilson, Nuytsia 4:177 (1983)."
Einadia,Citation: Raf. Fl. Tellur. 4:121 (1838).
Einadia nutans,"Citation: A.J. Scott, Reprium nov. Spec. Regni veg. 89:3 (1978)."
Einadia nutans eremaea,"Citation: Paul G. Wilson, Nuytsia 4:204 (1983)."
Einadia nutans oxycarpa,"Citation: Paul G. Wilson, Nuytsia 4:203 (1983)."
Einadia polygonoides,"Citation: Paul G. Wilson, Nuytsia 4:212 (1983)."
Enchylaena,"Citation: R. Br., Prod. Fl. Nov. Holl. 407 (1810)."
Enchylaena tomentosa,"Citation: R. Br., Prod. Fl. Nov. Holl. 408 (1810)."
Enchylaena tomentosa glabra,"Citation: Benth., Fl. Aust. 5:182 (1870)."
Eremophea spinosa,"Citation: Paul G. Wilson, Fl. Aust. 4:327 (1984)."
Eriochiton,"Citation: A.J. Scott, Reprium nov. Spec. Regni veg. 89:119 (1978)."
Eriochiton sclerolaenoides,"Citation: F. Muell. ex A.J. Scott, Reprium nov. Spec. Regni veg. 89:119 (1978)."
Maireana,"Citation: Moq., Chenop. Monogr. Enum. 95 (1840)."
Maireana aphylla,"Citation: Paul G. Wilson, Nuytsia 2:54 (1975)."
Maireana appressa,"Citation: Paul G. Wilson, Nuytsia 2:54 (1975)."
Maireana astrotricha,"Citation: Paul G. Wilson, Nuytsia 2:35 (1975)."
Maireana brevifolia,"Citation: Paul G. Wilson, Nuytsia 2:22 (1978)."
Maireana campanulata,"Citation: Paul G. Wilson, Nuytsia 2:37 (1975)."
Maireana cannonii,"Citation: Paul G. Wilson, Nuytsia 2:42 (1975)."
Maireana carnosa,"Citation: Paul G. Wilson, Nuytsia 2:30 (1975)."
Maireana ciliata,"Citation: Paul G. Wilson, Nuytsia 2:27 (1975)."
Maireana coronata,"Citation: Paul G. Wilson, Nuytsia 2:28 (1975)."
Maireana decalvans,"Citation: Paul G. Wilson, Nuytsia 2:46 (1975)."
Maireana enchylaenoides,"Citation: Paul G. Wilson, Nuytsia 2:24 (1975)."
Maireana eriantha,"Citation: Paul G. Wilson, Nuytsia 2:19 (1975)."
Maireana erioclada,"Citation: Paul G. Wilson, Nuytsia 2:39 (1975)."
Maireana excavata,"Citation: Paul G. Wilson, Nuytsia 2:31 (1975)."
Maireana georgei,"Citation: Paul G. Wilson, Nuytsia 2:33 (1975)."
Maireana integra,"Citation: Paul G. Wilson, Nuytsia 2:50 (1975)."
Maireana lanosa,"Citation: Paul G. Wilson, Nuytsia 2:26 (1975)."
Maireana lobiflora,"Citation: Paul G. Wilson, Nuytsia 2:25 (1975)."
Maireana luehmannii,"Citation: Paul G. Wilson, Nuytsia 2:20 (1975)."
Maireana melanocarpa,"Citation: Paul G. Wilson, Nuytsia 2:52 (1975)."
Maireana microcarpa,"Citation: Paul G. Wilson, Nuytsia 2:48 (1975)."
Maireana oppositifolia,"Citation: Paul G. Wilson, Nuytsia 2:23 (1975)."
Maireana ovata,"Citation: Paul G. Wilson, Nuytsia 2:48 (1975)."
Maireana pentagona,"Citation: Paul G. Wilson, Nuytsia 2:27 (1975)."
Maireana pentatropis,"Citation: Paul G. Wilson, Nuytsia 2:39 (1975)."
Maireana planifolia,"Citation: Paul G. Wilson, Nuytsia 2:52 (1975)."
Maireana pyramidata,"Citation: Paul G. Wilson, Nuytsia 2:41 (1975)."
Maireana radiata,"Citation: Paul G. Wilson, Nuytsia 2:57 (1975)."
Maireana rohrlachii,"Citation: Paul G. Wilson, Nuytsia 2:46 (1975)."
Maireana schistocarpa,"Citation: Paul G. Wilson, Nuytsia 2:40 (1975)."
Maireana scleroptera,"Citation: Paul G. Wilson, Nuytsia 2:21 (1975)."
Maireana sedifolia,"Citation: Paul G. Wilson, Nuytsia 2:36 (1975)."
Maireana spongiocarpa,"Citation: Paul G. Wilson, Nuytsia 2:37 (1975)."
Maireana suaedifolia,"Citation: Paul G. Wilson, Nuytsia 2:45 (1975)."
Maireana tomentosa,"Citation: Moq., Chenop. Monogr. Enum. 97 (1840) subsp. urceolata Paul G. Wilson, Nuytsia 2:49 (1975)."
Maireana trichoptera,"Citation: Paul G. Wilson, Nuytsia 2:31 (1975)."
Maireana triptera,"Citation: Paul G. Wilson, Nuytsia 2:38 (1975)."
Maireana turbinata,"Citation: Paul G. Wilson, Nuytsia 2:34 (1975)."
Maireana villosa,"Citation: Paul G. Wilson, Nuytsia 2:51 (1975)."
Malacocera,"Citation: R. Anderson, Proc. Linn. Soc. N.S. W. 51:382 (1926)."
Malacocera albolanata,"Citation: Chinn., J. Adelaide Bot. Gard. 2:141 (1980)."
Malacocera biflora,"Citation: Ising, Trans. R. Soc. S. Aust. 78:113 (1955)."
Malacocera gracilis,"Citation: Chinn., J. Adelaide Bot. Gard. 2:144 (1980)."
Malacocera tricornis,"Citation: R. Anderson, Proc. Linn. Soc. N.S.W. 51:382 (1926)."
Monolepis,"Citation: Schrader, Ind. Sem. Hort. Goetting. 1830:4 (1830)."
Monolepis spathulata,"Citation: A. Gray, Proc. Am. Acad. 7:389 (1868)."
Neobassia,"Citation: A.J. Scott, Reprium nov. Spec. Regni veg. 89:117 (1978)."
Neobassia proceriflora,"Citation: A.J. Scott, Reprlum nov. Spec. Regni veg. 89:118 (1978)."
Osteocarpum,"Citation: F. Muell., J. Trans. Vict. Inst. 2:77 (1858)."
Osteocarpum acropterum,"Citation: Volkens, Naf rl. Pflanzenfam. 3, la: 72 (1893)."
Osteocarpum acropterum deminutum,"Citation: Paul G. Wilson, Fl. Aust. 4:327 (1984)."
Osteocarpum dipterocarpum,"Citation: Volkens, Nat rl. Pflanzenfam. 3, 1 a:72 (1893)."
Osteocarpum pentapterum,"Citation: Volkens, Nat rl. Pflanzenfam. 3, la:72 (1893)."
Osteocarpum salsuginosum,"Citation: F. Muell., J. Trans. Vict. Inst. 2:77 (1858)."
Rhagodia,"Citation: R. Br., Prod. Fl. Nov. Holl. 408 (1810)."
Rhagodia candolleana,"Citation: Moq., Chenop. Monogr. Enum. 10 (1840)."
Rhagodia candolleana argentea,"Citation: Paul G. Wilson, Nuytsia 4:216 (1983)."
Rhagodia crassifolia,"Citation: R. Br., Prod. Fl. Nov. Holl. 408 (1810)."
Rhagodia drummondii,"Citation: Moq. in A. DC., Prod. 13, 2:52 (1849)."
Rhagodia eremaea,"Citation: Paul G. Wilson, Nuytsia 4:232 (1983)."
Rhagodia parabolica,"Citation: R. Br., Prod. Fl. Nov. Holl. 408 (1810)."
Rhagodia preissii,"Citation: Moq. in A. DC., Prod. 13, 2:49 (1849) subsp. preissii."
Rhagodia ulicina,"Citation: Paul G. Wilson, Nuytsia 4:53 (1982)."
Sarcocornia blackiana,"Citation: A.J. Scott, Bot. J. Linn. Soc. 75:369 (1978)."
Sarcocornia quinqueflora,"Citation: A.J. Scott, Bot. J. Linn. Soc. 75:368 (1978)."
Salsola,"Citation: L., Sp. Pl. 222 (1753)."
Salsola kali,"Citation: L., Sp. Pl. 222 (1753)."
Scleroblitum,"Citation: Ulbr., Nat rl. Pflanzenfam. edn 2, 16c:495 (1934)."
Scleroblitum atriplicinum,"Citation: Ulbr., Nat rl. Pflanzenfam. edn 2, 16c:495 (1934)."
Sclerolaena,"Citation: R. Br., Prod. Fl. Nov. Holl. 410 (1810)."
Threlkeldia diffusa,"Citation: R. Br., Prod. Fl. Nov. Holl. 410 (1810)."
Sclerolaena articulata,"Citation: A.J. Scott, Reprium nov. Spec. Regni veg. 89:111 (1978)."
